entry_id,year_from,year_to,poll,entry_name,christian,islamic,chinese,buddhist
636,1500.0,2018.0,Religious Group (v6),Balinese Śaiva priests (pedanda siwa),False,False,False,False
637,1900.0,1924.0,Religious Group (v6),Yahgan,False,False,False,False
639,716.0,900.0,Religious Group (v6),Chinese Esoteric Buddhism (Tang Tantrism),False,False,False,True
645,1100.0,2020.0,Religious Group (v6),"Meo Muslim, Mev, Mewati Muslim",False,True,False,False
646,1889.0,2018.0,Religious Group (v6),Lakota Religious Traditions,False,False,False,False
649,700.0,2019.0,Religious Group (v6),"Worshippers at the Chidambaram Nataraja Temple, Modern Period",False,False,False,False
650,1918.0,1945.0,Religious Group (v6),Manus,False,False,False,False
651,1930.0,1955.0,Religious Group (v6),Kapauku,False,False,False,False
652,1904.0,1930.0,Religious Group (v6),Tiwi,False,False,False,False
654,1198.0,1250.0,Religious Group (v6),12th-13th c Cistercians,True,False,False,False
655,1917.0,1943.0,Religious Group (v6),Siriono,False,False,False,False
657,1912.0,1949.0,Religious Group (v6),Trukese,False,False,False,False
658,1925.0,1951.0,Religious Group (v6),Mapuche,False,False,False,False
660,1941.0,1966.0,Religious Group (v6),Iban,False,False,False,False
661,1113.0,1147.0,Religious Group (v6),Congregation of Savigny,True,False,False,False
662,1922.0,1947.0,Religious Group (v6),Goajiro,False,False,False,False
671,1820.0,1840.0,Religious Group (v6),Mbau Fijians,False,False,False,False
673,1842.0,1870.0,Religious Group (v6),Pawnee,False,False,False,False
674,1915.0,1940.0,Religious Group (v6),Aymara,False,False,False,False
675,1885.0,1910.0,Religious Group (v6),Chukchee,False,False,False,False
676,1198.0,1500.0,Religious Group (v6),"The Order of the Holy Trinity for the Redemption of Captives, 1198-1500",True,False,False,False
677,1885.0,1910.0,Religious Group (v6),Yapese,False,False,False,False
679,1915.0,1940.0,Religious Group (v6),Santal,False,False,False,False
680,1850.0,2019.0,Religious Group (v6),Gujarati Mata Worshipers,False,False,False,False
681,-2350.0,-2150.0,Religious Group (v6),Sargonic Empire,False,False,False,False
682,1905.0,1935.0,Religious Group (v6),Lakher,False,False,False,False
684,1615.0,1640.0,Religious Group (v6),Huron,False,False,False,False
685,1940.0,1966.0,Religious Group (v6),Badjau,False,False,False,False
686,1915.0,1945.0,Religious Group (v6),Popoluca,True,False,False,False
688,1866.0,2019.0,Religious Group (v6),Darul Uloom Deoband,False,True,False,False
689,1869.0,1895.0,Religious Group (v6),Lengua,False,False,False,False
690,1880.0,2019.0,Religious Group (v6),Ahl-e-Sunnat wa Jamaat,False,True,False,False
691,1870.0,1895.0,Religious Group (v6),Fur,False,True,False,False
710,1816.0,1840.0,Religious Group (v6),Hidatsa,False,False,False,False
712,1880.0,1934.0,Religious Group (v6),Huichol,False,False,False,False
714,550.0,850.0,Religious Group (v6),Tamil Śaiva Bhakti,False,False,False,False
717,1910.0,1940.0,Religious Group (v6),Igbo,False,False,False,False
719,1845.0,2018.0,Religious Group (v6),Hinduism in Trinidad,False,False,False,False
721,1910.0,1940.0,Religious Group (v6),Semang,False,False,False,False
722,1835.0,1885.0,Religious Group (v6),Gros Ventre,False,False,False,False
727,1160.0,2017.0,Religious Group (v6),Raglai,False,False,False,False
729,1895.0,1930.0,Religious Group (v6),Kikuyu,False,False,False,False
738,-3000.0,300.0,Religious Group (v6),Ancient Egyptian,False,False,False,False
739,1885.0,1910.0,Religious Group (v6),Lakalai,False,False,False,False
744,1887.0,1915.0,Religious Group (v6),Rwala Bedouin,False,True,False,False
745,1860.0,1885.0,Religious Group (v6),Buka,False,False,False,False
749,1800.0,2020.0,Religious Group (v6),Korean shamanism,False,False,False,False
751,2020.0,2025.0,Religious Group (v6),Buddhism in the Mekong Delta,False,False,False,True
752,1470.0,2019.0,Religious Group (v6),Haroi,False,False,False,False
755,1850.0,2020.0,Religious Group (v6),Uyghur Islam,False,True,False,False
757,1795.0,1820.0,Religious Group (v6),Kiribati,False,False,False,False
759,1855.0,1880.0,Religious Group (v6),Comanche,False,False,False,False
763,1810.0,1835.0,Religious Group (v6),Moriori,False,False,False,False
771,1762.0,2020.0,Religious Group (v6),Muscular Christianity,True,True,False,False
775,-900.0,2020.0,Religious Group (v6),Jainism,False,False,False,False
781,381.0,500.0,Religious Group (v6),Syria,True,False,False,False
783,-3150.0,-2686.0,Religious Group (v6),Upper Egypt: Archaic/Early Dynastic Period,False,False,False,False
784,-2686.0,-2181.0,Religious Group (v6),Upper Egypt: Old Kingdom,False,False,False,False
785,-2181.0,-2055.0,Religious Group (v6),Upper Egypt: First Intermediate Period,False,False,False,False
786,-2055.0,-1650.0,Religious Group (v6),Upper Egypt: Middle Kingdom,False,False,False,False
787,-1650.0,-1550.0,Religious Group (v6),Upper Egypt: Second Intermediate Period,False,False,False,False
788,-1500.0,-1200.0,Religious Group (v6),The Late Bronze Age City-State of Ugarit,False,False,False,False
794,1840.0,1880.0,Religious Group (v6),Omaha,False,False,False,False
802,1945.0,2020.0,Religious Group (v6),Chinese Nunnery in Myanmar,False,False,False,True
807,-500.0,-43.0,Religious Group (v6),British Isles I: Pre-Roman Britain,False,False,False,False
808,-43.0,380.0,Religious Group (v6),British Isles II: Pre-Theodosian Roman Britain,False,False,False,False
809,-43.0,380.0,Religious Group (v6),British Isles III: Pre-Theodosian Roman Britain Continued,False,False,False,False
810,-43.0,380.0,Religious Group (v6),British Isles IV: Pre-Theodosian Roman Britain Continued,True,False,False,False
811,380.0,500.0,Religious Group (v6),British Isles V: Christian Roman Britain,True,False,False,False
812,2007.0,2020.0,Religious Group (v6),Temple of the Jedi Order,False,False,False,False
814,380.0,500.0,Religious Group (v6),British Isles VI: Christian Roman Britain,True,False,False,False
815,380.0,500.0,Religious Group (v6),British Isles VII: Christian Roman Britain,True,False,False,False
816,-500.0,350.0,Religious Group (v6),British Paganism.,False,False,False,False
817,350.0,650.0,Religious Group (v6),Early Medieval British Christianity,True,False,False,False
828,1209.0,1312.0,Religious Group (v6),Italy: The Franciscan Order,True,False,False,False
835,-500.0,43.0,Religious Group (v6),British Isles: Pre-Roman,False,False,False,False
836,43.0,500.0,Religious Group (v6),British Isles: Romano-British,False,False,False,False
839,1788.0,1914.0,Religious Group (v6),19th century German Protestantism,True,True,False,False
841,1073.0,2020.0,Religious Group (v6),Sa skya,False,False,False,True
842,1730.0,2020.0,Religious Group (v6),American Evangelicalism,True,False,False,False
843,300.0,900.0,Religious Group (v6),Bnay Qyāmā and Bnāt Qyāmā,True,False,False,False
846,645.0,696.0,Religious Group (v6),Xuanzang's Yogācāra Tradition,False,False,False,True
848,-200.0,70.0,Religious Group (v6),Sadducees,False,False,False,False
849,1750.0,1850.0,Religious Group (v6),"""Gaiwiio Religion,"" ""Longhouse Religion,"" or ""The Way of Handsome Lake"" of the Seneca Tribe",False,False,False,False
851,1899.0,2020.0,Religious Group (v6),Sikhism in the United States,False,False,False,False
852,-500.0,900.0,Religious Group (v6),Pre-Christian Religion / Paganism in Ireland,False,False,False,False
854,-400.0,900.0,Religious Group (v6),pre-Christian Irish,False,False,False,False
855,1900.0,2020.0,Religious Group (v6),Middle-Class Migrant Muslims in the UAE,False,True,False,False
857,1738.0,2020.0,Religious Group (v6),Wesleyanism,True,False,False,False
858,165.0,550.0,Religious Group (v6),"The New Prophecy or ""Montanism""",True,False,False,False
859,135.0,400.0,Religious Group (v6),Valentinians,True,False,False,False
860,1704.0,1706.0,Religious Group (v6),Kimpa Vita,False,False,False,False
862,1907.0,2020.0,Religious Group (v6),Ilm-e-Khshnoom,False,False,False,False
863,-550.0,450.0,Religious Group (v6),Orphism,False,False,False,False
867,1200.0,1500.0,Religious Group (v6),Nyingma Treasure,False,False,False,True
869,855.0,1279.0,Religious Group (v6),Sichuan Esoteric Buddhist Cult,False,False,True,True
870,1990.0,2020.0,Religious Group (v6),Postsocialist Mongolian Buddhism,False,False,False,True
871,1848.0,2020.0,Religious Group (v6),Spiritualism,False,False,False,False
873,1962.0,1993.0,Religious Group (v6),The Branch Davidians,True,False,False,False
879,1860.0,2020.0,Religious Group (v6),Free Methodist Church,True,False,False,False
880,1870.0,2015.0,Religious Group (v6),Egyptian Salafism (inluding North Africa and West Asia),False,True,False,False
882,-450.0,425.0,Religious Group (v6),Orphism,False,False,False,False
883,1949.0,2020.0,Religious Group (v6),Catholics in the People's Republic of China (PRC),True,False,True,False
884,1907.0,2022.0,Religious Group (v6),Sub Saharan Africa Pentecostalism,False,False,False,False
885,-1960.0,2022.0,Religious Group (v6),Contemporary West African Vodun,False,False,False,False
886,1990.0,2020.0,Religious Group (v6),Pushtimarg (The Path of Grace) in the UK and Gujarat,False,False,False,False
887,1990.0,2020.0,Religious Group (v6),Postsocialist Mongolian Shamanism,False,False,False,False
888,780.0,900.0,Religious Group (v6),Céli Dé monks,True,True,False,False
891,1956.0,2020.0,Religious Group (v6),Peruvian Mormons,True,False,False,False
892,1960.0,2020.0,Religious Group (v6),Charismatic Renewal Movement in Christianity - Second Wave Pentecostalism,True,False,False,False
893,100.0,400.0,Religious Group (v6),Sethian Gnostic,True,True,False,False
894,1968.0,2020.0,Religious Group (v6),Universal Fellowship of Metropolitan Community Churches,True,False,False,False
896,800.0,1571.0,Religious Group (v6),Sannō Shintō,False,False,False,True
897,1945.0,2020.0,Religious Group (v6),Gaengjeongyudo,False,False,False,False
898,1930.0,2020.0,Religious Group (v6),Rastafari of Jamaica,False,False,False,False
899,1926.0,2020.0,Religious Group (v6),Nahdlatul Ulama (NU),False,True,False,False
900,-150.0,70.0,Religious Group (v6),Pharisees,False,True,False,False
902,300.0,500.0,Religious Group (v6),British Isles: Christian,True,False,False,False
904,397.0,500.0,Religious Group (v6),Euboea/Central Macedonia: Nicaean-Chalcedonian Christianity,True,False,False,False
906,1963.0,2020.0,Religious Group (v6),The Church of England,True,True,False,False
908,1980.0,2020.0,Religious Group (v6),Sino-Christian Theology,True,False,True,False
910,1968.0,1998.0,Religious Group (v6),Christian Base Community movement,True,False,False,False
911,1260.0,1302.0,Religious Group (v6),Italy: Roman Catholic Christianity,True,False,False,False
914,1258.0,2020.0,Religious Group (v6),Tariqa Shadhiliyya,False,True,False,False
915,2000.0,2020.0,Religious Group (v6),Protestantism welcoming People with Disabilities,True,False,False,False
917,-500.0,-50.0,Religious Group (v6),British Isles: Predominantly Celtic Polytheism,False,False,False,False
918,-475.0,220.0,Religious Group (v6),Fangshi,False,False,True,False
919,1995.0,2020.0,Religious Group (v6),Catholicism in contemporary Croatia,True,True,False,False
921,1900.0,2020.0,Religious Group (v6),Bhils,True,False,False,False
922,-50.0,400.0,Religious Group (v6),British Isles: Mixed Roman and British Polytheism,False,False,False,False
923,200.0,700.0,Religious Group (v6),British Isles: Introduction of Early Christianity through the End of Columban/Irish Christianity,True,False,False,False
925,220.0,650.0,Religious Group (v6),Rabbinic Judaism (Babylonia),False,False,False,False
926,842.0,2020.0,Religious Group (v6),Ladakhi Buddhism,False,False,False,True
927,0.0,74.0,Religious Group (v6),Zealots,False,False,False,False
928,1860.0,1910.0,Religious Group (v6),The Ghost Dance Movement and the Lakota Sioux,False,False,False,False
929,1143.0,2020.0,Religious Group (v6),Drikung Kagyu,False,False,False,True
931,1580.0,2020.0,Religious Group (v6),The Society of Jesus (Jesuits) in Britain,True,False,False,False
933,144.0,1000.0,Religious Group (v6),Marcionites,True,False,False,False
934,1911.0,1940.0,Religious Group (v6),Mongolian Buddhism during the Revolutionary Period,False,False,False,True
935,1910.0,2020.0,Religious Group (v6),Nigerian Pentecostalism,True,False,False,False
937,-800.0,394.0,Religious Group (v6),Vestal Virgins,False,False,False,False
938,-1600.0,-1185.0,Religious Group (v6),Ugarit,False,False,False,False
940,-31.0,68.0,Religious Group (v6),Julio-Claudian Imperial Cult,False,False,False,False
941,1600.0,1700.0,Religious Group (v6),Chan Buddhists in early Qing period,False,False,True,True
942,1816.0,2020.0,Religious Group (v6),African Methodist Episcopal Church,True,False,False,False
943,1752.0,2020.0,Religious Group (v6),Moravian Missionaries in Nunatsiavut,True,False,False,False
944,1620.0,1700.0,Religious Group (v6),Mohyla's Ukrainian Church,False,False,False,False
946,700.0,1959.0,Religious Group (v6),Nyingma (rnying ma),False,False,False,True
948,120.0,300.0,Religious Group (v6),Christianity in Ephesus,True,False,False,False
950,1652.0,2020.0,Religious Group (v6),The Religious Society of Friends,True,False,False,False
952,1980.0,2020.0,Religious Group (v6),Ethiopian Jews,False,False,False,False
953,1975.0,2020.0,Religious Group (v6),Sachchai,False,False,False,False
955,600.0,800.0,Religious Group (v6),British Isles: Augustinian/Roman Christianity,True,False,False,False
957,-800.0,-300.0,Religious Group (v6),Spartan Religion,False,False,False,False
958,1540.0,1773.0,Religious Group (v6),Society of Jesus,True,False,False,False
960,1000.0,2020.0,Religious Group (v6),Bön (Bon),False,False,False,True
961,1885.0,2020.0,Religious Group (v6),Romanian Orthodox Church,False,False,False,False
963,1119.0,1312.0,Religious Group (v6),The Knights Templar,True,True,False,False
964,1800.0,2020.0,Religious Group (v6),Baul Fakirs of Bengal,False,False,False,True
965,323.0,548.0,Religious Group (v6),Pachomian Monasticism,True,False,False,False
966,1318.0,2020.0,Religious Group (v6),"Naqshbandī Order, Naqshbandī Tarīqa, Naqshbandīyyah, Khwājagān,",False,True,False,False
968,1683.0,2021.0,Religious Group (v6),"Anabaptist Mennonites in North America, 1683-2021",True,True,False,False
970,-323.0,500.0,Religious Group (v6),Cult of Isis (Mysteries of Isis),False,False,False,False
971,500.0,2020.0,Religious Group (v6),Gāṇapatya,False,False,False,False
972,431.0,1500.0,Religious Group (v6),Nestorian Christianity,False,False,False,False
973,1845.0,2019.0,Religious Group (v6),The Sarna religion of the Oraons of Jharkhand,False,False,False,False
974,1204.0,1261.0,Religious Group (v6),"Greek Chalcedonian Christians, Nicaea",True,True,False,False
975,1980.0,2020.0,Religious Group (v6),Neo-Charismatic Movement - Third Wave Charismatic Movement,True,False,False,False
976,1187.0,2019.0,Religious Group (v6),Mising Community,False,False,False,False
977,1200.0,2020.0,Religious Group (v6),Chishti Sufis,False,True,False,False
978,1500.0,2020.0,Religious Group (v6),Indonesian Catholicism,True,False,False,False
980,1175.0,1333.0,Religious Group (v6),Pure Land Buddhist Schools in Early Medieval Japan,False,False,False,True
981,1930.0,2020.0,Religious Group (v6),Nation of Islam,False,True,False,False
982,-500.0,100.0,Religious Group (v6),The Samaritans (Persian to early Roman periods),False,True,False,False
983,600.0,2020.0,Religious Group (v6),Tibetan and Himalayan Mundane and Landscape Cults,False,False,False,True
984,1530.0,2020.0,Religious Group (v6),Calvinism (Early/Reformation),True,False,False,False
985,1108.0,1299.0,Religious Group (v6),The Victorines,True,False,False,False
986,150.0,529.0,Religious Group (v6),Theurgy,False,False,False,False
987,1600.0,2020.0,Religious Group (v6),"Parsis, Zoroastrians of India",False,False,False,False
988,1832.0,2020.0,Religious Group (v6),Churches of Christ- United States,True,False,False,False
989,1928.0,2020.0,Religious Group (v6),Opus Dei,True,False,False,False
993,-712.0,380.0,Religious Group (v6),Pontifex Maximus and Pontifices (Pontifical College),False,False,False,False
994,330.0,470.0,Religious Group (v6),"Monastic Communities of Lower Egypt: Nitria, Kellia, Scetis",True,False,False,False
995,1841.0,2020.0,Religious Group (v6),Tamil Neo-Saivism,False,False,False,False
997,-2950.0,-2670.0,Religious Group (v6),Ancient Egypt - Early Dynastic Period,False,False,False,False
1004,-200.0,300.0,Religious Group (v6),Religion in Roman Ostia,False,False,False,False
1006,-2670.0,-2168.0,Religious Group (v6),Ancient Egypt - Old Kingdom,False,False,False,False
1008,-2168.0,-2010.0,Religious Group (v6),Ancient Egypt - First Intermediate Period,False,False,False,False
1011,-800.0,-550.0,Religious Group (v6),Kingdom of Edom,False,False,False,False
1012,550.0,1500.0,Religious Group (v6),Inhabitants of Medieval Kurgus,True,False,False,False
1013,1510.0,1640.0,Religious Group (v6),Estado da Índia Renegades in Deccan,True,True,False,False
