entry_id_to,region_id_to,entry_id_from,region_id_from,overlap_start,christian_tradition_from,christian_tradition_to
1117,1260,1232,1380,-1145,False,False
1117,1260,1125,1269,-1145,False,False
1037,535,738,944,-1100,False,False
1037,535,209,136,-1100,False,False
1037,535,1069,1207,-1100,False,False
1037,535,1232,1380,-1100,False,False
1037,535,1125,1269,-1100,False,False
2039,2240,738,944,-1000,False,True
2039,2240,2348,2424,-1000,False,True
2039,2240,1284,1432,-1000,False,True
2039,2240,189,44,-1000,False,True
2039,2240,1258,1404,-1000,False,True
2039,2240,300,44,-1000,False,True
1258,1404,738,944,-1000,False,False
1258,1404,2348,2424,-1000,False,False
1258,1404,189,44,-1000,False,False
1258,1404,300,44,-1000,False,False
2187,1795,738,944,-900,False,False
2187,1795,2348,2424,-900,False,False
2187,1795,1284,1432,-900,False,False
2187,1795,189,44,-900,False,False
2187,1795,1258,1404,-900,False,False
2187,1795,300,44,-900,False,False
2187,1795,2039,2240,-900,True,False
2187,1795,1257,1403,-900,False,False
1683,1889,738,944,-800,False,False
1683,1889,2348,2424,-800,False,False
1683,1889,1284,1432,-800,False,False
1683,1889,189,44,-800,False,False
1683,1889,1258,1404,-800,False,False
1683,1889,300,44,-800,False,False
1683,1889,2039,2240,-800,True,False
1683,1889,2187,1795,-800,False,False
1683,1889,1187,1331,-800,False,False
1683,1889,1037,535,-800,False,False
492,737,738,944,-800,False,False
492,737,230,494,-800,False,False
492,737,1484,1631,-800,False,False
492,737,209,136,-800,False,False
492,737,1375,1531,-800,False,False
492,737,2055,476,-800,False,False
492,737,1855,1631,-800,False,False
492,737,2295,476,-800,False,False
492,737,1661,1631,-800,False,False
492,737,1232,1380,-800,False,False
492,737,2348,2424,-800,False,False
492,737,1284,1432,-800,False,False
492,737,1175,1320,-800,False,False
492,737,1898,2025,-800,False,False
492,737,189,44,-800,False,False
492,737,1258,1404,-800,False,False
492,737,300,44,-800,False,False
492,737,2338,476,-800,False,False
492,737,2039,2240,-800,True,False
492,737,1257,1403,-800,False,False
492,737,308,582,-800,False,False
492,737,1624,582,-800,False,False
492,737,2187,1795,-800,False,False
492,737,1190,1334,-800,False,False
492,737,1187,1331,-800,False,False
492,737,957,1142,-800,False,False
492,737,1037,535,-800,False,False
492,737,422,50,-800,False,False
492,737,937,872,-800,False,False
492,737,1011,1208,-800,False,False
492,737,1189,1333,-800,False,False
492,737,1418,1576,-800,False,False
492,737,1683,1889,-800,False,False
492,737,1626,1852,-800,False,False
492,737,2009,2108,-800,False,False
492,737,1326,1473,-800,False,False
492,737,1337,1488,-800,False,False
492,737,1721,1926,-800,False,False
1011,1208,738,944,-800,False,False
1011,1208,2348,2424,-800,False,False
1011,1208,1175,1320,-800,False,False
1011,1208,189,44,-800,False,False
1011,1208,1258,1404,-800,False,False
1011,1208,300,44,-800,False,False
1011,1208,2039,2240,-800,True,False
1011,1208,2187,1795,-800,False,False
1011,1208,1418,1576,-800,False,False
1011,1208,1683,1889,-800,False,False
1418,1576,738,944,-800,False,False
1418,1576,230,494,-800,False,False
1418,1576,1484,1631,-800,False,False
1418,1576,1855,1631,-800,False,False
1418,1576,1661,1631,-800,False,False
1418,1576,2348,2424,-800,False,False
1418,1576,1284,1432,-800,False,False
1418,1576,1898,2025,-800,False,False
1418,1576,189,44,-800,False,False
1418,1576,1258,1404,-800,False,False
1418,1576,300,44,-800,False,False
1418,1576,2039,2240,-800,True,False
1418,1576,1257,1403,-800,False,False
1418,1576,308,582,-800,False,False
1418,1576,1624,582,-800,False,False
1418,1576,2187,1795,-800,False,False
1418,1576,1187,1331,-800,False,False
1418,1576,1683,1889,-800,False,False
1700,1901,738,944,-800,False,True
1700,1901,2348,2424,-800,False,True
1700,1901,1284,1432,-800,False,True
1700,1901,189,44,-800,False,True
1700,1901,1258,1404,-800,False,True
1700,1901,300,44,-800,False,True
1700,1901,2039,2240,-800,True,True
1700,1901,1257,1403,-800,False,True
1700,1901,2187,1795,-800,False,True
1700,1901,1187,1331,-800,False,True
1700,1901,1418,1576,-800,False,True
1700,1901,1683,1889,-800,False,True
1700,1901,492,737,-800,False,True
1576,1795,738,944,-760,False,False
1576,1795,2348,2424,-760,False,False
1576,1795,1284,1432,-760,False,False
1576,1795,189,44,-760,False,False
1576,1795,1258,1404,-760,False,False
1576,1795,300,44,-760,False,False
1576,1795,2039,2240,-760,True,False
1576,1795,1257,1403,-760,False,False
1576,1795,1187,1331,-760,False,False
1576,1795,1011,1208,-760,False,False
1576,1795,1418,1576,-760,False,False
1576,1795,1683,1889,-760,False,False
1576,1795,492,737,-760,False,False
1576,1795,1700,1901,-760,True,False
1924,1404,738,944,-700,False,False
1924,1404,2348,2424,-700,False,False
1924,1404,189,44,-700,False,False
1924,1404,300,44,-700,False,False
1924,1404,2039,2240,-700,True,False
1924,1404,2187,1795,-700,False,False
1924,1404,1011,1208,-700,False,False
1924,1404,1418,1576,-700,False,False
1924,1404,1683,1889,-700,False,False
1924,1404,492,737,-700,False,False
1924,1404,1700,1901,-700,True,False
1924,1404,1576,1795,-700,False,False
2001,1404,738,944,-700,False,True
2001,1404,2348,2424,-700,False,True
2001,1404,189,44,-700,False,True
2001,1404,300,44,-700,False,True
2001,1404,2039,2240,-700,True,True
2001,1404,2187,1795,-700,False,True
2001,1404,1011,1208,-700,False,True
2001,1404,1418,1576,-700,False,True
2001,1404,1683,1889,-700,False,True
2001,1404,492,737,-700,False,True
2001,1404,1700,1901,-700,True,True
2001,1404,1576,1795,-700,False,True
1581,1791,738,944,-620,False,False
1581,1791,2348,2424,-620,False,False
1581,1791,1284,1432,-620,False,False
1581,1791,189,44,-620,False,False
1581,1791,1258,1404,-620,False,False
1581,1791,300,44,-620,False,False
1581,1791,2039,2240,-620,True,False
1581,1791,2187,1795,-620,False,False
1581,1791,1011,1208,-620,False,False
1581,1791,1418,1576,-620,False,False
1581,1791,1683,1889,-620,False,False
1581,1791,492,737,-620,False,False
1581,1791,1700,1901,-620,True,False
1581,1791,1576,1795,-620,False,False
1581,1791,2001,1404,-620,True,False
1581,1791,1924,1404,-620,False,False
1471,1629,738,944,-593,False,False
1471,1629,230,494,-593,False,False
1471,1629,1484,1631,-593,False,False
1471,1629,1375,1531,-593,False,False
1471,1629,2295,476,-593,False,False
1471,1629,1661,1631,-593,False,False
1471,1629,2348,2424,-593,False,False
1471,1629,189,44,-593,False,False
1471,1629,1258,1404,-593,False,False
1471,1629,300,44,-593,False,False
1471,1629,2338,476,-593,False,False
1471,1629,2039,2240,-593,True,False
1471,1629,308,582,-593,False,False
1471,1629,2187,1795,-593,False,False
1471,1629,1418,1576,-593,False,False
1471,1629,1683,1889,-593,False,False
1471,1629,492,737,-593,False,False
1471,1629,1700,1901,-593,True,False
1471,1629,1576,1795,-593,False,False
1471,1629,2001,1404,-593,True,False
1471,1629,1924,1404,-593,False,False
1471,1629,1581,1791,-593,False,False
1203,1349,738,944,-586,False,False
1203,1349,2348,2424,-586,False,False
1203,1349,1284,1432,-586,False,False
1203,1349,189,44,-586,False,False
1203,1349,1258,1404,-586,False,False
1203,1349,300,44,-586,False,False
1203,1349,2039,2240,-586,True,False
1203,1349,1257,1403,-586,False,False
1203,1349,2187,1795,-586,False,False
1203,1349,1011,1208,-586,False,False
1203,1349,1418,1576,-586,False,False
1203,1349,1683,1889,-586,False,False
1203,1349,492,737,-586,False,False
1203,1349,1700,1901,-586,True,False
1203,1349,1576,1795,-586,False,False
1203,1349,2001,1404,-586,True,False
1203,1349,1924,1404,-586,False,False
1203,1349,1581,1791,-586,False,False
1203,1349,1471,1629,-586,False,False
863,132,738,944,-550,False,False
863,132,230,494,-550,False,False
863,132,1484,1631,-550,False,False
863,132,209,136,-550,False,False
863,132,2295,476,-550,False,False
863,132,1661,1631,-550,False,False
863,132,1232,1380,-550,False,False
863,132,2348,2424,-550,False,False
863,132,1284,1432,-550,False,False
863,132,1175,1320,-550,False,False
863,132,189,44,-550,False,False
863,132,300,44,-550,False,False
863,132,2338,476,-550,False,False
863,132,2039,2240,-550,True,False
863,132,1257,1403,-550,False,False
863,132,308,582,-550,False,False
863,132,2187,1795,-550,False,False
863,132,957,1142,-550,False,False
863,132,422,50,-550,False,False
863,132,937,872,-550,False,False
863,132,1011,1208,-550,False,False
863,132,1418,1576,-550,False,False
863,132,1683,1889,-550,False,False
863,132,1626,1852,-550,False,False
863,132,2009,2108,-550,False,False
863,132,1721,1926,-550,False,False
863,132,492,737,-550,False,False
863,132,1700,1901,-550,True,False
863,132,1576,1795,-550,False,False
863,132,1129,1274,-550,False,False
863,132,470,719,-550,False,False
863,132,2001,1404,-550,True,False
863,132,1924,1404,-550,False,False
863,132,1971,588,-550,False,False
863,132,1973,588,-550,False,False
863,132,993,872,-550,False,False
863,132,1581,1791,-550,False,False
863,132,1471,1629,-550,False,False
863,132,1993,2099,-550,False,False
863,132,632,864,-550,False,False
863,132,1979,588,-550,False,False
863,132,231,540,-550,False,False
863,132,1203,1349,-550,False,False
863,132,1294,1445,-550,False,False
863,132,1989,2096,-550,False,False
424,548,738,944,-550,False,False
424,548,230,494,-550,False,False
424,548,1484,1631,-550,False,False
424,548,209,136,-550,False,False
424,548,1375,1531,-550,False,False
424,548,2295,476,-550,False,False
424,548,1661,1631,-550,False,False
424,548,1232,1380,-550,False,False
424,548,2348,2424,-550,False,False
424,548,1284,1432,-550,False,False
424,548,189,44,-550,False,False
424,548,300,44,-550,False,False
424,548,2338,476,-550,False,False
424,548,2039,2240,-550,True,False
424,548,1257,1403,-550,False,False
424,548,308,582,-550,False,False
424,548,2187,1795,-550,False,False
424,548,1011,1208,-550,False,False
424,548,1418,1576,-550,False,False
424,548,1683,1889,-550,False,False
424,548,1626,1852,-550,False,False
424,548,1721,1926,-550,False,False
424,548,492,737,-550,False,False
424,548,1700,1901,-550,True,False
424,548,1576,1795,-550,False,False
424,548,2001,1404,-550,True,False
424,548,1924,1404,-550,False,False
424,548,1971,588,-550,False,False
424,548,1973,588,-550,False,False
424,548,1581,1791,-550,False,False
424,548,1471,1629,-550,False,False
424,548,863,132,-550,False,False
424,548,1979,588,-550,False,False
424,548,1203,1349,-550,False,False
424,548,1294,1445,-550,False,False
424,548,775,492,-550,False,False
423,6,738,944,-500,False,False
423,6,1484,1631,-500,False,False
423,6,209,136,-500,False,False
423,6,2295,476,-500,False,False
423,6,1661,1631,-500,False,False
423,6,2348,2424,-500,False,False
423,6,1284,1432,-500,False,False
423,6,1175,1320,-500,False,False
423,6,2338,476,-500,False,False
423,6,2039,2240,-500,True,False
423,6,1257,1403,-500,False,False
423,6,2187,1795,-500,False,False
423,6,957,1142,-500,False,False
423,6,422,50,-500,False,False
423,6,937,872,-500,False,False
423,6,1418,1576,-500,False,False
423,6,1683,1889,-500,False,False
423,6,1626,1852,-500,False,False
423,6,1721,1926,-500,False,False
423,6,492,737,-500,False,False
423,6,1700,1901,-500,True,False
423,6,1576,1795,-500,False,False
423,6,2001,1404,-500,True,False
423,6,1924,1404,-500,False,False
423,6,993,872,-500,False,False
423,6,1581,1791,-500,False,False
423,6,1471,1629,-500,False,False
423,6,863,132,-500,False,False
423,6,1993,2099,-500,False,False
423,6,632,864,-500,False,False
423,6,1979,588,-500,False,False
423,6,231,540,-500,False,False
423,6,1203,1349,-500,False,False
423,6,1989,2096,-500,False,False
423,6,424,548,-500,False,False
1263,1411,738,944,-500,False,False
1263,1411,209,136,-500,False,False
1263,1411,492,737,-500,False,False
1263,1411,863,132,-500,False,False
1263,1411,424,548,-500,False,False
201,6,738,944,-500,False,False
201,6,1484,1631,-500,False,False
201,6,209,136,-500,False,False
201,6,2295,476,-500,False,False
201,6,1661,1631,-500,False,False
201,6,2348,2424,-500,False,False
201,6,1284,1432,-500,False,False
201,6,1175,1320,-500,False,False
201,6,2338,476,-500,False,False
201,6,2039,2240,-500,True,False
201,6,1257,1403,-500,False,False
201,6,2187,1795,-500,False,False
201,6,957,1142,-500,False,False
201,6,422,50,-500,False,False
201,6,937,872,-500,False,False
201,6,1418,1576,-500,False,False
201,6,1683,1889,-500,False,False
201,6,1626,1852,-500,False,False
201,6,1721,1926,-500,False,False
201,6,492,737,-500,False,False
201,6,1700,1901,-500,True,False
201,6,1576,1795,-500,False,False
201,6,2001,1404,-500,True,False
201,6,1924,1404,-500,False,False
201,6,993,872,-500,False,False
201,6,1581,1791,-500,False,False
201,6,1471,1629,-500,False,False
201,6,863,132,-500,False,False
201,6,1993,2099,-500,False,False
201,6,632,864,-500,False,False
201,6,1979,588,-500,False,False
201,6,231,540,-500,False,False
201,6,1203,1349,-500,False,False
201,6,1989,2096,-500,False,False
201,6,424,548,-500,False,False
201,6,361,588,-500,False,False
982,1138,738,944,-499,False,False
982,1138,1284,1432,-499,False,False
982,1138,2039,2240,-499,True,False
982,1138,1418,1576,-499,False,False
982,1138,1683,1889,-499,False,False
982,1138,492,737,-499,False,False
982,1138,1576,1795,-499,False,False
982,1138,1581,1791,-499,False,False
982,1138,863,132,-499,False,False
982,1138,1203,1349,-499,False,False
982,1138,423,6,-499,False,False
982,1138,201,6,-499,False,False
982,1138,424,548,-499,False,False
2190,44,738,944,-400,False,False
2190,44,1284,1432,-400,False,False
2190,44,1175,1320,-400,False,False
2190,44,2039,2240,-400,True,False
2190,44,1418,1576,-400,False,False
2190,44,1683,1889,-400,False,False
2190,44,492,737,-400,False,False
2190,44,1576,1795,-400,False,False
2190,44,1924,1404,-400,False,False
2190,44,1581,1791,-400,False,False
2190,44,1471,1629,-400,False,False
2190,44,863,132,-400,False,False
2190,44,1203,1349,-400,False,False
2190,44,423,6,-400,False,False
2190,44,201,6,-400,False,False
2190,44,424,548,-400,False,False
2190,44,982,1138,-400,False,False
970,132,738,944,-323,False,False
970,132,1484,1631,-323,False,False
970,132,209,136,-323,False,False
970,132,1661,1631,-323,False,False
970,132,1232,1380,-323,False,False
970,132,1175,1320,-323,False,False
970,132,2338,476,-323,False,False
970,132,2039,2240,-323,True,False
970,132,957,1142,-323,False,False
970,132,422,50,-323,False,False
970,132,937,872,-323,False,False
970,132,1418,1576,-323,False,False
970,132,2009,2108,-323,False,False
970,132,1721,1926,-323,False,False
970,132,492,737,-323,False,False
970,132,1576,1795,-323,False,False
970,132,1129,1274,-323,False,False
970,132,1924,1404,-323,False,False
970,132,993,872,-323,False,False
970,132,1581,1791,-323,False,False
970,132,1471,1629,-323,False,False
970,132,1993,2099,-323,False,False
970,132,231,540,-323,False,False
970,132,1203,1349,-323,False,False
970,132,1989,2096,-323,False,False
970,132,423,6,-323,False,False
970,132,201,6,-323,False,False
970,132,361,588,-323,False,False
970,132,982,1138,-323,False,False
970,132,816,992,-323,False,False
970,132,882,1040,-323,False,False
970,132,2190,44,-323,False,False
1133,1287,738,944,-305,False,False
1133,1287,209,136,-305,False,False
1133,1287,1232,1380,-305,False,False
1133,1287,492,737,-305,False,False
1133,1287,1581,1791,-305,False,False
1133,1287,863,132,-305,False,False
1133,1287,1203,1349,-305,False,False
1133,1287,423,6,-305,False,False
1133,1287,201,6,-305,False,False
1133,1287,970,132,-305,False,False
1396,1551,738,944,-304,False,False
1396,1551,209,136,-304,False,False
1396,1551,1232,1380,-304,False,False
1396,1551,492,737,-304,False,False
1396,1551,1581,1791,-304,False,False
1396,1551,863,132,-304,False,False
1396,1551,1203,1349,-304,False,False
1396,1551,423,6,-304,False,False
1396,1551,201,6,-304,False,False
1396,1551,970,132,-304,False,False
1396,1551,1133,1287,-304,False,False
1404,1560,738,944,-300,False,False
1404,1560,1175,1320,-300,False,False
1404,1560,2039,2240,-300,True,False
1404,1560,1418,1576,-300,False,False
1404,1560,492,737,-300,False,False
1404,1560,1576,1795,-300,False,False
1404,1560,1924,1404,-300,False,False
1404,1560,1581,1791,-300,False,False
1404,1560,1471,1629,-300,False,False
1404,1560,863,132,-300,False,False
1404,1560,1203,1349,-300,False,False
1404,1560,423,6,-300,False,False
1404,1560,201,6,-300,False,False
1404,1560,982,1138,-300,False,False
1404,1560,2190,44,-300,False,False
1404,1560,970,132,-300,False,False
1404,1560,1396,1551,-300,False,False
1191,1335,738,944,-300,False,False
1191,1335,492,737,-300,False,False
1191,1335,863,132,-300,False,False
1191,1335,1203,1349,-300,False,False
1191,1335,423,6,-300,False,False
1191,1335,201,6,-300,False,False
1191,1335,970,132,-300,False,False
1191,1335,1133,1287,-300,False,False
1191,1335,1396,1551,-300,False,False
1582,132,738,944,-300,False,False
1582,132,1484,1631,-300,False,False
1582,132,209,136,-300,False,False
1582,132,1661,1631,-300,False,False
1582,132,1232,1380,-300,False,False
1582,132,1175,1320,-300,False,False
1582,132,2338,476,-300,False,False
1582,132,2039,2240,-300,True,False
1582,132,957,1142,-300,False,False
1582,132,422,50,-300,False,False
1582,132,937,872,-300,False,False
1582,132,1418,1576,-300,False,False
1582,132,2009,2108,-300,False,False
1582,132,1721,1926,-300,False,False
1582,132,492,737,-300,False,False
1582,132,1576,1795,-300,False,False
1582,132,1129,1274,-300,False,False
1582,132,1924,1404,-300,False,False
1582,132,993,872,-300,False,False
1582,132,1581,1791,-300,False,False
1582,132,1471,1629,-300,False,False
1582,132,1993,2099,-300,False,False
1582,132,231,540,-300,False,False
1582,132,1203,1349,-300,False,False
1582,132,1989,2096,-300,False,False
1582,132,423,6,-300,False,False
1582,132,201,6,-300,False,False
1582,132,361,588,-300,False,False
1582,132,982,1138,-300,False,False
1582,132,816,992,-300,False,False
1582,132,882,1040,-300,False,False
1582,132,2190,44,-300,False,False
1582,132,1133,1287,-300,False,False
1582,132,1396,1551,-300,False,False
1582,132,1404,1560,-300,False,False
1582,132,1191,1335,-300,False,False
1253,1399,738,944,-200,False,False
1253,1399,2039,2240,-200,True,False
1253,1399,1418,1576,-200,False,False
1253,1399,492,737,-200,False,False
1253,1399,1576,1795,-200,False,False
1253,1399,1581,1791,-200,False,False
1253,1399,1471,1629,-200,False,False
1253,1399,863,132,-200,False,False
1253,1399,1203,1349,-200,False,False
1253,1399,423,6,-200,False,False
1253,1399,201,6,-200,False,False
1253,1399,2190,44,-200,False,False
1253,1399,970,132,-200,False,False
1253,1399,1133,1287,-200,False,False
1253,1399,1396,1551,-200,False,False
1253,1399,1404,1560,-200,False,False
1253,1399,1582,132,-200,False,False
1253,1399,848,485,-200,False,False
1253,1399,2081,2267,-200,False,False
848,485,738,944,-200,False,False
848,485,2039,2240,-200,True,False
848,485,1418,1576,-200,False,False
848,485,492,737,-200,False,False
848,485,1576,1795,-200,False,False
848,485,1581,1791,-200,False,False
848,485,1471,1629,-200,False,False
848,485,863,132,-200,False,False
848,485,1203,1349,-200,False,False
848,485,423,6,-200,False,False
848,485,201,6,-200,False,False
848,485,982,1138,-200,False,False
848,485,2190,44,-200,False,False
848,485,970,132,-200,False,False
848,485,1404,1560,-200,False,False
848,485,1582,132,-200,False,False
456,485,738,944,-165,False,False
456,485,2039,2240,-165,True,False
456,485,492,737,-165,False,False
456,485,1576,1795,-165,False,False
456,485,1581,1791,-165,False,False
456,485,1471,1629,-165,False,False
456,485,863,132,-165,False,False
456,485,1203,1349,-165,False,False
456,485,423,6,-165,False,False
456,485,201,6,-165,False,False
456,485,982,1138,-165,False,False
456,485,2190,44,-165,False,False
456,485,970,132,-165,False,False
456,485,1404,1560,-165,False,False
456,485,1582,132,-165,False,False
456,485,2081,2267,-165,False,False
456,485,1253,1399,-165,False,False
2208,44,738,944,-160,False,True
2208,44,2039,2240,-160,True,True
2208,44,492,737,-160,False,True
2208,44,1576,1795,-160,False,True
2208,44,1581,1791,-160,False,True
2208,44,1471,1629,-160,False,True
2208,44,863,132,-160,False,True
2208,44,1203,1349,-160,False,True
2208,44,423,6,-160,False,True
2208,44,201,6,-160,False,True
2208,44,982,1138,-160,False,True
2208,44,970,132,-160,False,True
2208,44,1404,1560,-160,False,True
2208,44,1582,132,-160,False,True
2208,44,848,485,-160,False,True
2208,44,2081,2267,-160,False,True
2208,44,1253,1399,-160,False,True
2208,44,456,485,-160,False,True
900,485,738,944,-150,False,False
900,485,2039,2240,-150,True,False
900,485,492,737,-150,False,False
900,485,1576,1795,-150,False,False
900,485,1581,1791,-150,False,False
900,485,1471,1629,-150,False,False
900,485,863,132,-150,False,False
900,485,1203,1349,-150,False,False
900,485,423,6,-150,False,False
900,485,201,6,-150,False,False
900,485,982,1138,-150,False,False
900,485,2190,44,-150,False,False
900,485,970,132,-150,False,False
900,485,1404,1560,-150,False,False
900,485,1582,132,-150,False,False
900,485,2081,2267,-150,False,False
900,485,1253,1399,-150,False,False
900,485,2208,44,-150,True,False
176,486,738,944,-150,False,False
176,486,2039,2240,-150,True,False
176,486,492,737,-150,False,False
176,486,1576,1795,-150,False,False
176,486,1581,1791,-150,False,False
176,486,1471,1629,-150,False,False
176,486,863,132,-150,False,False
176,486,1203,1349,-150,False,False
176,486,423,6,-150,False,False
176,486,201,6,-150,False,False
176,486,2190,44,-150,False,False
176,486,970,132,-150,False,False
176,486,1404,1560,-150,False,False
176,486,1582,132,-150,False,False
176,486,848,485,-150,False,False
176,486,2081,2267,-150,False,False
176,486,1253,1399,-150,False,False
176,486,456,485,-150,False,False
176,486,900,485,-150,False,False
176,486,1546,1753,-150,False,False
176,486,2181,1438,-150,False,False
176,486,2208,44,-150,True,False
534,132,738,944,-42,False,False
534,132,1484,1631,-42,False,False
534,132,209,136,-42,False,False
534,132,1232,1380,-42,False,False
534,132,2338,476,-42,False,False
534,132,2039,2240,-42,True,False
534,132,422,50,-42,False,False
534,132,937,872,-42,False,False
534,132,2009,2108,-42,False,False
534,132,1721,1926,-42,False,False
534,132,492,737,-42,False,False
534,132,1129,1274,-42,False,False
534,132,993,872,-42,False,False
534,132,1581,1791,-42,False,False
534,132,1993,2099,-42,False,False
534,132,1203,1349,-42,False,False
534,132,1989,2096,-42,False,False
534,132,423,6,-42,False,False
534,132,201,6,-42,False,False
534,132,982,1138,-42,False,False
534,132,816,992,-42,False,False
534,132,882,1040,-42,False,False
534,132,2190,44,-42,False,False
534,132,1133,1287,-42,False,False
534,132,1396,1551,-42,False,False
534,132,1404,1560,-42,False,False
534,132,1191,1335,-42,False,False
534,132,848,485,-42,False,False
534,132,2081,2267,-42,False,False
534,132,1253,1399,-42,False,False
534,132,456,485,-42,False,False
534,132,900,485,-42,False,False
534,132,1546,1753,-42,False,False
534,132,2181,1438,-42,False,False
534,132,2208,44,-42,True,False
534,132,176,486,-42,False,False
534,132,1290,1440,-42,False,False
534,132,1004,1158,-42,False,False
534,132,922,992,-42,False,False
534,132,810,992,-42,True,False
534,132,2177,2260,-42,False,False
534,132,809,992,-42,False,False
940,132,738,944,-31,False,False
940,132,1484,1631,-31,False,False
940,132,209,136,-31,False,False
940,132,1232,1380,-31,False,False
940,132,2338,476,-31,False,False
940,132,2039,2240,-31,True,False
940,132,422,50,-31,False,False
940,132,937,872,-31,False,False
940,132,2009,2108,-31,False,False
940,132,1721,1926,-31,False,False
940,132,492,737,-31,False,False
940,132,1129,1274,-31,False,False
940,132,993,872,-31,False,False
940,132,1581,1791,-31,False,False
940,132,1993,2099,-31,False,False
940,132,1203,1349,-31,False,False
940,132,1989,2096,-31,False,False
940,132,423,6,-31,False,False
940,132,201,6,-31,False,False
940,132,982,1138,-31,False,False
940,132,816,992,-31,False,False
940,132,882,1040,-31,False,False
940,132,2190,44,-31,False,False
940,132,1133,1287,-31,False,False
940,132,1396,1551,-31,False,False
940,132,1404,1560,-31,False,False
940,132,1191,1335,-31,False,False
940,132,848,485,-31,False,False
940,132,2081,2267,-31,False,False
940,132,1253,1399,-31,False,False
940,132,456,485,-31,False,False
940,132,900,485,-31,False,False
940,132,1546,1753,-31,False,False
940,132,2181,1438,-31,False,False
940,132,2208,44,-31,True,False
940,132,176,486,-31,False,False
940,132,1290,1440,-31,False,False
940,132,1004,1158,-31,False,False
940,132,922,992,-31,False,False
940,132,810,992,-31,True,False
940,132,2177,2260,-31,False,False
940,132,809,992,-31,False,False
927,485,738,944,0,False,False
927,485,2039,2240,0,True,False
927,485,492,737,0,False,False
927,485,1581,1791,0,False,False
927,485,863,132,0,False,False
927,485,1203,1349,0,False,False
927,485,423,6,0,False,False
927,485,201,6,0,False,False
927,485,982,1138,0,False,False
927,485,2190,44,0,False,False
927,485,970,132,0,False,False
927,485,1404,1560,0,False,False
927,485,1582,132,0,False,False
927,485,2081,2267,0,False,False
927,485,1253,1399,0,False,False
927,485,2181,1438,0,False,False
927,485,2208,44,0,True,False
927,485,176,486,0,False,False
927,485,1290,1440,0,False,False
927,485,2177,2260,0,False,False
927,485,940,132,0,False,False
927,485,534,132,0,False,False
927,485,2071,2248,0,False,False
1108,1254,738,944,0,False,True
1108,1254,1232,1380,0,False,True
1108,1254,2039,2240,0,True,True
1108,1254,492,737,0,False,True
1108,1254,1581,1791,0,False,True
1108,1254,863,132,0,False,True
1108,1254,1203,1349,0,False,True
1108,1254,423,6,0,False,True
1108,1254,201,6,0,False,True
1108,1254,982,1138,0,False,True
1108,1254,2190,44,0,False,True
1108,1254,970,132,0,False,True
1108,1254,1133,1287,0,False,True
1108,1254,1404,1560,0,False,True
1108,1254,1191,1335,0,False,True
1108,1254,1582,132,0,False,True
1108,1254,848,485,0,False,True
1108,1254,2081,2267,0,False,True
1108,1254,1253,1399,0,False,True
1108,1254,456,485,0,False,True
1108,1254,900,485,0,False,True
1108,1254,2181,1438,0,False,True
1108,1254,2208,44,0,True,True
1108,1254,176,486,0,False,True
1108,1254,1290,1440,0,False,True
1108,1254,2177,2260,0,False,True
1108,1254,940,132,0,False,True
1108,1254,534,132,0,False,True
1108,1254,2071,2248,0,False,True
1108,1254,927,485,0,False,True
1589,1800,738,944,2,False,True
1589,1800,1484,1631,2,False,True
1589,1800,2338,476,2,False,True
