entry_id,year_from,year_to,poll,entry_name,dim0,dim1,dim2,dim3,dim4,dim5,dim6
200,1650.0,1850.0,Religious Group (v5),Nechung Cult,0.022712357572322896,0.25061168022467106,0.008945627587820446,0.15540644626321562,3.45669761913423e-07,5.582656288778972e-78,0.5623235426822081
201,-500.0,500.0,Religious Group (v5),Mediterranean,0.20334234954739444,1.4546276378818035e-12,0.04468641148137728,1.4042750535809128e-05,0.25570233008006843,0.49625486613834374,8.257692234138473e-13
202,-1046.0,-771.0,Religious Group (v5),Early Zhou Religion,0.122481305621281,0.15664688217229464,0.15664688217215902,0.1566468821716847,0.15399543844332717,0.09693572724708356,0.15664688217217
203,-790.0,-223.0,Religious Group (v5),Pre-imperial Chu Religion,0.11774534238048473,0.11632650223564066,0.18373416644306442,0.19724068115526588,0.152424781243631,0.035287845385861986,0.19724068115605128
204,-206.0,220.0,Religious Group (v5),Han Confucianism,0.22550714496208304,0.002807364487572388,0.028248243457590992,0.5601847941080721,0.1832520229748126,1.6497100911514624e-14,4.300098522131282e-07
209,-2000.0,-30.0,Religious Group (v5),Ancient Egypt,0.16082305358738683,0.15277881366859403,0.1665658533832681,0.1603870465592636,0.12661717708492157,0.06626220233335818,0.16656585338320767
211,-1350.0,-1320.0,Religious Group (v5),Amarna Religion,4.735940078053176e-24,5.12976672692252e-24,0.07366044725882487,7.722591463551538e-13,0.9263395527404029,1.713778394894524e-26,4.366992926730706e-36
212,-481.0,-206.0,Religious Group (v5),Warring States (China) Religion,2.0480155175549093e-33,7.172093209191616e-100,2.4112462820636915e-43,1.7748917035455961e-56,0.002974452400144041,0.997025547599856,1.1524339023600328e-128
217,-202.0,-44.0,Religious Group (v5),Roman private religion,7.790584250025548e-30,1.1441381589415979e-85,1.8764989715367904e-28,4.9142538514556595e-42,1.0,1.6530704336716594e-22,1.9260262029579765e-103
224,600.0,1100.0,Religious Group (v5),Old Norse Fornsed,5.500280115938716e-37,9.383378328201422e-146,3.9722446377997994e-79,5.85627417641572e-92,3.730622360755622e-07,0.999999626937764,2.3469236391138154e-165
227,1980.0,2000.0,Religious Group (v5),Hindu Goddess Worship in Northwest India—Modern Period,0.3488911758332731,0.6161916069579244,0.03491052253754653,7.694150746922041e-22,6.694671255964974e-06,3.4725089562659674e-97,3.8882011812177327e-22
228,1600.0,1900.0,Religious Group (v5),Late Chosŏn Korea,0.05136944753839248,3.2240430837706e-14,0.0002542224673658832,1.6444213123109202e-11,0.9483763299776531,1.1197446100570637e-13,1.0698120063997556e-36
230,-3300.0,-539.0,Religious Group (v5),Religion in Mesopotamia,5.89651410709559e-26,7.595486579713103e-50,1.0005324202516101e-14,1.714071681954481e-14,0.9999999999999728,9.631062766738962e-25,9.480868070111204e-65
231,-600.0,-202.0,Religious Group (v5),Roman private religion,7.790584250025548e-30,1.1441381589415979e-85,1.8764989715367904e-28,4.9142538514556595e-42,1.0,1.6530704336716594e-22,1.9260262029579765e-103
240,775.0,960.0,Religious Group (v5),Late Medieval Chinese State Religion,0.0601001456986948,0.1355274958265136,0.2447660880951945,0.1992268831391029,0.03316561825092342,2.9233176597305903e-06,0.327210845671911
245,-450.0,-221.0,Religious Group (v5),Warring States Confucian Thought,0.16082305358738683,0.15277881366859403,0.1665658533832681,0.1603870465592636,0.12661717708492157,0.06626220233335818,0.16656585338320767
249,1990.0,2013.0,Religious Group (v5),Tyva Republic (Animism-Totemism-Shamanism),0.16082305358738683,0.15277881366859403,0.1665658533832681,0.1603870465592636,0.12661717708492157,0.06626220233335818,0.16656585338320767
250,960.0,1279.0,Religious Group (v5),"Tiantai Buddhism (Song Dynasty, Liangzhe Circuit)",0.12341209718452349,0.11582638307865975,0.19945346677011028,0.2061728505484334,0.12578066857696218,0.015239008099674293,0.2141155257416367
255,-200.0,500.0,Religious Group (v5),Talismanic Religion,0.12055709438703731,0.20269468754274755,0.020512808486582344,0.28491228741380187,0.002883085505097297,8.981633887099065e-30,0.3684400366647336
256,-10.0,-1.0,Religious Group (v5),Etruscan Religion,0.11742839887167489,0.21184568780000654,0.20767694472326087,0.19779415717421447,0.05558396346676529,4.570480073659622e-25,0.209670847964078
263,2000.0,2015.0,Religious Group (v5),Irish Catholicism,0.03067140221624556,0.8394077630102421,0.004726169080600194,0.12519463167151976,3.3953231912606086e-08,8.338786320359686e-101,6.81604344722978e-11
284,-3500.0,2015.0,Religious Group (v5),Yolngu religion,8.115685059900277e-31,1.4275753731613835e-105,4.5218724682983944e-49,3.278878219985029e-44,0.9999999999304537,6.954621981401619e-11,2.5425631844970953e-122
287,100.0,400.0,Religious Group (v5),Mithraism,0.11024310815445615,0.12707934782672062,0.6591528441174691,0.10016151284019534,0.003354768532120752,1.0850768744050177e-49,8.418529038009174e-06
299,-1250.0,-1046.0,Religious Group (v5),Shang State Religion,0.10374404850756827,0.16609763434963531,0.16609763434948008,0.16609763434842167,0.158034094820788,0.07553650268302217,0.1643924509410845
300,-1200.0,-515.0,Religious Group (v5),Israelite Religion,6.154382436388911e-25,5.508671528895223e-24,0.9999901417085877,5.569205375819023e-14,9.85829135661382e-06,7.35748095199833e-88,2.9905275511288573e-24
308,-900.0,-501.0,Religious Group (v5),Neo-Assyrian Scholars,0.19303959959535993,0.15106073922872956,0.06345039714439464,0.43906502199931424,0.0001860722615153225,1.2233786374526663e-64,0.15319816977068612
325,-193.0,-168.0,Religious Group (v5),Religion at Mawangdui,0.18420334390808127,0.19985848445526327,0.19703338367863785,0.16219082633184784,0.04448680417985454,1.6910516495336407e-12,0.21222715744462414
342,50.0,150.0,Religious Group (v5),Jesus Associations and the Synoptic Gospels,0.264014388429056,0.7349868725904167,0.0007525733543676126,1.2874073322557074e-11,0.00024616561328563675,3.0408359211291773e-40,3.9582965678369323e-22
354,-330.0,-125.0,Religious Group (v5),Priests and Scholars of Hellenistic Uruk,0.1019117905031043,0.05116732087066456,0.3166616497801851,0.29401786616224107,0.19651179789468234,2.212558829509053e-14,0.039729574789100615
355,50.0,60.0,Religious Group (v5),Paul the Apostle,0.017437365660129583,0.25563777145558453,0.008996047807264724,0.10882914104578477,2.6103696592522336e-08,1.673720633259741e-90,0.6090996479275398
358,1500.0,1700.0,Religious Group (v5),16th-17th c. Gauḍīya Vaiṣṇava Tradition,0.007898405497800891,0.227349156561952,0.058824722662781534,0.037072303392259136,1.7919503623827633e-07,3.131427894228825e-77,0.6688552326901702
361,-500.0,-300.0,Religious Group (v5),Classical Greek Religion,4.1039002803717315e-38,4.383900308454654e-124,7.532190228327485e-68,1.144920957965181e-71,3.0193226533256065e-05,0.9999698067734667,1.0210284894410275e-163
374,800.0,1600.0,Religious Group (v5),Non-dual Śaiva Tantra,0.05947754379943416,0.12195177443044297,0.24012357340307988,0.2157328715895298,0.04167940803227759,3.0239709812591872e-05,0.3210045890354232
381,1469.0,1606.0,Religious Group (v5),Sikhism: Guru Nanak to Guru Arjan,0.9999999963071708,7.251326615582015e-22,5.7662763114394395e-24,4.124579040822943e-32,3.6928291760725783e-09,2.2322629838909492e-88,1.5468959533169778e-22
383,1200.0,1700.0,Religious Group (v5),Varkaris,0.9837377401637112,4.074758529620514e-58,5.487580249863426e-37,2.2556193037999116e-25,0.01626225983628873,4.3974593773724555e-49,2.750654022133633e-60
387,1889.0,2016.0,Religious Group (v5),Ahmadi; Ahmadiyya Muslim Jama'at; Ahmadiya,0.04601690933827049,0.7477213811601552,1.4382978598903832e-11,0.206259943517059,1.765970123041643e-06,1.7126291038017673e-88,9.405988914454017e-15
389,1840.0,1970.0,Religious Group (v5),Iban traditional religion,2.62873970778485e-26,5.543883131229337e-35,2.539528148105752e-11,3.499641842921262e-25,0.848820479456389,0.1511795205182157,5.4154349431795626e-36
390,1610.0,2016.0,Religious Group (v5),Dasara,1.58889792541942e-17,3.4042619983288756e-83,3.916599581692714e-60,2.5586541473971383e-31,0.9999999999975187,2.481267197531058e-12,6.031419471736572e-117
392,1606.0,1708.0,Religious Group (v5),Sikhism: Guru Hargobind to Guru Gobind Singh,0.9999999299435098,6.517278170013317e-23,3.435181960558142e-24,1.6820313381672958e-32,7.005649007890557e-08,1.3117570854656256e-87,5.491020917230742e-24
395,1966.0,2016.0,Religious Group (v5),International Society for Krishna Consciousness (ISKCON),0.0808614109487015,0.26209517059770554,0.020239191776299632,0.6143752569663851,7.825721691690445e-06,1.6021016310999843e-56,0.02242114398921664
400,1980.0,2015.0,Religious Group (v5),Singaporean Mega-Churches,0.05293094208741242,1.1689663185263963e-13,6.784804761389634e-14,0.9457722878252874,0.0012967700871153935,1.530565689651689e-63,5.46779603592494e-38
406,142.0,2014.0,Religious Group (v5),Daoism,0.058080032751631046,0.19680018906468374,0.022826595771373793,0.251210388628957,0.0007932405944032136,4.239684113590318e-42,0.4702895531889512
415,1970.0,2015.0,Religious Group (v5),Shaiva World Renouncers,0.012409859357816848,0.2164179227201477,0.009592548782493254,0.08366984476952505,1.2919012437716455e-08,1.288386857226812e-91,0.6779098114510048
416,1800.0,1918.0,Religious Group (v5),Edinoverie,0.04650130891297233,3.099527415596834e-13,0.0003786296202389799,0.9531052237202365,1.4837746242150666e-05,4.115360744814452e-77,3.559367330026884e-23
419,1970.0,2016.0,Religious Group (v5),The Worship of Jagannath in Puri (Odisha),0.012409859357816848,0.2164179227201477,0.009592548782493254,0.08366984476952505,1.2919012437716455e-08,1.288386857226812e-91,0.6779098114510048
420,1800.0,2017.0,Religious Group (v5),Swaminarayan Sampraday,0.02661618775233414,0.2148059095529678,0.015664311149096267,0.11672349243003577,3.2163017426608513e-07,1.0717056915314255e-90,0.6261897774853918
422,-1500.0,396.0,Religious Group (v5),Demeter Cult,0.04933537296806131,1.1892465771152333e-13,7.882814468796985e-13,0.25540069472810306,0.6952639323029279,5.023886538646756e-16,4.1652153757154165e-28
423,-500.0,500.0,Religious Group (v5),Mediterranean,0.6673463760385827,4.773921835685364e-12,0.029361441608174596,4.608670402662912e-05,0.2418101819658671,0.06143591367586503,2.7100803148764837e-12
424,-550.0,-330.0,Religious Group (v5),Achaemenid Religion,0.030856180617879293,1.4717730596383018e-26,4.457685570525525e-16,1.4391042613612496e-21,0.9691438193821204,3.516890518152584e-47,4.875976241606312e-64
435,1206.0,1368.0,Religious Group (v5),Mongol Religion,3.5324161108478977e-25,7.134758786602272e-35,8.059856865105659e-22,3.257894939847149e-14,0.9988870156472928,0.0011129843526746766,6.135998488974832e-45
439,800.0,1500.0,Religious Group (v5),Śaiva Magic,4.079989577639165e-31,2.240892920185561e-95,3.424136039621229e-48,3.0228813717031203e-29,0.9999999999998067,1.9325851224415527e-13,8.625672348208045e-93
439,800.0,1500.0,Religious Group (v5),Śaiva Magic,2.807204560992797e-28,4.1676262047284026e-72,2.54135513862967e-36,1.8208193345680011e-16,0.9999999999999993,5.055731755159846e-16,9.17202837676486e-79
439,800.0,1500.0,Religious Group (v5),Śaiva Magic,3.6459610551105314e-30,2.0424485616611437e-83,1.3323589117806728e-36,3.331312378163705e-28,0.999999999999986,1.3956021401972376e-14,6.731766444516794e-81
439,800.0,1500.0,Religious Group (v5),Śaiva Magic,3.1413844465233426e-29,4.572552881606796e-84,6.53123241997157e-48,1.6522379839796092e-17,0.999999999999993,7.001015326401028e-15,1.175247421290038e-90
440,900.0,1200.0,Religious Group (v5),"Jain Digambara Tantra, Karnataka",0.021851065759366423,0.9739221461552934,0.004226756293947036,2.080029956394866e-12,3.1764678738539664e-08,4.675537576637232e-89,2.463443990122541e-11
441,1690.0,2017.0,Religious Group (v5),Worshipers of Śītalā,1.518475652598538e-16,1.4160279691245452e-70,1.0146849753886125e-56,1.102462540141257e-15,0.9999999999999987,4.259524209413476e-35,7.437486052408077e-86
441,1690.0,2017.0,Religious Group (v5),Worshipers of Śītalā,1.3416592435380346e-15,4.950780880623826e-70,5.14895948498477e-46,9.028971478344616e-15,0.9999999999999896,8.878098976067605e-36,3.5660774733509266e-75
442,311.0,427.0,Religious Group (v5),Donatism,0.08309700601595109,0.9161243932153739,0.0007775248412008898,3.1948945243643478e-12,1.0759242793744307e-06,1.0313565744383852e-54,5.803736444382593e-22
443,1634.0,2017.0,Religious Group (v5),Tyva (Buddhism),0.1593979234394863,0.22397743487333854,0.15259807914999013,0.20912121656657442,0.03466947701075717,1.7586422638035973e-25,0.22023586895985364
444,1920.0,2017.0,Religious Group (v5),Sursurunga,2.91496764098032e-05,5.032143984313163e-35,3.4942779042971965e-24,1.445577139532038e-15,0.11564820241769071,0.884322647905898,1.6401235708259975e-26
453,1985.0,2017.0,Religious Group (v5),Guangzhou (Buddhism),0.2314497231118128,0.25979450788375064,0.015267876214492115,0.23208245101853067,0.0033010893852541473,3.8930037700087596e-38,0.2581043523861596
455,1292.0,1558.0,Religious Group (v5),Lan Na Buddhism,0.9999997856677507,9.530768640594263e-24,7.623900910903105e-15,2.7511293140325902e-15,2.143322389222978e-07,7.504591254626503e-76,6.011163203347833e-34
456,-165.0,75.0,Religious Group (v5),The Essenes,0.059925187313676256,0.19441557115514416,0.02174263961574677,0.18400199131813658,3.3798435002818737e-05,1.3878170039954413e-56,0.5398808121622933
457,2013.0,2017.0,Religious Group (v5),Kananga - Pentacostal,0.1593979234394863,0.22397743487333854,0.15259807914999013,0.20912121656657442,0.03466947701075717,1.7586422638035973e-25,0.22023586895985364
458,1869.0,2017.0,Religious Group (v5),Tanna - Christian,0.1593979234394863,0.22397743487333854,0.15259807914999013,0.20912121656657442,0.03466947701075717,1.7586422638035973e-25,0.22023586895985364
459,-1100.0,2017.0,Religious Group (v5),Tanna - Kastom,0.1593979234394863,0.22397743487333854,0.15259807914999013,0.20912121656657442,0.03466947701075717,1.7586422638035973e-25,0.22023586895985364
465,2014.0,2016.0,Religious Group (v5),Mysore,0.15811077107034296,0.2002227398780985,0.13641376652414652,0.2002227398779637,0.10241062803971863,0.005741356041280288,0.1968779985684495
468,1870.0,2017.0,Religious Group (v5),Turkana,0.15811077107034296,0.2002227398780985,0.13641376652414652,0.2002227398779637,0.10241062803971863,0.005741356041280288,0.1968779985684495
470,-800.0,-500.0,Religious Group (v5),Archaic Spartan Cults,0.12333927597879284,8.973313056102285e-13,0.029054976121034987,0.7655001116294586,0.08210563626904463,1.0338661855507054e-17,7.715878712688907e-13
471,2015.0,2016.0,Religious Group (v5),Urban Northern Ireland,0.19120778172376543,0.21462428595162397,0.14622568471542435,0.20038845345501272,0.03432579798515777,2.293088382507838e-25,0.21322799616901575
472,1110.0,2017.0,Religious Group (v5),Karma Kagyu or Kamtsang Kagyu,1.5476381004864903e-25,7.060472991138167e-35,0.9992776570555162,2.368589084421335e-35,0.0007223429444838185,2.0603609937139388e-72,2.7886683059726003e-41
476,1000.0,2015.0,Religious Group (v5),Cham Bani,2.745874225473116e-13,3.715974991519994e-12,0.9999985036921105,2.1270784885359013e-12,1.4963017713424433e-06,3.123141123995115e-88,3.886901216462822e-16
478,-450.0,1.0,Religious Group (v5),Early Indian Buddhism,0.16082305358738683,0.15277881366859403,0.1665658533832681,0.1603870465592636,0.12661717708492157,0.06626220233335818,0.16656585338320767
479,-2900.0,-2300.0,Religious Group (v5),Mesopotamian city-state cults of the Early Dynastic periods,1.0721131881741225e-23,2.474775415063782e-34,0.5971994721045636,3.822500118524969e-17,0.4028005278954294,7.076721483560436e-15,8.87003489714362e-35
481,1780.0,2000.0,Religious Group (v5),Huichol,0.15623953598200022,0.17922302568602977,0.16270178732255858,0.19612929362449993,0.10140850279783718,0.0081685609602393,0.19612929362683518
483,2015.0,2016.0,Religious Group (v5),Northern Irish Roman Catholics,0.10045991433760129,0.038336862508709685,0.0009656156072855692,0.8602225855552678,1.5021986862963822e-05,1.0163282178508834e-66,4.272785754801802e-12
484,2015.0,2016.0,Religious Group (v5),Northern Irish Protestants,0.9999987819862387,1.5401616485607218e-23,6.585424775372674e-25,3.525618782192729e-21,1.2180137613479887e-06,3.19993455975688e-65,1.3441899998158022e-23
485,500.0,1500.0,Religious Group (v5),Sámi pre-Christian religion,0.023102639799080324,1.2188294888117331e-13,1.7897630774543537e-12,2.886450182755421e-06,0.651309367516021,0.32558510623280423,3.917493763978876e-24
486,1820.0,2017.0,Religious Group (v5),Church of Jesus Christ of Latter-day Saints (early),0.00479326596316286,0.23506707896521348,0.009516660844866087,0.024644935551975517,2.3957794441050854e-09,5.459813198854001e-103,0.7259780562790026
492,-800.0,380.0,Religious Group (v5),Roman Divination,4.9017136113952e-28,8.016760249869241e-73,7.364622401361415e-37,3.5740640504783165e-21,0.9999999999999996,4.61199052561652e-16,9.609077965684981e-90
493,1858.0,2017.0,Religious Group (v5),Krishna Worship in North India - Modern Period,0.12341209718452349,0.11582638307865975,0.19945346677011028,0.2061728505484334,0.12578066857696218,0.015239008099674293,0.2141155257416367
520,1600.0,2015.0,Religious Group (v5),Cham Ahiér,7.949844657238575e-25,1.0253040797615008e-34,0.9986158932512197,2.449157013447706e-13,0.0013841067485354079,2.2248480399418077e-75,5.400799154048196e-35
525,1951.0,2018.0,Religious Group (v5),Church of Jesus Christ of Latter-day Saints (modern),0.00479326596316286,0.23506707896521348,0.009516660844866087,0.024644935551975517,2.3957794441050854e-09,5.459813198854001e-103,0.7259780562790026
526,1900.0,2018.0,Religious Group (v5),Hmong Christianity,0.5351039846203801,0.45698906784031723,0.00790663857840534,6.029320842694074e-11,3.088827139455172e-07,5.761378446676148e-89,1.7890240454100015e-11
534,-42.0,518.0,Religious Group (v5),Roman Imperial Cult,0.9864392604207609,1.5406886028043966e-11,1.840128914971761e-12,2.1221552887579355e-10,0.008025925799506544,1.723079981771582e-41,0.00553481355027002
562,1017.0,1445.0,Religious Group (v6),Medieval Śrīvaiṣṇavism,0.012409859357816848,0.2164179227201477,0.009592548782493254,0.08366984476952505,1.2919012437716455e-08,1.288386857226812e-91,0.6779098114510048
563,1845.0,2018.0,Religious Group (v6),"Gaddi, a Hindu community of the Western Himalayas",0.0385005765615384,4.130937379094805e-36,1.3272005470467155e-24,0.6435013059433622,0.3179981174950995,4.020195940602916e-51,2.618602618921723e-37
564,1950.0,2018.0,Religious Group (v6),Tribal Christianity (and allied castes) in the Himalayas,0.038807177555028674,1.2401376286041572e-12,3.8615777904067624e-13,0.9611920356756665,7.867631639683264e-07,3.499684315080165e-88,4.514667206857135e-12
565,1925.0,1960.0,Religious Group (v5),Fellahin,0.13048724825468092,0.22516948889319477,0.22065728109299168,0.1689450649080483,0.011771950414678788,2.8033520321548135e-14,0.2429689664363776
570,1986.0,2018.0,Religious Group (v5),Supreme Master Ching Hai World Society,0.5178534483175757,0.46622861226317147,0.01590866785753097,1.2467415157440957e-11,9.271544238204655e-06,6.243138905245954e-66,5.016328362761053e-12
571,1855.0,1890.0,Religious Group (v5),Abkhaz,0.1706113352413729,0.1645884219242732,0.17591010175474342,0.17278476155430206,0.12429679117646905,0.012367406050615613,0.1794411822982237
572,1890.0,1930.0,Religious Group (v5),Trobrianders,0.190703551317003,0.3107720859053134,0.05187530550238228,7.599263058793842e-12,0.16377093899647363,0.2828781182666928,4.535690221541456e-12
574,1920.0,1967.0,Religious Group (v5),Konso,0.15678629613811257,0.22056227322030272,0.1842343229205038,0.17367378339689607,0.012309834473706906,1.628229645558686e-36,0.252433489850478
576,1000.0,2018.0,Religious Group (v5),Kuy traditional religions,0.21798780530395534,0.12834109186906556,0.1836728299400882,0.37206218786802847,0.002607665714503304,4.469972847985762e-52,0.09532841930435895
577,1860.0,1900.0,Religious Group (v5),Ganda,0.15623953598200022,0.17922302568602977,0.16270178732255858,0.19612929362449993,0.10140850279783718,0.0081685609602393,0.19612929362683518
578,1875.0,1910.0,Religious Group (v5),Gond,0.10403971914448765,0.14184163911322778,0.15107101778008655,0.27629713479900275,0.04457818073998732,2.4389661659075982e-05,0.2821479187615489
581,1970.0,2018.0,Religious Group (v5),Mentawai (Rereiket),0.9091135453939806,2.34616662310627e-46,2.0862328069696366e-34,1.0998306397311107e-36,0.09088645455176551,5.425389500650821e-11,1.7570278509807285e-47
586,1900.0,2017.0,Religious Group (v5),Kelantanese Thai Religion,4.2046365796176834e-29,8.70401695972043e-63,1.8046614988420092e-16,2.531032824232683e-37,0.9999999999992917,7.080460150083854e-13,2.9992541621626035e-80
588,1905.0,1940.0,Religious Group (v5),Nyakyusa,0.09707054717086219,0.23254077325943917,0.17987395623439606,0.18722138788788395,0.015034958379071822,2.8297090574875953e-16,0.28825837706834656
592,11.0,12.0,Religious Group (v5),Veerashaivas,0.19547169381607593,0.8044683928190515,3.23950470470826e-11,3.1215898299630086e-11,5.9913301261596684e-05,4.998789435670762e-97,4.640202184057775e-21
597,-600.0,-200.0,Religious Group (v6),Confucianism - Eastern Zhou,0.10374404850756827,0.16609763434963531,0.16609763434948008,0.16609763434842167,0.158034094820788,0.07553650268302217,0.1643924509410845
598,1875.0,1915.0,Religious Group (v6),Masai,0.15829892538268545,0.19141030901863823,0.18944654273268088,0.20531182842757387,0.027163565688895476,1.0360768415755574e-25,0.228368828749526
600,1900.0,1930.0,Religious Group (v6),Riffians,0.10837674097979148,0.13791704261129653,0.1997926692087003,0.2081571376922771,0.012760167155382807,3.0540826948982076e-28,0.33299624235255176
607,-400.0,-200.0,Religious Group (v6),Mohism,1.1632343887504761e-27,7.811361229396239e-81,3.594425818600309e-25,4.805059838641415e-41,1.0,1.745789428975835e-23,7.751878306811366e-83
608,1926.0,1955.0,Religious Group (v6),Kurd,0.16082305358738683,0.15277881366859403,0.1665658533832681,0.1603870465592636,0.12661717708492157,0.06626220233335818,0.16656585338320767
609,1915.0,1940.0,Religious Group (v6),Tallensi,0.13159608833675154,0.20247047473741073,0.15039359553790108,0.21255330290022045,0.08437405569536754,0.001558215899387466,0.21705426689296117
613,1800.0,1830.0,Religious Group (v6),Maori,0.09607176239983437,0.12138992376727173,0.19173168649709516,0.20582610831578385,0.1563671968308221,0.0227872138719517,0.20582610831724107
614,1925.0,1960.0,Religious Group (v6),!Kung,0.05150979444812821,0.12217211714922242,1.4495053518456363e-11,0.09283751665635123,0.463853008275877,0.2696275634394577,1.6468347728061455e-11
621,1910.0,1935.0,Religious Group (v6),Haitians,0.16277963830296271,0.16530144462208782,0.1620486087488034,0.16530144462204424,0.15062872206734917,0.02863869701466158,0.16530144462209095
623,1965.0,2018.0,Religious Group (v6),Diasporic American Hinduism,0.9864405342162254,1.683628512234934e-14,0.005269845501209309,0.00020254289098022883,0.008087077391568333,1.5540575674700227e-53,2.721135927110623e-20
624,1550.0,1640.0,Religious Group (v6),The Roshaniyya,0.012409859357816848,0.2164179227201477,0.009592548782493254,0.08366984476952505,1.2919012437716455e-08,1.288386857226812e-91,0.6779098114510048
625,1890.0,1915.0,Religious Group (v6),Copper Inuit,0.11774534238048473,0.11632650223564066,0.18373416644306442,0.19724068115526588,0.152424781243631,0.035287845385861986,0.19724068115605128
626,1907.0,1935.0,Religious Group (v6),Barama River Carib,9.720190351192368e-29,1.2402232155480971e-48,6.415152412805462e-24,2.617962336126021e-27,0.1278881661463377,0.8721118338536622,5.250125886514539e-54
629,1200.0,2018.0,Religious Group (v6),Newar Buddhists,0.22218368332546068,0.16785741134220344,0.054196095901163754,0.3480851139193742,1.311908446588145e-05,3.517781646129619e-77,0.20766457642733213
632,-650.0,-409.0,Religious Group (v6),Local Religion at Selinous,0.0015762030711847389,3.737110633103905e-48,4.3435337575564895e-26,1.6997746217442482e-17,0.9984237969288153,2.935629061376273e-26,6.2288045032693185e-65
633,1238.0,2018.0,Religious Group (v6),Mādhva,7.933921719646767e-26,4.370581106630792e-46,3.777613008481213e-11,1.157381648914972e-24,0.9999999999622239,1.1695704008412375e-37,1.1333274075992251e-38
635,1890.0,1920.0,Religious Group (v6),Ifugao,0.11936335163623599,0.14722543041050626,0.19813661631306773,0.21052799891981852,0.03904255137258193,6.949682563309933e-14,0.28570405134772003
637,1900.0,1924.0,Religious Group (v6),Yahgan,0.16082305358738683,0.15277881366859403,0.1665658533832681,0.1603870465592636,0.12661717708492157,0.06626220233335818,0.16656585338320767
639,716.0,900.0,Religious Group (v6),Chinese Esoteric Buddhism (Tang Tantrism),0.017931816168056742,0.2038483226190495,0.012609065410785337,0.15734448959636652,1.1541084529701092e-06,2.4607648179561334e-67,0.608265152097289
645,1100.0,2020.0,Religious Group (v6),"Meo Muslim, Mev, Mewati Muslim",0.027426241903199495,0.21481457925704153,0.013388684673349645,0.10338290531435992,1.083292484382602e-07,6.666286777757413e-69,0.640987480522801
