entry_id,entry_name,poll_id,poll_name,description,year_from,year_to,region_id,expert_id,expert_name,editor_id,editor_name,date_created,date_modified,data_source,dim0,dim1,dim2,dim3,dim4,dim5
189,Israelite Religion,35,Religious Group (v5),Israelite Religion,-1200,-515,44,40,Shawn Flynn,18,Robyn Walsh,2015-02-16 05:16:19.000 +0100,2017-11-17 14:55:22.574 +0100,Database of Religious History (DRH),0.45046402513898914,1.4703260369289373e-33,0.3144020782707886,0.12467095033609402,0.11035423559600926,0.00010871065811906274
190,Sri Lankan Buddhism (1948-Present),35,Religious Group (v5),,1948,2015,488,151,Dan Kent,24,Travis Chilcott,2015-02-28 19:08:48.176 +0100,2017-11-17 14:55:22.576 +0100,Database of Religious History (DRH),0.18924907841664007,0.07975942915348934,0.18654603840087824,0.1856341129144347,0.19403847411282976,0.16477286700172797
193,Fijian Religion (contemporary),35,Religious Group (v5),Fijian Religion (contemporary),2000,2013,32,42,John Shaver,15,John Shaver,2015-03-04 07:15:19.000 +0100,2017-11-17 14:55:22.580 +0100,Database of Religious History (DRH),0.7088648683333733,5.6348841108322924e-61,0.008373913349285623,0.10563434801221919,0.17712596080666665,9.094984553286242e-07
195,Shakta Religion,35,Religious Group (v5),,500,1100,43,57,James Pierce,24,Travis Chilcott,2015-03-04 20:27:02.754 +0100,2022-02-10 18:12:34.066 +0100,Database of Religious History (DRH),0.5237656299129181,5.343597086878279e-22,0.008245357436980403,0.3126057817319004,0.1539523292568882,0.001430901661312952
196,Pauline Christianity (ca. 45-60 CE),35,Religious Group (v5), ,45,60,479,4,Fred Tappenden,18,Robyn Walsh,2015-03-18 18:55:48.000 +0100,2017-11-17 14:55:22.590 +0100,Database of Religious History (DRH),0.2573849879244752,4.048932151364585e-34,0.002789438442960082,0.07817566349792159,0.6616407236114237,9.186523219322318e-06
199,Mithraism,35,Religious Group (v5), ,100,400,132,60,Roger Beck,46,Megan Daniels,2015-04-02 00:18:50.701 +0200,2018-03-08 02:15:21.882 +0100,Database of Religious History (DRH),0.3785889446790881,7.086978679462355e-19,0.3253384564226284,0.1324111786195324,0.16012276898656483,0.0035386512921863544
200,Nechung Cult,35,Religious Group (v5),,1650,1850,96,113,Christopher Bell,6,Matthew Hamm,2015-04-02 01:24:06.551 +0200,2017-11-17 14:55:22.602 +0100,Database of Religious History (DRH),0.6478452659759861,1.4417535264561059e-58,0.00456958310899425,0.06700463720117122,0.28057857006153547,1.943652313020969e-06
201,Mediterranean,35,Religious Group (v5),,-500,500,6,125,Andreas Bendlin,46,Megan Daniels,2015-04-02 01:39:36.194 +0200,2017-11-17 14:55:22.603 +0100,Database of Religious History (DRH),1.2829792025338222e-12,0.5333479169647262,0.014923027653551671,0.15764456213453024,0.023189045268345834,0.2708954479775631
202,Early Zhou Religion,35,Religious Group (v5),,-1046,-771,79,79,Constance Cook,23,Katrinka Reinhart,2015-04-02 02:11:36.402 +0200,2017-11-17 14:55:22.604 +0100,Database of Religious History (DRH),0.18740593235419412,0.10658269862600836,0.1874059323542997,0.18354120183664846,0.15294159381396003,0.18212264101488923
203,Pre-imperial Chu Religion,35,Religious Group (v5),,-790,-223,78,79,Constance Cook,23,Katrinka Reinhart,2015-04-02 02:24:57.587 +0200,2017-11-17 14:55:22.612 +0100,Database of Religious History (DRH),0.2171692273958777,0.046379536081256285,0.20879083595778306,0.20032986185335774,0.16111401573511283,0.16621652297661244
204,Han Confucianism,35,Religious Group (v5),,-206,220,104,130,Mark Csikszentmihalyi,6,Matthew Hamm,2015-04-07 05:38:14.802 +0200,2017-11-17 14:55:22.614 +0100,Database of Religious History (DRH),1.1741404045219632e-07,1.9183393438400453e-14,0.010297047589316185,0.6730789127819586,2.563543293755385e-11,0.31662392218902996
209,Ancient Egypt,35,Religious Group (v5),,-2000,-30,136,123,Joseph Manning,4,Karen Sonik,2015-04-08 06:38:58.295 +0200,2018-01-15 06:50:26.397 +0100,Database of Religious History (DRH),0.18924907841664007,0.07975942915348934,0.18654603840087824,0.1856341129144347,0.19403847411282976,0.16477286700172797
211,Amarna Religion,35,Religious Group (v5),"Tell el-Amarna is the modern name for the ancient city, Akhetaten. It was created by Amenhotep IV, who would later change his name to Akhenaten. This ruler emphasized the role of the god Aten, promoting the belief that this god was primary among all other gods in ancient Egypt, and presented himself as the god's one true prophet and intermediary. This meant that the other Egyptians were cut off from direct access to their gods. At this time in Egyptian history, the god Amun had become particularly prominent, and Akhenaten's workers moved through Egypt erasing the name of Amun (as well as his divine family members, Mut and Khonsu). Aten is the solar disk, and so the religion of this period, often referred to as Amarna Religion, emphasizes solar elements. Access to light and sun were central to the practice of Amarna Religion, including leaving temple spaces open. This period is a dramatic and short break from the normal state of affairs in ancient Egypt. After Akhenaten's death, traditional religion was returned to Egypt, with considerable efforts to erase any references to Akhenaten, or, ""that fallen foe from Amarna"". The city of Akhetaten was abandoned, which has left it well preserved for modern excavators. In modern periods, Amarna Religion has often been seen as the earliest monotheistic religion, though this is an oversimplification of at least religious practice at this time. While Akhenaten promoted the Aten as the most important god, and then the only god, there is significant evidence for the worship of other gods at this time, particularly in domestic contexts, including at Amarna. There is therefore evidence that not all Egyptians followed the ideas put forward by Akhenaten. Sigmund Freud, however, who was an avid reader of the Egyptologist James Henry Breasted, identified Amarna as the source of biblical monotheism, which is a big reason that this period is so well known by the public.",-1350,-1320,34,707,Thomas Schneider,5,Courtney Fitzsimmons,2015-04-08 18:45:44.060 +0200,2022-03-11 19:18:39.657 +0100,Database of Religious History (DRH),2.2111622972248654e-36,1.4680817518105357e-06,0.055689831931205656,9.056837766130218e-17,4.9513351944439174e-14,0.944308699986993
212,Warring States (China) Religion,35,Religious Group (v5),,-481,-206,467,31,Armin Selbitschka,23,Katrinka Reinhart,2015-04-08 19:49:35.725 +0200,2017-11-17 14:55:22.627 +0100,Database of Religious History (DRH),5.0970386460924204e-101,0.9962782465461784,2.5410026341749586e-34,7.084427105072617e-36,4.7076248363087e-48,0.0037217534538216937
217,Roman private religion,35,Religious Group (v5),,-202,-44,498,157,Celia Schultz,48,Gino Canlas,2015-04-23 15:18:15.430 +0200,2023-03-21 19:40:41.092 +0100,Database of Religious History (DRH),1.63246575166599e-85,0.00865460521096146,1.8968688513582503e-19,4.828092136423484e-27,5.736218545055623e-44,0.9913453947890386
224,Old Norse Fornsed,35,Religious Group (v5),,600,1100,31,38,Neil Price,9,Ben Raffield,2015-05-04 19:49:20.232 +0200,2017-11-17 14:55:22.640 +0100,Database of Religious History (DRH),2.9362009133506247e-148,0.9999994673402658,6.007234520617688e-71,3.6067499263551004e-42,1.3385383205080262e-61,5.326597342089118e-07
227,Hindu Goddess Worship in Northwest India—Modern Period,35,Religious Group (v5),,1980,2000,481,128,Kathleen Erndl,24,Travis Chilcott,2015-05-06 19:41:55.895 +0200,2017-11-17 14:55:22.643 +0100,Database of Religious History (DRH),0.02284132602802212,1.5513897268951952e-68,0.06318940226064643,0.8698830801344782,0.04405759031277428,2.8601264078916364e-05
228,Late Chosŏn Korea,35,Religious Group (v5),,1600,1900,42,168,Guy Shababo,6,Matthew Hamm,2015-05-12 20:07:01.878 +0200,2017-11-17 14:55:22.644 +0100,Database of Religious History (DRH),1.2610888476194985e-27,9.149968994982333e-14,3.29407503441102e-05,0.060322274528876216,0.0002588777611645512,0.9393859069595235
230,Religion in Mesopotamia,35,Religious Group (v5),,-3300,-539,494,112,Karen Sonik,4,Karen Sonik,2015-05-23 20:57:29.533 +0200,2017-11-17 14:55:22.645 +0100,Database of Religious History (DRH),4.49336162313198e-67,8.914347064645627e-15,3.0355997747310238e-05,1.757218052356406e-18,8.700117560637075e-28,0.9999696440022438
231,Roman private religion,35,Religious Group (v5),,-600,-202,540,157,Celia Schultz,48,Gino Canlas,2015-06-04 20:37:17.360 +0200,2017-11-17 14:55:22.646 +0100,Database of Religious History (DRH),1.63246575166599e-85,0.00865460521096146,1.8968688513582503e-19,4.828092136423484e-27,5.736218545055623e-44,0.9913453947890386
240,Late Medieval Chinese State Religion,35,Religious Group (v5),,775,960,1443,53,Michael Hoeckelmann,6,Matthew Hamm,2015-06-23 07:00:00.000 +0200,2022-02-10 18:08:27.325 +0100,Database of Religious History (DRH),0.356036282559639,1.1831277532685202e-05,0.28358230098236076,0.21594231306726938,0.1058410103059971,0.03858626180720097
245,Warring States Confucian Thought,35,Religious Group (v5),,-450,-221,81,8,Edward Slingerland,1,M. Willis Monroe,2015-07-17 07:00:00.000 +0200,2017-11-17 14:55:22.659 +0100,Database of Religious History (DRH),0.18924907841664007,0.07975942915348934,0.18654603840087824,0.1856341129144347,0.19403847411282976,0.16477286700172797
249,Tyva Republic (Animism-Totemism-Shamanism),35,Religious Group (v5),,1990,2013,52,16,Benjamin Purzycki,6,Matthew Hamm,2015-08-12 07:00:00.000 +0200,2024-05-31 23:00:55.449 +0200,Database of Religious History (DRH),0.18924907841664007,0.07975942915348934,0.18654603840087824,0.1856341129144347,0.19403847411282976,0.16477286700172797
250,"Tiantai Buddhism (Song Dynasty, Liangzhe Circuit)",35,Religious Group (v5),,960,1279,546,33,Zhongwei Wu,6,Matthew Hamm,2015-08-13 07:00:00.000 +0200,2017-11-17 14:55:22.665 +0100,Database of Religious History (DRH),0.2288549081262953,0.02059854803483342,0.21688306146790112,0.20707689763989948,0.17408018701279113,0.15250639771827956
255,Talismanic Religion,35,Religious Group (v5),,-200,500,130,36,Jue Guo,45,Matthew Hamm,2015-08-27 07:00:00.000 +0200,2017-11-17 14:55:22.669 +0100,Database of Religious History (DRH),0.41841746303234006,8.159900178855046e-20,0.008109125071987135,0.3527330220725073,0.2164057335496604,0.004334656273505022
256,Etruscan Religion,35,Religious Group (v5),-,-10,-1,498,191,Massimiliano Di Fazio,48,Gino Canlas,2015-08-27 07:00:00.000 +0200,2023-03-22 02:51:19.352 +0100,Database of Religious History (DRH),0.262923124775158,1.78609423377273e-05,0.25988491528197877,0.2410331037894395,0.1700538975011727,0.06608709770991347
263,Irish Catholicism,35,Religious Group (v5),Irish Catholicism,2000,2015,554,207,Conn Herriott,14,Conn Herriott,2015-10-20 07:00:00.000 +0200,2019-01-29 19:36:14.627 +0100,Database of Religious History (DRH),2.4690455538128456e-11,5.679652426543156e-72,0.0018465896726241953,0.043335201830717276,0.9548180136354346,1.9483653358715362e-07
284,Yolngu religion,35,Religious Group (v5),,-3500,2015,567,262,Howard and Frances Morphy,1,M. Willis Monroe,2015-12-01 07:00:00.000 +0100,2017-11-17 14:55:22.678 +0100,Database of Religious History (DRH),4.242649930753097e-116,0.8102409118072527,8.073647121336805e-31,2.691080429394145e-33,5.253172487175387e-54,0.18975908819274726
287,Mithraism,35,Religious Group (v5), ,100,400,132,264,Julia Hurley,1,M. Willis Monroe,2016-01-20 07:00:00.000 +0100,2018-03-08 02:16:31.946 +0100,Database of Religious History (DRH),0.16432419494719339,2.3456742203294768e-20,0.46096269772066745,0.3698700485670327,4.1752917855021207e-11,0.004843058723353454
299,Shang State Religion,35,Religious Group (v5),Shang State Religion based on the knowledge of Robert Eno and entered into the database by Edward Slingerland.,-1250,-1046,7,8,Robert Eno,1,M. Willis Monroe,2016-01-27 07:00:00.000 +0100,2017-11-17 14:55:22.686 +0100,Database of Religious History (DRH),0.19931881060858433,0.08137499114110301,0.19931881060861242,0.1926551773874893,0.14137798873671506,0.185954221517496
300,Israelite Religion,35,Religious Group (v5),,-1200,-515,44,207,Conn Herriott,14,Conn Herriott,2016-02-01 07:00:00.000 +0100,2017-11-17 14:55:22.687 +0100,Database of Religious History (DRH),5.000257157016101e-25,6.7594000034473e-59,0.999989832270855,2.9927761645135863e-17,5.494598274107769e-15,1.0167729139441786e-05
308,Neo-Assyrian Scholars,35,Religious Group (v5),,-900,-501,582,297,Anne-Caroline Rendu Loisel,4,Karen Sonik,2016-02-02 07:00:00.000 +0100,2017-11-17 14:55:22.688 +0100,Database of Religious History (DRH),0.09240271741774354,1.6857376760193172e-45,0.027197349265644984,0.7975967847422712,0.08250284471109286,0.0003003038632474164
325,Religion at Mawangdui,35,Religious Group (v5),,-193,-168,598,309,Jesse Chapman,23,Katrinka Reinhart,2016-04-11 07:00:00.000 +0200,2017-11-17 14:55:22.695 +0100,Database of Religious History (DRH),0.25344981574988756,0.009512695410425124,0.24017972006039223,0.21018496331527411,0.23088975313542248,0.05578305232859857
342,Jesus Associations and the Synoptic Gospels,35,Religious Group (v5),Merge later,50,150,6,335,Andrew Tobolowsky,18,Robyn Walsh,2016-06-04 07:00:00.000 +0200,2017-11-17 14:55:22.700 +0100,Database of Religious History (DRH),2.5138957001339927e-12,1.0229240703673886e-20,0.0005083512630876906,0.08474788661324043,0.9133109025356273,0.0014328595855306507
354,Priests and Scholars of Hellenistic Uruk,35,Religious Group (v5),The cuneiform scholars of the Hellenistic period attached to the temples in the city of Uruk in southern Mesopotamia.  These scholars were both religious specialist and highly trained scholars of cuneiform knowledge.,-330,-125,640,320,M. Willis Monroe,1,M. Willis Monroe,2016-08-11 07:00:00.000 +0200,2020-12-18 19:50:19.800 +0100,Database of Religious History (DRH),0.02476070119458955,1.935452737420268e-14,0.3832795984762829,0.32501944149328776,0.04276769937702404,0.22417255945879636
355,Paul the Apostle,35,Religious Group (v5),"Paul was a well-educated (i.e. elite) Jewish Pharisee who understood the Galilean teacher Jesus of Nazareth to be the ""Christ"" or Messiah predicted in the Hebrew Bible. He traveled throughout the Mediterranean, primarily to urban hubs, offering his unique interpretation of the Jewish scriptures, what he called ""pneumatic demonstrations,"" and details of his divinatory experiences to those with means to sponsor him as a religious specialist and self-styled ""apostle."" After leaving these urban areas, he would continue contact via formal letter writing. Some of these letters still survive and constitute our evidence for Paul's efforts. The degree to which the groups to whom he writes were bounded and cohesive is debated by scholars. These letters have also been preserved somewhat idiosyncratically and represent hundreds of years of editing and translation by various parties.",50,60,6,279,Robyn Walsh,41,Gretel Rodríguez,2016-08-14 07:00:00.000 +0200,2018-05-20 03:45:49.176 +0200,Database of Religious History (DRH),0.6850299797744265,1.7394711148576733e-61,0.004372958777701158,0.04638491335526611,0.26421197599338736,1.7209921882155084e-07
358,16th-17th c. Gauḍīya Vaiṣṇava Tradition,35,Religious Group (v5),"The Gauḍīya Vaiṣṇava tradition is a Hindu devotional tradition that originated in the Bengal region of India during the 16th century. The 16th-17th centuries were a particularly theologically formative and constructive time for this group. Most traditions considered ""Hindu"" view the collection of texts referred to as the śruti, or “that which is heard,” which includes the Vedic Saṃhitās and Upaniṣads as the most authoritative sacred texts. Among these, many, including the early Gauḍīya Vaiṣṇava theologians, attribute more authority to various texts belonging to the genre of smṛti, or “that which is remembered.” Among these texts, there is no more authoritative than the Bhāgavata Purāna.


Using the Bhāgavata Purāna as the basis for their theology, early Gauḍīya Vaiṣṇava theologians drew on a range of existing texts and traditions and used various hermeneutical strategies to develop and advocate for a path of devotion (bhakti-mārga) to Kṛṣṇa, the exclusive and supreme object of devotion (bhakti). They argue this path is superior to all other soteriological paths and the best means for realizing one’s true eternal nature (svarūpa), attaining the highest level of transcendental pleasure (ānanda), and achieving liberation from the cycle of birth and death (sāṃsāra). 

The starting point of the path of devotion is śraddhā, or ‘faith;’ the overarching goal of following the path is to attain premā, or ‘divine love’ for Kṛṣṇa; and the principal means of attaining premā consists of faithfully engaging in sādhana, a range of diverse regulated religious practices that systematically engage the mind and body in devotional acts. In the course and consequence of attaining the goal of premā, early Gauḍīya theologians reference and describe occurrences of devotees having what they refer to as a ‘direct perceptual experience’ (sākṣātkāra) of Kṛṣṇa relative to the devotee’s qualifications and devotional temperament.",1500,1699,620,343,Travis Chilcott,24,Travis Chilcott,2016-09-08 07:00:00.000 +0200,2024-06-11 13:16:37.320 +0200,Database of Religious History (DRH),0.8467812513539762,1.1371886880748495e-62,0.005198265343676214,0.035984916200073824,0.11203550311664379,6.398562999101155e-08
361,Classical Greek Religion,35,Religious Group (v5),Religious beliefs in Classical Greece as described in the sources listed with this entry.,-500,-300,588,334,Source: Osborne et al.,1,M. Willis Monroe,2016-09-15 07:00:00.000 +0200,2017-11-17 14:55:22.719 +0100,Database of Religious History (DRH),1.0524231717941678e-126,0.9999827562568779,2.9341741332209312e-49,1.5274577713655626e-40,9.780624207868028e-63,1.7243743122062377e-05
374,Non-dual Śaiva Tantra,35,Religious Group (v5),"Non-dual Śaiva Tantra is an exegetical tradition that thrived in Kashmir from the 8th to 13th centuries and has left a lasting impression on Śaiva Tantra into today. The teachings reached their pinnacle with the work of Abhinavagupta, who combined mysticism and metaphysics into a cohesive system focused on mantra, meditation, and ritual practice in order to allow for the re-cognition of the self and the divine.",800,1600,496,361,Patricia Sauthoff,24,Travis Chilcott,2016-10-03 07:00:00.000 +0200,2017-11-17 14:55:22.727 +0100,Database of Religious History (DRH),0.3496797594590216,6.722196508007395e-05,0.2691808702309736,0.21651999286413395,0.10722188235604782,0.05733027312474299
381,Sikhism: Guru Nanak to Guru Arjan,35,Religious Group (v5),"The Early Sikh Community as created by Guru Nanak and lead by Gurus Angad, Amar Das, Ram Das, and Arjan.",1469,1606,481,346,Toby Braden Johnson,24,Travis Chilcott,2016-10-18 07:00:00.000 +0200,2017-11-17 14:55:22.734 +0100,Database of Religious History (DRH),5.551870916274067e-23,4.5109719997728196e-60,5.211128302521327e-25,0.0008457399232900679,0.9991542431544712,1.6922238822092407e-08
383,Varkaris,35,Religious Group (v5),"Varkari is a group of Vaishnava Hindus in the state of Maharashtra in India. God Viththala, an incarnation of Krishna at Pandharpur in Solapur district is their principal deity. The word Varkari means pilgrim, so the people going for pilgrimage to Pandharpur came to be known as Varkaris. Reference to the pilgrimage to Pandharpur are found in the Marathi Bhakti literature that flourished 13th century onward.
Medieval Bhakti movement of India had brought certain changes in the Hindu religious practices and also made a substantial  contribution to the vernacular literature. Dnyaneshwara and Namdeva in  the 13-14th  century are considered as a pioneer of this movement in Maharashtra. They were followed by many saints like Chokhamela, Eaknath and Tukaram from 13th to 17th century. The devotional songs composed by them are still sung and played in the houses and at religious congregations of the Hindus of Maharashtra. The movement also provided platform to subalterns.",1200,1700,649,354,Ravi Khangai,24,Travis Chilcott,2016-10-25 07:00:00.000 +0200,2017-11-17 14:55:22.737 +0100,Database of Religious History (DRH),2.074982052731579e-74,9.102085770565217e-28,1.7166370732748534e-27,0.10363105807073192,0.012025189612753883,0.8843437523165143
386,Kapingamarangi,35,Religious Group (v5),"The people of Kapingamarangi are Polynesian outliers, located in what are now the Federated States of Micronesia. Kapingamarangi is an atoll made up of a central lagoon and an arc of islets with a maximum elevation of just 5 meters above seal level. Traditionally the population was constrained by resources to around 300-400 people who formed a single political community.",1877,1877,650,281,Joseph Watts,15,John Shaver,2016-11-04 06:00:00.000 +0100,2023-03-28 17:40:52.089 +0200,Pulotu — Database of Pacific Religions,0.18924907841664007,0.07975942915348934,0.18654603840087824,0.1856341129144347,0.19403847411282976,0.16477286700172797
387,Ahmadi; Ahmadiyya Muslim Jama'at; Ahmadiya,35,Religious Group (v5),"Members of the Ahmadiyya Muslim Jama'at founded by Mirza Ghulam Ahmad of Qadian, India in 1889",1889,2016,652,385,Afzal Upal,24,Travis Chilcott,2016-11-10 07:00:00.000 +0100,2017-11-17 14:55:22.739 +0100,Database of Religious History (DRH),0.6445371394134326,7.650350415286848e-60,0.019556899646449622,0.3359016158805566,1.8720167583467423e-11,4.345040840942015e-06
389,Iban traditional religion,35,Religious Group (v5),Indigenous religion of the Iban people of Borneo. Most Iban have now converted to Christianity.,1840,1970,656,338,Oliver Sheehan,15,John Shaver,2016-11-12 07:00:00.000 +0100,2018-08-27 22:20:22.751 +0200,Pulotu — Database of Pacific Religions,4.2881704468081984e-27,0.31730424907255717,0.32140774362047136,8.954826269335904e-24,1.6615207543367633e-26,0.3612880073069716
390,Dasara,35,Religious Group (v5),"Dasara is celebrated by many people in southern Karnataka, especially in the city of Mysore. The celebrants include people from all castes and religious communities, including brahmin priests, royalty, agricultural castes, people of the city, etc.",1610,2016,654,373,Caleb Simmons,24,Travis Chilcott,2016-11-13 07:00:00.000 +0100,2017-11-17 14:55:22.742 +0100,Database of Religious History (DRH),5.0896491824532906e-83,1.0066430203163329e-12,1.5350209893058282e-41,8.794994136098835e-15,1.2813443217946965e-23,0.9999999999989846
392,Sikhism: Guru Hargobind to Guru Gobind Singh,35,Religious Group (v5),"Sikh tradition under the leadership of Gurus 6-10: Guru Hargobind (1606-44), Guru Har Rai (1644-61), Guru Harkrishan (1661-1664), Guru Teg Bahadur (1664-75), and Guru Gobind Singh (1675-1708).",1606,1708,652,346,Toby Braden Johnson,24,Travis Chilcott,2016-11-18 07:00:00.000 +0100,2022-02-10 18:22:25.504 +0100,Database of Religious History (DRH),1.4309081856052964e-23,4.912631869500383e-58,4.335046876238545e-24,0.011930711725827483,0.9880678442390199,1.4440351525353031e-06
395,International Society for Krishna Consciousness (ISKCON),35,Religious Group (v5),"A religious movement inspired by the teachings of the Indian Medieval cultural hero Caitanya and started by A.C. Bhaktivedanta Swami Prabhupada in 1966 in New York. Its doctrine belongs to the tradition of Gaudiya Vaishnavism, with a number of theological issues and disputes traceable to the colonial encounter with Christianity. The movement is spread worldwide, but presently it is most active in India. The community structure fluctuated significantly during its short history, from strong monastic and proselytizing beginnings in the sixties and seventies, through somewhat turbulent transition in the eighties, to a core of religious specialists organizing temple and congregational worship and catering both to the general and elite populace in India, the heritage community in the US and the EU, and a number of religious converts worldwide.",1966,2016,660,350,Aleksandar Uskokov,24,Travis Chilcott,2016-11-05 06:00:00.000 +0100,2017-11-17 14:55:22.744 +0100,Database of Religious History (DRH),0.12162032024793308,7.524134988434878e-37,0.0079652395599272,0.4619702914783217,0.4083826944948721,6.145421894588043e-05
400,Singaporean Mega-Churches,35,Religious Group (v5),"This group is comprised of many independent Christian movements. It has many roots in the Anglican, Catholic, Methodist, Presbyterian, and Lutheran churches. Starting in the late 1980s Singapore saw the rise of many independent charismatic churches.",1980,2015,381,341,Justin Lane,1,M. Willis Monroe,2016-12-08 07:00:00.000 +0100,2017-11-17 14:55:22.748 +0100,Database of Religious History (DRH),8.342025951231494e-29,1.845697600858118e-33,0.00030388105300983473,0.9737875343304543,3.368424871089684e-11,0.02590858458285166
406,Daoism,35,Religious Group (v5),,142,2014,45,131,Terry Kleeman,51,Michael Naparstek,2014-10-04 16:10:55.697 +0200,2017-11-17 14:55:22.756 +0100,Database of Religious History (DRH),0.5528581567578867,1.699149385301606e-32,0.010034017605234102,0.2812613404836942,0.15455997220077833,0.0012865129524065881
415,Shaiva World Renouncers,35,Religious Group (v5),"Hindu ascetics renounce social structures, sexual activities, and the Vedic sacrificial fire which symbolizes society. When sadhus (female: sadhvin, but usually, female ascetics are also referred to with the male term sadhu) renounce the social world, they are ritually dead to their old life and are reborn into a new one: They get a new name and are part of a new family. The final goal of most renouncers is a release from the cycle of rebirths. The religious practices of Hindu ascetics are diverse and include rituals, devotional acts, and social service. Lay devotees admire them for their possible spiritual powers, but also fear them for the potential dangers arising from these powers. Outwardly, most Shaiva renouncers wear orange clothes or may be naked and have matted hair.",1970,2015,667,423,Cora Gaebel,24,Travis Chilcott,2017-01-17 07:00:00.000 +0100,2017-11-17 14:55:22.765 +0100,Database of Religious History (DRH),0.7799601776618154,9.984086764088622e-63,0.0047968919315089726,0.045244431370883506,0.16999840959054505,8.944524732689723e-08
