entry_id,year_from,year_to,poll,entry_name,dim0,dim1,dim2,dim3,dim4,dim5,dim6,dim7,dim8,dim9
196,45.0,60.0,Religious Group (v5),Pauline Christianity (ca. 45-60 CE),0.08948233458077058,0.8249853258455974,1.7420348512813193e-14,0.0009924568902431367,9.151777334574024e-05,4.5135930136283803e-13,0.08395691182180427,0.00048358945839444874,7.8636293756112e-06,4.454587390139704e-25
197,1604.0,1958.0,Religious Group (v5),Gönlung Monastery (dgon lung byams pa gling),9.758171308282674e-18,5.570048056375273e-15,0.9640950325502882,2.3197019171797776e-23,9.649102146325653e-14,8.800209937940693e-12,3.0870548236889595e-24,0.00030703868170994873,0.03559792875909956,2.9140751074923926e-25
199,100.0,400.0,Religious Group (v5),Mithraism,0.09906112996090652,0.12011991034557071,0.13584825863808322,0.1400043776492016,0.15324695702739202,0.07310342956709312,0.21625310919829022,0.01044641051930215,0.020861336466098186,0.03105508062806244
211,-1350.0,-1320.0,Religious Group (v5),Amarna Religion,3.575958695025321e-26,1.0585339894423694e-27,0.9884688401513027,5.279143157521474e-13,2.2934880721556266e-14,8.674959153454599e-24,5.013606383792443e-25,0.00013413683246726925,1.4724794973857077e-13,0.011397023015531993
211,-1350.0,-1320.0,Religious Group (v5),Amarna Religion,3.809926293020188e-24,1.3772779112772655e-24,0.9858671690150563,4.616611015551994e-14,1.773220462908164e-14,6.395615606023979e-22,6.405232865318834e-23,0.014132830984330843,2.2520357185438214e-13,3.2384106206674913e-13
212,-481.0,-206.0,Religious Group (v5),Warring States (China) Religion,4.5051220066042296e-23,1.0541159553349025e-24,0.17877526637398383,3.4647685029709254e-13,8.542364407438863e-13,1.6565767434884835e-23,2.0471045488011627e-11,1.0148155322435443e-13,0.7849377449021293,0.03628698870211371
224,600.0,1100.0,Religious Group (v5),Old Norse Fornsed,8.397351420607404e-30,5.07754721785574e-17,4.505258668942099e-14,9.821059614098934e-12,0.9999996297752428,3.324613927212913e-58,3.7018413456494346e-07,5.779300993629548e-18,5.1018746166282986e-17,3.07565733403263e-11
227,1980.0,2000.0,Religious Group (v5),Hindu Goddess Worship in Northwest India—Modern Period,0.1141962413985068,0.06204050884758238,0.05060889563932312,0.5151527356276819,0.09408866681020737,0.08958364670467975,0.005598035673618835,0.00040601086500442805,0.01344488698684505,0.054880371446550336
228,1600.0,1900.0,Religious Group (v5),Late Chosŏn Korea,6.771994056629154e-19,6.019779517784534e-28,0.49459057803319967,1.4163262390617765e-35,8.432826944026339e-25,2.518486915009229e-13,4.751968317467878e-25,0.0013393611484152396,0.5040700608181331,4.519760217508031e-26
230,-3300.0,-539.0,Religious Group (v5),Religion in Mesopotamia,2.1563925774503517e-15,6.913783368671958e-06,4.585674907274805e-14,0.088319851790924,0.05124243624456204,3.3502126919202993e-37,0.0003627962564405086,4.76522669130686e-16,2.298123563928766e-16,0.860068001924656
240,775.0,960.0,Religious Group (v5),Late Medieval Chinese State Religion,0.0734306701300206,0.01957490084076686,0.11658930578358563,0.08844605331768832,0.1449273516651596,0.038477451220974894,0.1684781859682565,0.16855527169945073,0.018910083906505414,0.1626107254675915
245,-450.0,-221.0,Religious Group (v5),Warring States Confucian Thought,0.010128495371103186,0.00028867250985594817,0.25559920152436444,0.2199099818453895,0.366666009332644,0.005470917476261665,0.04285934582426332,0.002477071672864395,0.006043600511615874,0.0905567039316378
255,-200.0,500.0,Religious Group (v5),Talismanic Religion,1.2441002255561977e-11,1.3141712205945403e-11,5.910486357121649e-11,0.24677507943264143,3.44135454186533e-11,2.7018063989894962e-11,2.783273912756642e-11,1.2426042538109845e-12,0.7532249203581655,3.399848661411398e-11
263,2000.0,2015.0,Religious Group (v5),Irish Catholicism,0.08948233458077058,0.8249853258455974,1.7420348512813193e-14,0.0009924568902431367,9.151777334574024e-05,4.5135930136283803e-13,0.08395691182180427,0.00048358945839444874,7.8636293756112e-06,4.454587390139704e-25
287,100.0,400.0,Religious Group (v5),Mithraism,0.0025273624110722687,0.00017509675201691366,0.15388295112221242,0.1340505069878538,0.306735767806209,0.0021400626668454962,0.024279981945434632,0.0014190347226905287,0.006180440968425943,0.36860879461723894
294,200.0,600.0,Religious Group (v5),Xuanxue 玄學,4.412674601220996e-25,1.3643097200036282e-25,0.00761702717670727,6.176866795102142e-26,1.4594873674719438e-28,2.522625122510272e-12,9.439329470948686e-34,7.046484713922949e-15,0.9923829728207629,6.288763392427845e-17
299,-1250.0,-1046.0,Religious Group (v5),Shang State Religion,0.019255374328735416,0.002549189116492417,0.14017954337441457,0.30288350008128084,0.22705724634423707,0.032911213836703895,0.022500114807807323,0.026239825565755028,0.01187888155788432,0.21454511098668896
300,-1200.0,-515.0,Religious Group (v5),Israelite Religion,0.04789631549629429,0.12713365192398604,0.09311007258351808,0.09882585047796671,0.13051651085701155,0.08685713345006443,0.12267183231746082,0.13058149104696373,0.031288306941088265,0.13111883490564621
308,-900.0,-501.0,Religious Group (v5),Neo-Assyrian Scholars,2.293646333792065e-13,0.003972984964227293,2.4316062613154663e-13,0.5311847017270906,0.00746861198536059,1.2640952043234307e-24,0.0024669014708418343,9.16079632458823e-16,0.0003489283046913384,0.4545578715473148
342,50.0,150.0,Religious Group (v5),Jesus Associations and the Synoptic Gospels,0.05201526392106603,0.01539771457177745,0.14056483777688436,0.10483410370514289,0.1953889886569054,0.01738739170058633,0.23093702260447124,0.01060258614830725,0.0176972908563839,0.21517480005847497
354,-330.0,-125.0,Religious Group (v5),Priests and Scholars of Hellenistic Uruk,0.00017207602654683568,2.429649371403642e-05,1.505703749787274e-13,0.10932079000201264,0.3116001758926885,3.3002446620258207e-26,0.0030622911052646308,0.0002135221270516586,1.4510834489286809e-16,0.5756068483525709
355,50.0,60.0,Religious Group (v5),Paul the Apostle,1.523132278409469e-11,9.614869604733641e-13,1.426829405684357e-12,0.05275947875135253,0.8520867406355616,9.539628153752131e-24,0.09059534584915789,0.004552118124836692,6.3166134448582255e-06,8.026740549314323e-12
358,1500.0,1700.0,Religious Group (v5),16th-17th c. Gauḍīya Vaiṣṇava Tradition,0.0006869426608669384,0.0003973104485320476,3.050314082909237e-13,0.3060338304378965,0.5122914605031088,2.9085537836103136e-25,0.006010947276292931,0.000440987027062642,3.5855466348852907e-16,0.17413852164593482
361,-500.0,-300.0,Religious Group (v5),Classical Greek Religion,5.547761352725464e-15,8.621077375769574e-06,4.4519459988356853e-14,0.0738769605133545,0.005772874109522657,5.8415483635050215e-37,0.000651620861857988,1.6379693643438077e-15,3.053302410653984e-16,0.919689923437837
374,800.0,1600.0,Religious Group (v5),Non-dual Śaiva Tantra,0.01187349768988036,0.008080768272637751,0.08001266241347497,0.7056935453488976,0.006457926914474813,0.03562354407760846,0.007844983320642245,0.0001619053547163262,0.01143771241370679,0.13281345419396065
381,1469.0,1606.0,Religious Group (v5),Sikhism: Guru Nanak to Guru Arjan,0.032636984700151486,3.3004747511988065e-13,0.18029588957138062,0.03676828758032544,1.6974714999270677e-05,0.6988525437476729,1.1165257204839835e-20,0.013028999301543005,0.03840032038359556,1.709207269638054e-15
383,1200.0,1700.0,Religious Group (v5),Varkaris,0.009084465442847288,1.7594832260273462e-16,0.8789221039665877,4.659857835626075e-13,0.000822997369038859,0.06542974604887636,3.078339345122041e-20,0.04574068717081772,1.3591624594420181e-12,6.7767200112951654e-15
387,1889.0,2016.0,Religious Group (v5),Ahmadi; Ahmadiyya Muslim Jama'at; Ahmadiya,0.14226824115492792,0.10733439501998442,0.07563782183330225,0.03929083555750618,0.010310252120195089,0.17098969827558316,1.5929002997397295e-09,0.24031790757692917,0.20512754120717486,0.008723305661496664
390,1610.0,2016.0,Religious Group (v5),Dasara,1.062524062950652e-25,1.5456690753575132e-15,5.733169193281928e-14,0.14604920554967157,0.006029779282612945,5.899041781998517e-47,1.1513147105549736e-05,1.9778261919713212e-17,7.620962293525478e-16,0.8479095020205504
392,1606.0,1708.0,Religious Group (v5),Sikhism: Guru Hargobind to Guru Gobind Singh,0.032636984700151486,3.3004747511988065e-13,0.18029588957138062,0.03676828758032544,1.6974714999270677e-05,0.6988525437476729,1.1165257204839835e-20,0.013028999301543005,0.03840032038359556,1.709207269638054e-15
395,1966.0,2016.0,Religious Group (v5),International Society for Krishna Consciousness (ISKCON),3.9198067575941166e-18,6.212094001330528e-17,4.0060014319693753e-13,3.084790275893493e-23,0.9999394835453076,4.043950432981034e-36,5.882759980489861e-05,1.688854486558335e-06,2.54683636572087e-16,6.417028544469187e-24
400,1980.0,2015.0,Religious Group (v5),Singaporean Mega-Churches,0.07501632877531332,0.09157823897446106,6.298122938438136e-14,0.000896049593198658,0.00035491646277738313,1.1499900214699892e-13,0.8273591671170563,0.004790847584989561,4.451492025804341e-06,3.0993580388803103e-24
406,142.0,2014.0,Religious Group (v5),Daoism,0.1036954061432614,0.10369540614330973,0.10369540614278674,0.10121191018699477,0.10369540614319946,0.10369540614278963,0.10369540614326783,0.10369540614327424,0.069224840667911,0.1036954061432051
416,1800.0,1918.0,Religious Group (v5),Edinoverie,0.08948233458077058,0.8249853258455974,1.7420348512813193e-14,0.0009924568902431367,9.151777334574024e-05,4.5135930136283803e-13,0.08395691182180427,0.00048358945839444874,7.8636293756112e-06,4.454587390139704e-25
420,1800.0,2017.0,Religious Group (v5),Swaminarayan Sampraday,1.1617645607003488e-14,1.5793054707819677e-15,1.4383136183853923e-13,0.8526647787768157,0.017877612288328897,5.441660448532389e-36,1.4705216769936804e-05,2.475287269822502e-06,1.1148474811350555e-16,0.1294404284306585
424,-550.0,-330.0,Religious Group (v5),Achaemenid Religion,1.1591241659758996e-06,3.878014054712831e-25,0.9521185522366524,2.8932431772704567e-22,2.3341468267979848e-12,2.0090145359177577e-12,3.8782269816934093e-14,0.00017073027521599787,0.0477095583595838,1.667153469570978e-24
435,1206.0,1368.0,Religious Group (v5),Mongol Religion,0.1036954061432614,0.10369540614330973,0.10369540614278674,0.10121191018699477,0.10369540614319946,0.10369540614278963,0.10369540614326783,0.10369540614327424,0.069224840667911,0.1036954061432051
439,800.0,1500.0,Religious Group (v5),Śaiva Magic,7.709970683500258e-15,1.4014844017590402e-15,0.21047571465635115,0.19049054753077826,0.003414036643456658,3.598356334419784e-24,2.7118161048779353e-13,1.5791766126248913e-14,9.878266540052318e-14,0.595619701169019
441,1690.0,2017.0,Religious Group (v5),Worshipers of Śītalā,1.062524062950652e-25,1.5456690753575132e-15,5.733169193281928e-14,0.14604920554967157,0.006029779282612945,5.899041781998517e-47,1.1513147105549736e-05,1.9778261919713212e-17,7.620962293525478e-16,0.8479095020205504
442,311.0,427.0,Religious Group (v5),Donatism,0.08948233458077058,0.8249853258455974,1.7420348512813193e-14,0.0009924568902431367,9.151777334574024e-05,4.5135930136283803e-13,0.08395691182180427,0.00048358945839444874,7.8636293756112e-06,4.454587390139704e-25
443,1634.0,2017.0,Religious Group (v5),Tyva (Buddhism),0.1036954061432614,0.10369540614330973,0.10369540614278674,0.10121191018699477,0.10369540614319946,0.10369540614278963,0.10369540614326783,0.10369540614327424,0.069224840667911,0.1036954061432051
444,1920.0,2017.0,Religious Group (v5),Sursurunga,0.1036954061432614,0.10369540614330973,0.10369540614278674,0.10121191018699477,0.10369540614319946,0.10369540614278963,0.10369540614326783,0.10369540614327424,0.069224840667911,0.1036954061432051
453,1985.0,2017.0,Religious Group (v5),Guangzhou (Buddhism),0.1036954061432614,0.10369540614330973,0.10369540614278674,0.10121191018699477,0.10369540614319946,0.10369540614278963,0.10369540614326783,0.10369540614327424,0.069224840667911,0.1036954061432051
456,-165.0,75.0,Religious Group (v5),The Essenes,0.15715687249253193,0.8289383077943007,1.011640271465343e-14,0.0002481992420767554,5.285304367962962e-06,1.2910586657711029e-12,7.184374004428137e-10,0.0136046463559845,4.668809099962097e-05,2.1624203543804634e-26
457,2013.0,2017.0,Religious Group (v5),Kananga - Pentacostal,0.1036954061432614,0.10369540614330973,0.10369540614278674,0.10121191018699477,0.10369540614319946,0.10369540614278963,0.10369540614326783,0.10369540614327424,0.069224840667911,0.1036954061432051
458,1869.0,2017.0,Religious Group (v5),Tanna - Christian,0.1036954061432614,0.10369540614330973,0.10369540614278674,0.10121191018699477,0.10369540614319946,0.10369540614278963,0.10369540614326783,0.10369540614327424,0.069224840667911,0.1036954061432051
459,-1100.0,2017.0,Religious Group (v5),Tanna - Kastom,0.1036954061432614,0.10369540614330973,0.10369540614278674,0.10121191018699477,0.10369540614319946,0.10369540614278963,0.10369540614326783,0.10369540614327424,0.069224840667911,0.1036954061432051
462,1550.0,1989.0,Religious Group (v5),Tukano,0.07216934585968098,0.09517081843123093,0.11604077520465146,0.13997270084065982,0.15905437001804953,0.053258293076549786,0.16584294244701442,0.007610559399595966,0.030780932444407733,0.16009926227815935
465,2014.0,2016.0,Religious Group (v5),Mysore,0.1036954061432614,0.10369540614330973,0.10369540614278674,0.10121191018699477,0.10369540614319946,0.10369540614278963,0.10369540614326783,0.10369540614327424,0.069224840667911,0.1036954061432051
468,1870.0,2017.0,Religious Group (v5),Turkana,0.1036954061432614,0.10369540614330973,0.10369540614278674,0.10121191018699477,0.10369540614319946,0.10369540614278963,0.10369540614326783,0.10369540614327424,0.069224840667911,0.1036954061432051
471,2015.0,2016.0,Religious Group (v5),Urban Northern Ireland,0.1036954061432614,0.10369540614330973,0.10369540614278674,0.10121191018699477,0.10369540614319946,0.10369540614278963,0.10369540614326783,0.10369540614327424,0.069224840667911,0.1036954061432051
472,1110.0,2017.0,Religious Group (v5),Karma Kagyu or Kamtsang Kagyu,5.586898536879598e-09,3.290268279044319e-08,7.312857051691915e-14,1.3005844874843606e-23,0.9997805039026344,1.604636324528998e-37,0.00020690112213580066,1.2556485055246934e-05,5.806231505410982e-28,5.202778709821677e-13
476,1000.0,2015.0,Religious Group (v5),Cham Bani,9.63265418015683e-06,3.618192606942975e-13,0.08347484703199404,2.8632594683831687e-14,0.0007252683834823576,7.738822107976907e-12,9.270574463613887e-20,0.9153684234717189,0.00042182845049540987,2.7542329782168847e-36
477,1833.0,1845.0,Religious Group (v5),Tractarian Movement,0.14177326396646886,0.7663995035600794,5.941712919969573e-14,0.01275849989785106,0.0012633860284373395,3.692576178470455e-23,0.07641048375077984,0.0013948627959683433,1.3115889621588714e-15,3.5448746738409776e-13
479,-2900.0,-2300.0,Religious Group (v5),Mesopotamian city-state cults of the Early Dynastic periods,1.955788521063758e-13,3.6963561055281525e-15,1.1314001322114847e-12,5.032521369230851e-12,8.697527775826834e-13,2.4206062039507967e-25,0.005903711122218516,2.6783340744059502e-15,0.004130824067253822,0.989965464803292
482,1700.0,2000.0,Religious Group (v5),Miskito,0.1036954061432614,0.10369540614330973,0.10369540614278674,0.10121191018699477,0.10369540614319946,0.10369540614278963,0.10369540614326783,0.10369540614327424,0.069224840667911,0.1036954061432051
483,2015.0,2016.0,Religious Group (v5),Northern Irish Roman Catholics,0.39859110779248846,0.04506803538577879,9.289561908843037e-14,0.5506499166330523,0.00035131988595033865,5.393071871908658e-13,0.005263377796849102,6.517589979379314e-05,1.1066605404940515e-05,5.031446713308603e-14
484,2015.0,2016.0,Religious Group (v5),Northern Irish Protestants,0.8696928979887457,0.10588302302561874,2.199112400832441e-14,0.012577964479684086,6.595496445213823e-05,1.137410705694402e-12,0.011634261085289116,0.00014208471856790305,3.81373648284704e-06,3.7707018889311724e-25
485,500.0,1500.0,Religious Group (v5),Sámi pre-Christian religion,0.06942389447518882,0.001348441208840339,0.34316537076144865,0.29215735510971086,0.0021078066112202947,0.056851865848893166,1.0257348521907825e-09,0.06572693570915329,0.10414669285647409,0.06507163639333573
486,1820.0,2017.0,Religious Group (v5),Church of Jesus Christ of Latter-day Saints (early),0.598101121168466,0.34903130686914446,1.4981644515361334e-14,0.0017058745795075715,1.5443368276875552e-05,1.165204881857175e-12,0.05099888569138516,0.00013987260630643226,7.495715733407232e-06,1.1983454826816006e-25
490,1260.0,1302.0,Religious Group (v5),Guglielmites,0.4794894658553469,0.037050698611020186,5.179641908516575e-14,0.0014728327988510644,5.7272835021653124e-05,2.838964256326429e-13,0.48060055541326274,0.0013251167703700307,4.057715791694146e-06,7.973192736307698e-25
492,-800.0,380.0,Religious Group (v5),Roman Divination,6.596427598072777e-27,2.650847532971934e-18,1.5495200892653023e-14,0.049515717858680426,0.005086133973390149,7.47185408708208e-49,1.3181657358967682e-06,1.0136746264591052e-17,1.117867083128474e-17,0.9453968300021781
493,1858.0,2017.0,Religious Group (v5),Krishna Worship in North India - Modern Period,0.06386514143272942,0.10648554405133182,0.09729153910326707,0.15286297134374957,0.17796412181995644,0.04985155259857233,0.17454237524894337,0.007908709648541134,0.0035724893188397626,0.16565555543406918
520,1600.0,2015.0,Religious Group (v5),Cham Ahiér,3.587833079923823e-41,3.190614753035846e-31,4.839339439759799e-25,1.4265450761957446e-34,0.9999991530408061,3.117570119208545e-60,8.469591938074949e-07,3.0953386828895644e-17,6.850976925929811e-29,4.152686269306936e-23
525,1951.0,2018.0,Religious Group (v5),Church of Jesus Christ of Latter-day Saints (modern),0.598101121168466,0.34903130686914446,1.4981644515361334e-14,0.0017058745795075715,1.5443368276875552e-05,1.165204881857175e-12,0.05099888569138516,0.00013987260630643226,7.495715733407232e-06,1.1983454826816006e-25
526,1900.0,2018.0,Religious Group (v5),Hmong Christianity,0.07501632877531332,0.09157823897446106,6.298122938438136e-14,0.000896049593198658,0.00035491646277738313,1.1499900214699892e-13,0.8273591671170563,0.004790847584989561,4.451492025804341e-06,3.0993580388803103e-24
534,-42.0,518.0,Religious Group (v5),Roman Imperial Cult,0.00017592451523365646,6.676961814343606e-06,1.0047385146860952e-13,0.30557068301010465,0.1199525090936841,2.4498770710633407e-26,0.0004285530128883757,4.7032520227788866e-05,5.748441019556496e-17,0.5738186208859466
535,200.0,1200.0,Religious Group (v5),Pāśupatas,5.890473742699303e-16,0.0036363239342104546,0.022466097525968624,1.0030144779378269e-23,0.9579761516554477,6.717038452879274e-23,0.015921426884321764,2.230016490019987e-14,2.8596567813229726e-14,2.258702581339303e-33
562,1017.0,1445.0,Religious Group (v6),Medieval Śrīvaiṣṇavism,1.935877468630778e-05,0.8791529707565595,7.049626766746941e-14,7.099785980176304e-14,0.01235323968116905,1.6554073139129608e-23,0.10713647421584109,0.00132873074189432,9.225829708276714e-06,4.765315951071754e-35
563,1845.0,2018.0,Religious Group (v6),"Gaddi, a Hindu community of the Western Himalayas",0.000563217134637445,1.8281030080767765e-05,2.1339725617678122e-13,0.7128785974764601,0.025606789189153344,7.843328778263701e-26,0.0011957008744628414,0.0001261176636269292,8.391994204948728e-17,0.259611296631365
564,1950.0,2018.0,Religious Group (v6),Tribal Christianity (and allied castes) in the Himalayas,0.07501632877531332,0.09157823897446106,6.298122938438136e-14,0.000896049593198658,0.00035491646277738313,1.1499900214699892e-13,0.8273591671170563,0.004790847584989561,4.451492025804341e-06,3.0993580388803103e-24
565,1925.0,1960.0,Religious Group (v5),Fellahin,0.06508270960210445,0.1019211503706546,0.09885910314850642,0.14631065678319427,0.16609436004077918,0.05555968150945871,0.1776059484794012,0.008150365645226611,0.008961147244920371,0.1714548771757541
570,1986.0,2018.0,Religious Group (v5),Supreme Master Ching Hai World Society,0.025398342673930454,2.989981171620322e-13,0.4740907112715082,0.13382973848447316,0.0002743829949721483,0.2729062036153556,1.262662384962495e-12,0.00045390655288325395,0.09304671440528084,3.465774444297223e-14
571,1855.0,1890.0,Religious Group (v5),Abkhaz,0.01581477888520772,0.0016559128387927894,0.1731565195759273,0.23379950575024516,0.21713199287060567,0.025554931583465276,0.015866681911118622,0.018974736762853123,0.056173063555239114,0.2418718762665452
574,1920.0,1967.0,Religious Group (v5),Konso,0.012334274591068407,0.00028990945870685357,0.22697465947598372,0.18948519523799445,0.19763325536578136,0.009028058576935439,0.01715266064196672,0.00825592043092892,0.03494826159207312,0.3038978046285612
577,1860.0,1900.0,Religious Group (v5),Ganda,0.010375851943411648,0.00030542713225719395,0.05672584712893078,0.5306006779585343,0.12592535526528723,0.005273202461287649,0.0020311902535383995,0.007463920421882579,0.0010405452775103712,0.2602579821573598
580,1700.0,2018.0,Religious Group (v5),Nāth Sampradāya,3.129545351853764e-13,7.158519443555368e-05,4.309332654225125e-14,0.9450840864141072,0.0007556281380415933,4.471990556648417e-25,4.799105894276735e-05,3.778591580698444e-17,2.3756913936387857e-05,0.054016952280180275
580,1700.0,2018.0,Religious Group (v5),Nāth Sampradāya,2.297525087955982e-12,0.00030066448873973767,1.0460735763424393e-13,0.9879664386420459,0.000182412930592766,5.346965720921959e-24,1.716626259410807e-12,4.443480984218302e-15,0.0005895980605895202,0.01096088587390898
589,1915.0,1945.0,Religious Group (v5),Warrau,1.3210334992420385e-25,9.82520534916673e-07,6.490991265628445e-13,2.659380005434287e-12,1.5562729311089678e-12,5.008053670524352e-36,6.758607134733964e-15,1.112909238723162e-15,1.15974897990017e-13,0.9999990174744765
590,670.0,712.0,Religious Group (v5),Huayan School (Early Tang),0.12730686770396404,0.1250558328107039,0.06815053383751213,0.127306867703996,0.12730686770396335,0.060308435729568455,0.1273068677040466,0.10000995541326092,0.020185814769786186,0.11706195662319843
592,11.0,12.0,Religious Group (v5),Veerashaivas,5.665620963594775e-18,3.6146851327930034e-06,1.807810138577536e-13,6.780446740923893e-23,0.9998334455717015,4.5498789961268165e-36,0.00016293974298269885,1.3250000612792854e-16,2.2137664141445134e-15,7.165965841091601e-23
594,1925.0,1955.0,Religious Group (v5),Wolof,0.1036954061432614,0.10369540614330973,0.10369540614278674,0.10121191018699477,0.10369540614319946,0.10369540614278963,0.10369540614326783,0.10369540614327424,0.069224840667911,0.1036954061432051
595,1804.0,1840.0,Religious Group (v5),Western Samoans,0.10083679327957386,0.022635674981372155,0.16947555427972705,0.10478526897850847,0.11768056467038586,0.04567601252735,0.13976998476505456,0.05625463054064971,0.08043887824394819,0.1624466377334302
598,1875.0,1915.0,Religious Group (v6),Masai,0.04938913149693397,0.03390906995226837,4.063490388821218e-13,0.29809959265132757,0.31126245101820305,1.388034532664349e-13,0.025320326636042677,0.04514329707060886,0.00020681145607589528,0.2366693197179945
600,1900.0,1930.0,Religious Group (v6),Riffians,0.07918170574823902,0.017774577091295204,0.1330800299575719,0.0822822311693416,0.13495882696061332,0.035866913911624124,0.1529830740424617,0.1530530701197996,0.0631643210841793,0.14765524991487414
602,1930.0,1960.0,Religious Group (v6),Amhara,0.0015924135557129498,2.6809707813700535e-05,0.09771026642280428,0.24787434063251446,0.28868500401376407,0.0009617037419710927,0.002027495631904419,0.00019053941940804845,0.0015417565256317218,0.35938967034847535
607,-400.0,-200.0,Religious Group (v6),Mohism,2.595413936527624e-16,0.011055762731610198,0.23389921341342945,7.480812508556208e-12,0.6521993937024203,1.464333513684498e-23,0.08242898208603394,1.2579816208521214e-13,0.020416647996674954,6.222424029748606e-11
608,1926.0,1955.0,Religious Group (v6),Kurd,0.0842024760599586,0.12642945304765546,0.07536529327271083,0.12642945304455272,0.12328124912980007,0.10303027194293873,0.11892284662929069,0.11742226700541943,0.007999576751440982,0.1169171131162325
610,1900.0,1960.0,Religious Group (v6),Somali,0.05542404938169819,0.15134633393790242,0.0773443725159447,0.1297065633280573,0.005324138857904848,0.1023231641561198,0.137342991686197,0.13229195636351793,0.05544881038571348,0.15344761938694434
613,1800.0,1830.0,Religious Group (v6),Maori,0.10557222279472307,0.02179138207916948,0.15133195692619902,0.0799426675976573,0.126305380740908,0.04782101863882086,0.19376844448099234,0.2040642174279997,0.04158210706468575,0.02782060224884453
614,1925.0,1960.0,Religious Group (v6),!Kung,0.007161386549812719,0.005278349383226321,1.886115482749162e-13,0.2218387756889098,0.01121864204450531,6.3855677458314145e-25,0.04855060652674349,0.0009680560868018321,2.773183660520967e-16,0.7049841837198115
618,1860.0,1890.0,Religious Group (v6),Nuxalk,0.008655682803851992,0.00023241744397456453,0.19461023011967363,0.24632084546574587,0.013590100056305421,0.004114615308132632,0.03141267548849146,0.0015606409003612932,0.03312758572400778,0.4663752066894554
