entry_id,entry_name,poll_id,poll_name,description,year_from,year_to,region_id,expert_id,expert_name,editor_id,editor_name,date_created,date_modified,data_source,dim0,dim1,dim2,dim3,dim4,dim5,dim6,dim7
227,Hindu Goddess Worship in Northwest India—Modern Period,35,Religious Group (v5),,1980,2000,481,128,Kathleen Erndl,24,Travis Chilcott,2015-05-06 19:41:55.895 +0200,2017-11-17 14:55:22.643 +0100,Database of Religious History (DRH),0.05792188601728965,1.5136648683700706e-66,0.010904342491540167,0.8915324577036369,4.070422583444582e-14,1.6606615476923318e-13,3.0950099914961964e-15,0.03964131378732339
228,Late Chosŏn Korea,35,Religious Group (v5),,1600,1900,42,168,Guy Shababo,6,Matthew Hamm,2015-05-12 20:07:01.878 +0200,2017-11-17 14:55:22.644 +0100,Database of Religious History (DRH),0.9927033409752198,5.269668236166623e-13,3.839021472824016e-38,4.413669592121557e-15,8.208268102618194e-40,7.767204985599742e-47,0.00729665902424885,1.3744726506547275e-27
230,Religion in Mesopotamia,35,Religious Group (v5),,-3300,-539,494,112,Karen Sonik,4,Karen Sonik,2015-05-23 20:57:29.533 +0200,2017-11-17 14:55:22.645 +0100,Database of Religious History (DRH),8.758940576164965e-06,8.057898632978266e-17,1.4612477474071938e-60,1.2300966315299284e-06,1.3592311784787815e-43,8.171360325185098e-78,0.9999900109627923,6.93401554658878e-63
263,Irish Catholicism,35,Religious Group (v5),Irish Catholicism,2000,2015,554,207,Conn Herriott,14,Conn Herriott,2015-10-20 07:00:00.000 +0200,2019-01-29 19:36:14.627 +0100,Database of Religious History (DRH),0.0003845943634023962,1.741872665467313e-83,1.751188339436785e-14,0.00034005634679240814,0.01954862178201133,0.00016275743286547944,1.3644448786717605e-30,0.9795639700749108
300,Israelite Religion,35,Religious Group (v5),,-1200,-515,44,207,Conn Herriott,14,Conn Herriott,2016-02-01 07:00:00.000 +0100,2017-11-17 14:55:22.687 +0100,Database of Religious History (DRH),0.000788713472461861,1.8264859128694762e-68,0.8295122263478637,0.1696990601796353,2.469189202356095e-14,1.9212496729808699e-34,1.4484234964388013e-14,1.0806937651409096e-24
308,Neo-Assyrian Scholars,35,Religious Group (v5),,-900,-501,582,297,Anne-Caroline Rendu Loisel,4,Karen Sonik,2016-02-02 07:00:00.000 +0100,2017-11-17 14:55:22.688 +0100,Database of Religious History (DRH),0.08358352928260741,1.1297193500489541e-64,1.1315418216508586e-13,0.9164164707109497,1.4972891797844886e-13,3.1600096089513747e-25,3.1975682470751454e-12,2.9827217434647596e-12
355,Paul the Apostle,35,Religious Group (v5),"Paul was a well-educated (i.e. elite) Jewish Pharisee who understood the Galilean teacher Jesus of Nazareth to be the ""Christ"" or Messiah predicted in the Hebrew Bible. He traveled throughout the Mediterranean, primarily to urban hubs, offering his unique interpretation of the Jewish scriptures, what he called ""pneumatic demonstrations,"" and details of his divinatory experiences to those with means to sponsor him as a religious specialist and self-styled ""apostle."" After leaving these urban areas, he would continue contact via formal letter writing. Some of these letters still survive and constitute our evidence for Paul's efforts. The degree to which the groups to whom he writes were bounded and cohesive is debated by scholars. These letters have also been preserved somewhat idiosyncratically and represent hundreds of years of editing and translation by various parties.",50,60,6,279,Robyn Walsh,41,Gretel Rodríguez,2016-08-14 07:00:00.000 +0200,2018-05-20 03:45:49.176 +0200,Database of Religious History (DRH),0.004987257157047613,3.805103267868445e-81,0.026949596434456595,0.34536737603761575,0.6226957703708518,2.824259559488451e-14,4.122541937026189e-28,6.578642120733978e-23
358,16th-17th c. Gauḍīya Vaiṣṇava Tradition,35,Religious Group (v5),"The Gauḍīya Vaiṣṇava tradition is a Hindu devotional tradition that originated in the Bengal region of India during the 16th century. The 16th-17th centuries were a particularly theologically formative and constructive time for this group. Most traditions considered ""Hindu"" view the collection of texts referred to as the śruti, or “that which is heard,” which includes the Vedic Saṃhitās and Upaniṣads as the most authoritative sacred texts. Among these, many, including the early Gauḍīya Vaiṣṇava theologians, attribute more authority to various texts belonging to the genre of smṛti, or “that which is remembered.” Among these texts, there is no more authoritative than the Bhāgavata Purāna.


Using the Bhāgavata Purāna as the basis for their theology, early Gauḍīya Vaiṣṇava theologians drew on a range of existing texts and traditions and used various hermeneutical strategies to develop and advocate for a path of devotion (bhakti-mārga) to Kṛṣṇa, the exclusive and supreme object of devotion (bhakti). They argue this path is superior to all other soteriological paths and the best means for realizing one’s true eternal nature (svarūpa), attaining the highest level of transcendental pleasure (ānanda), and achieving liberation from the cycle of birth and death (sāṃsāra). 

The starting point of the path of devotion is śraddhā, or ‘faith;’ the overarching goal of following the path is to attain premā, or ‘divine love’ for Kṛṣṇa; and the principal means of attaining premā consists of faithfully engaging in sādhana, a range of diverse regulated religious practices that systematically engage the mind and body in devotional acts. In the course and consequence of attaining the goal of premā, early Gauḍīya theologians reference and describe occurrences of devotees having what they refer to as a ‘direct perceptual experience’ (sākṣātkāra) of Kṛṣṇa relative to the devotee’s qualifications and devotional temperament.",1500,1699,620,343,Travis Chilcott,24,Travis Chilcott,2016-09-08 07:00:00.000 +0200,2024-06-11 13:16:37.320 +0200,Database of Religious History (DRH),1.924268862309291e-06,1.0502953004836129e-74,2.5599114510629432e-14,0.9230618654135749,0.07693621031752491,3.973385331037523e-17,9.106779420663424e-29,1.2170813091791638e-14
361,Classical Greek Religion,35,Religious Group (v5),Religious beliefs in Classical Greece as described in the sources listed with this entry.,-500,-300,588,334,Source: Osborne et al.,1,M. Willis Monroe,2016-09-15 07:00:00.000 +0200,2017-11-17 14:55:22.719 +0100,Database of Religious History (DRH),2.630792568202501e-13,0.999653346959491,2.858267702502067e-133,1.4689920269570802e-48,2.976022335014337e-109,1.4481556021773505e-151,0.00034665304024591266,1.9873707950380138e-97
381,Sikhism: Guru Nanak to Guru Arjan,35,Religious Group (v5),"The Early Sikh Community as created by Guru Nanak and lead by Gurus Angad, Amar Das, Ram Das, and Arjan.",1469,1606,481,346,Toby Braden Johnson,24,Travis Chilcott,2016-10-18 07:00:00.000 +0200,2017-11-17 14:55:22.734 +0100,Database of Religious History (DRH),0.001044598642530481,2.639778977358206e-70,7.040404819862609e-15,1.9127683643208643e-06,7.760565528116552e-16,1.1942124843756478e-22,3.2239057656514506e-41,0.9989534885890974
383,Varkaris,35,Religious Group (v5),"Varkari is a group of Vaishnava Hindus in the state of Maharashtra in India. God Viththala, an incarnation of Krishna at Pandharpur in Solapur district is their principal deity. The word Varkari means pilgrim, so the people going for pilgrimage to Pandharpur came to be known as Varkaris. Reference to the pilgrimage to Pandharpur are found in the Marathi Bhakti literature that flourished 13th century onward.
Medieval Bhakti movement of India had brought certain changes in the Hindu religious practices and also made a substantial  contribution to the vernacular literature. Dnyaneshwara and Namdeva in  the 13-14th  century are considered as a pioneer of this movement in Maharashtra. They were followed by many saints like Chokhamela, Eaknath and Tukaram from 13th to 17th century. The devotional songs composed by them are still sung and played in the houses and at religious congregations of the Hindus of Maharashtra. The movement also provided platform to subalterns.",1200,1700,649,354,Ravi Khangai,24,Travis Chilcott,2016-10-25 07:00:00.000 +0200,2017-11-17 14:55:22.737 +0100,Database of Religious History (DRH),0.999944075032941,8.105729264908893e-59,6.567644303163289e-79,5.59249668966813e-05,3.2069985274387096e-40,6.013847197860849e-69,1.192758403526681e-13,4.293525959618587e-14
387,Ahmadi; Ahmadiyya Muslim Jama'at; Ahmadiya,35,Religious Group (v5),"Members of the Ahmadiyya Muslim Jama'at founded by Mirza Ghulam Ahmad of Qadian, India in 1889",1889,2016,652,385,Afzal Upal,24,Travis Chilcott,2016-11-10 07:00:00.000 +0100,2017-11-17 14:55:22.739 +0100,Database of Religious History (DRH),0.01758318801298584,2.767610551816668e-70,3.021165187923743e-12,0.006905855095936615,0.12817658500532544,0.847334371880199,1.2183778066873498e-27,2.5317647132139276e-12
390,Dasara,35,Religious Group (v5),"Dasara is celebrated by many people in southern Karnataka, especially in the city of Mysore. The celebrants include people from all castes and religious communities, including brahmin priests, royalty, agricultural castes, people of the city, etc.",1610,2016,654,373,Caleb Simmons,24,Travis Chilcott,2016-11-13 07:00:00.000 +0100,2017-11-17 14:55:22.742 +0100,Database of Religious History (DRH),1.2076716113550146e-07,2.876658402261089e-24,4.173344041123679e-107,1.4523150305352674e-30,3.718079602919033e-80,1.1595660150119398e-122,0.999999879232839,5.52874476164337e-58
392,Sikhism: Guru Hargobind to Guru Gobind Singh,35,Religious Group (v5),"Sikh tradition under the leadership of Gurus 6-10: Guru Hargobind (1606-44), Guru Har Rai (1644-61), Guru Harkrishan (1661-1664), Guru Teg Bahadur (1664-75), and Guru Gobind Singh (1675-1708).",1606,1708,652,346,Toby Braden Johnson,24,Travis Chilcott,2016-11-18 07:00:00.000 +0100,2022-02-10 18:22:25.504 +0100,Database of Religious History (DRH),0.012881497719178146,5.803285203215928e-68,2.554101455544356e-14,1.9893361374701513e-05,2.0648162093338087e-16,4.2138088055078726e-33,8.658032992894894e-29,0.9870986089194214
395,International Society for Krishna Consciousness (ISKCON),35,Religious Group (v5),"A religious movement inspired by the teachings of the Indian Medieval cultural hero Caitanya and started by A.C. Bhaktivedanta Swami Prabhupada in 1966 in New York. Its doctrine belongs to the tradition of Gaudiya Vaishnavism, with a number of theological issues and disputes traceable to the colonial encounter with Christianity. The movement is spread worldwide, but presently it is most active in India. The community structure fluctuated significantly during its short history, from strong monastic and proselytizing beginnings in the sixties and seventies, through somewhat turbulent transition in the eighties, to a core of religious specialists organizing temple and congregational worship and catering both to the general and elite populace in India, the heritage community in the US and the EU, and a number of religious converts worldwide.",1966,2016,660,350,Aleksandar Uskokov,24,Travis Chilcott,2016-11-05 06:00:00.000 +0100,2017-11-17 14:55:22.744 +0100,Database of Religious History (DRH),9.824664864883832e-05,6.920988309122225e-70,2.796415310442004e-16,0.9995279257174852,0.00037382763382783134,6.407822455118066e-38,2.5507809192352924e-27,3.7934692494443806e-14
400,Singaporean Mega-Churches,35,Religious Group (v5),"This group is comprised of many independent Christian movements. It has many roots in the Anglican, Catholic, Methodist, Presbyterian, and Lutheran churches. Starting in the late 1980s Singapore saw the rise of many independent charismatic churches.",1980,2015,381,341,Justin Lane,1,M. Willis Monroe,2016-12-08 07:00:00.000 +0100,2017-11-17 14:55:22.748 +0100,Database of Religious History (DRH),0.9996768083900176,3.9676142131350574e-55,1.8796135886521745e-46,0.0003231916085484223,1.4326485963109602e-12,2.369002655260032e-16,1.1830333758993129e-15,4.204199006120857e-23
416,Edinoverie,35,Religious Group (v5),"Edinoverie ('the united faith') refers to a movement created in 1800 within the Russian Orthodox Church to facilitate conversion from Old Belief, a series of schismatic groups that arose in the middle of the 17th century in reaction to ritual reforms with the Church. Edinoverie allowed the converts from Old Belief to use their previously prohibited rituals and provided them with churches and monasteries where the 'old rites' could be used. This establishment of edinoverie was initiated and supported by the imperial Russian state. Edinovertsy, as the converts to edinoverie were known, were either peasants or merchants: by the time of the Russian Revolution, they numbered no more than 250,000 to 300,000, grouped around approximately 300 parishes scattered across the empire. Controversial within the Church itself and despised by the Old Believers as an instrument of police coercion, edinoverie did not heal the schism in Russian Orthodoxy.",1800,1918,669,416,James White,1,M. Willis Monroe,2017-01-18 07:00:00.000 +0100,2021-11-11 17:58:22.981 +0100,Database of Religious History (DRH),0.08268315794800592,7.388038391100943e-69,1.1836597891285694e-35,0.0002968806868759448,3.8968263453977254e-13,3.207137652945493e-16,8.753883190110508e-18,0.9170199613647282
420,Swaminarayan Sampraday,35,Religious Group (v5),"The Swaminarayan Sampraday is a Hindu devotional tradition founded by Swaminarayan (1781-1830 CE) in Gujarat, the northwestern region of India. Today, the Swaminarayan Sampraday comprises of several branches which together have global followers base that has been estimated to be in the range of five million.",1800,2017,660,401,Bhakti Mamtora,24,Travis Chilcott,2017-02-05 07:00:00.000 +0100,2017-11-17 14:55:22.773 +0100,Database of Religious History (DRH),0.0003898289932000679,9.900831635006972e-82,0.004090902006773804,0.9924831690711918,0.0030360999286065293,8.095316392601663e-17,8.275125616472792e-16,2.2691502824620038e-13
424,Achaemenid Religion,35,Religious Group (v5),The religion of the rulers of the Achaemenid Persian Empire.,-550,-330,548,386,Amirardalan Emami,4,Karen Sonik,2017-03-08 07:00:00.000 +0100,2017-11-17 14:55:22.777 +0100,Database of Religious History (DRH),0.9933388173103923,9.99906279818749e-37,1.786724695875254e-51,2.926337137024941e-16,3.906661719965172e-32,2.6935951987203188e-62,0.00666118268960729,1.2352764851844963e-28
439,Śaiva Magic,35,Religious Group (v5),"Magic in South Asia consists of pragmatic rituals aimed to transform the everyday world on behalf of a single practitioner or client; it originates and is most fully represented in the Śaiva tantras, even though Śaiva ritual techniques can be found in Buddhist and Jain tantras.  Śaiva magic is constituted by the six magic ritual results (ṣaṭkarman), fantastic acts and enchanted items (indrajāla, kautukakarman), and conjuring (yakṣinīsādhana).  Though such rites are prefigured by techniques found in the Vedas, Epic, and Legal literature--especially those practices labeled sorcery (abhicāra), root-work (mūlakarman), and medicine craft (auṣadhi)--the full bloom of Śaiva magic is found in the tantras.  Magic is not to be confused with the perfections (siddhis) displayed by thaumaturges (siddhas) or the yoga powers displayed by perfected strivers (yogīs); magic is the realm of the, often singular, ritual practitioner (sādhaka).",800,1500,689,464,Aaron Michael Ullrey,5,Courtney Fitzsimmons,2017-06-26 15:23:09.884 +0200,2017-11-17 14:55:22.808 +0100,Database of Religious History (DRH),3.6330737387866657e-09,7.182037932542635e-05,1.5093509552469265e-86,1.8927337035752615e-33,2.599656903476918e-71,7.801059681338914e-133,0.9999281759876008,7.059777509169115e-91
439,Śaiva Magic,35,Religious Group (v5),"Magic in South Asia consists of pragmatic rituals aimed to transform the everyday world on behalf of a single practitioner or client; it originates and is most fully represented in the Śaiva tantras, even though Śaiva ritual techniques can be found in Buddhist and Jain tantras.  Śaiva magic is constituted by the six magic ritual results (ṣaṭkarman), fantastic acts and enchanted items (indrajāla, kautukakarman), and conjuring (yakṣinīsādhana).  Though such rites are prefigured by techniques found in the Vedas, Epic, and Legal literature--especially those practices labeled sorcery (abhicāra), root-work (mūlakarman), and medicine craft (auṣadhi)--the full bloom of Śaiva magic is found in the tantras.  Magic is not to be confused with the perfections (siddhis) displayed by thaumaturges (siddhas) or the yoga powers displayed by perfected strivers (yogīs); magic is the realm of the, often singular, ritual practitioner (sādhaka).",800,1500,689,464,Aaron Michael Ullrey,5,Courtney Fitzsimmons,2017-06-26 15:23:09.884 +0200,2017-11-17 14:55:22.808 +0100,Database of Religious History (DRH),4.5235827545046575e-09,1.092850056276454e-16,1.2018251708600042e-85,6.92527280244372e-33,1.0261465850331411e-70,6.482877522254663e-133,0.9999999954764172,6.450389124984079e-91
439,Śaiva Magic,35,Religious Group (v5),"Magic in South Asia consists of pragmatic rituals aimed to transform the everyday world on behalf of a single practitioner or client; it originates and is most fully represented in the Śaiva tantras, even though Śaiva ritual techniques can be found in Buddhist and Jain tantras.  Śaiva magic is constituted by the six magic ritual results (ṣaṭkarman), fantastic acts and enchanted items (indrajāla, kautukakarman), and conjuring (yakṣinīsādhana).  Though such rites are prefigured by techniques found in the Vedas, Epic, and Legal literature--especially those practices labeled sorcery (abhicāra), root-work (mūlakarman), and medicine craft (auṣadhi)--the full bloom of Śaiva magic is found in the tantras.  Magic is not to be confused with the perfections (siddhis) displayed by thaumaturges (siddhas) or the yoga powers displayed by perfected strivers (yogīs); magic is the realm of the, often singular, ritual practitioner (sādhaka).",800,1500,689,464,Aaron Michael Ullrey,5,Courtney Fitzsimmons,2017-06-26 15:23:09.884 +0200,2017-11-17 14:55:22.808 +0100,Database of Religious History (DRH),1.8265602522613427e-08,1.2317475449284595e-05,1.3504050670184409e-74,1.08396662502091e-31,6.116617410191668e-69,8.89171773378103e-121,0.9999876642589481,3.675717265614249e-89
439,Śaiva Magic,35,Religious Group (v5),"Magic in South Asia consists of pragmatic rituals aimed to transform the everyday world on behalf of a single practitioner or client; it originates and is most fully represented in the Śaiva tantras, even though Śaiva ritual techniques can be found in Buddhist and Jain tantras.  Śaiva magic is constituted by the six magic ritual results (ṣaṭkarman), fantastic acts and enchanted items (indrajāla, kautukakarman), and conjuring (yakṣinīsādhana).  Though such rites are prefigured by techniques found in the Vedas, Epic, and Legal literature--especially those practices labeled sorcery (abhicāra), root-work (mūlakarman), and medicine craft (auṣadhi)--the full bloom of Śaiva magic is found in the tantras.  Magic is not to be confused with the perfections (siddhis) displayed by thaumaturges (siddhas) or the yoga powers displayed by perfected strivers (yogīs); magic is the realm of the, often singular, ritual practitioner (sādhaka).",800,1500,689,464,Aaron Michael Ullrey,5,Courtney Fitzsimmons,2017-06-26 15:23:09.884 +0200,2017-11-17 14:55:22.808 +0100,Database of Religious History (DRH),3.2474485680957304e-08,4.09612002685736e-28,1.0387434455047649e-85,4.3306261836395926e-32,5.5607732543836355e-59,2.486057714999236e-121,0.9999999675255142,3.9223595136359555e-79
439,Śaiva Magic,35,Religious Group (v5),"Magic in South Asia consists of pragmatic rituals aimed to transform the everyday world on behalf of a single practitioner or client; it originates and is most fully represented in the Śaiva tantras, even though Śaiva ritual techniques can be found in Buddhist and Jain tantras.  Śaiva magic is constituted by the six magic ritual results (ṣaṭkarman), fantastic acts and enchanted items (indrajāla, kautukakarman), and conjuring (yakṣinīsādhana).  Though such rites are prefigured by techniques found in the Vedas, Epic, and Legal literature--especially those practices labeled sorcery (abhicāra), root-work (mūlakarman), and medicine craft (auṣadhi)--the full bloom of Śaiva magic is found in the tantras.  Magic is not to be confused with the perfections (siddhis) displayed by thaumaturges (siddhas) or the yoga powers displayed by perfected strivers (yogīs); magic is the realm of the, often singular, ritual practitioner (sādhaka).",800,1500,689,464,Aaron Michael Ullrey,5,Courtney Fitzsimmons,2017-06-26 15:23:09.884 +0200,2017-11-17 14:55:22.808 +0100,Database of Religious History (DRH),2.6083456918011674e-08,2.692098737684092e-16,1.3046332099626469e-86,1.1836805781189264e-32,1.408876781072134e-59,2.991769877228499e-121,0.9999999739165428,4.293225418330185e-79
439,Śaiva Magic,35,Religious Group (v5),"Magic in South Asia consists of pragmatic rituals aimed to transform the everyday world on behalf of a single practitioner or client; it originates and is most fully represented in the Śaiva tantras, even though Śaiva ritual techniques can be found in Buddhist and Jain tantras.  Śaiva magic is constituted by the six magic ritual results (ṣaṭkarman), fantastic acts and enchanted items (indrajāla, kautukakarman), and conjuring (yakṣinīsādhana).  Though such rites are prefigured by techniques found in the Vedas, Epic, and Legal literature--especially those practices labeled sorcery (abhicāra), root-work (mūlakarman), and medicine craft (auṣadhi)--the full bloom of Śaiva magic is found in the tantras.  Magic is not to be confused with the perfections (siddhis) displayed by thaumaturges (siddhas) or the yoga powers displayed by perfected strivers (yogīs); magic is the realm of the, often singular, ritual practitioner (sādhaka).",800,1500,689,464,Aaron Michael Ullrey,5,Courtney Fitzsimmons,2017-06-26 15:23:09.884 +0200,2017-11-17 14:55:22.808 +0100,Database of Religious History (DRH),1.3112909297711997e-07,4.616779288793525e-17,1.1671760629412264e-74,6.778522385889337e-31,3.314686134591902e-57,3.4098428982917395e-109,0.9999998688709071,2.23516142543045e-77
439,Śaiva Magic,35,Religious Group (v5),"Magic in South Asia consists of pragmatic rituals aimed to transform the everyday world on behalf of a single practitioner or client; it originates and is most fully represented in the Śaiva tantras, even though Śaiva ritual techniques can be found in Buddhist and Jain tantras.  Śaiva magic is constituted by the six magic ritual results (ṣaṭkarman), fantastic acts and enchanted items (indrajāla, kautukakarman), and conjuring (yakṣinīsādhana).  Though such rites are prefigured by techniques found in the Vedas, Epic, and Legal literature--especially those practices labeled sorcery (abhicāra), root-work (mūlakarman), and medicine craft (auṣadhi)--the full bloom of Śaiva magic is found in the tantras.  Magic is not to be confused with the perfections (siddhis) displayed by thaumaturges (siddhas) or the yoga powers displayed by perfected strivers (yogīs); magic is the realm of the, often singular, ritual practitioner (sādhaka).",800,1500,689,464,Aaron Michael Ullrey,5,Courtney Fitzsimmons,2017-06-26 15:23:09.884 +0200,2017-11-17 14:55:22.808 +0100,Database of Religious History (DRH),1.6325864152225155e-07,7.024586933961247e-29,9.293006223256469e-74,2.479997249072832e-30,1.3082916673145593e-56,2.833461921843675e-109,0.9999998367413584,2.0420792298641954e-77
