entry_id,entry_name,poll_id,poll_name,description,year_from,year_to,region_id,expert_id,expert_name,editor_id,editor_name,date_created,date_modified,data_source,dim0,dim1,dim2,dim3,dim4,dim5,dim6
217,Roman private religion,35,Religious Group (v5),,-202,-44,498,157,Celia Schultz,48,Gino Canlas,2015-04-23 15:18:15.430 +0200,2023-03-21 19:40:41.092 +0100,Database of Religious History (DRH),3.760854257802698e-39,4.229000641523193e-77,1.45185593585993e-50,1.6674740510113273e-19,2.2339119402773542e-98,0.9999999999999988,1.2750817035432079e-15
224,Old Norse Fornsed,35,Religious Group (v5),,600,1100,31,38,Neil Price,9,Ben Raffield,2015-05-04 19:49:20.232 +0200,2017-11-17 14:55:22.640 +0100,Database of Religious History (DRH),3.8462930696962788e-87,3.448555859180529e-138,2.1997895857582562e-98,2.9324346656019258e-55,3.2716445286968585e-193,1.0,7.088794933784642e-32
227,Hindu Goddess Worship in Northwest India—Modern Period,35,Religious Group (v5),,1980,2000,481,128,Kathleen Erndl,24,Travis Chilcott,2015-05-06 19:41:55.895 +0200,2017-11-17 14:55:22.643 +0100,Database of Religious History (DRH),2.7229912854043665e-07,8.123415320171832e-13,5.722311041564929e-13,0.9756836792097732,0.00016779047114124035,9.09529404718005e-19,0.02414825801857258
228,Late Chosŏn Korea,35,Religious Group (v5),,1600,1900,42,168,Guy Shababo,6,Matthew Hamm,2015-05-12 20:07:01.878 +0200,2017-11-17 14:55:22.644 +0100,Database of Religious History (DRH),3.5010443278732585e-31,1.1543968301653622e-48,1.5029271715384184e-48,1.0896370010643854e-26,1.5698131829699685e-38,0.0004331288166935655,0.9995668711833063
230,Religion in Mesopotamia,35,Religious Group (v5),,-3300,-539,494,112,Karen Sonik,4,Karen Sonik,2015-05-23 20:57:29.533 +0200,2017-11-17 14:55:22.645 +0100,Database of Religious History (DRH),3.7990924917063446e-39,1.1929199792504522e-52,6.183852876159516e-39,5.692518468559864e-06,9.917405206161333e-88,0.9999803361106426,1.3971370888728342e-05
231,Roman private religion,35,Religious Group (v5),,-600,-202,540,157,Celia Schultz,48,Gino Canlas,2015-06-04 20:37:17.360 +0200,2017-11-17 14:55:22.646 +0100,Database of Religious History (DRH),3.760854257802698e-39,4.229000641523193e-77,1.45185593585993e-50,1.6674740510113273e-19,2.2339119402773542e-98,0.9999999999999988,1.2750817035432079e-15
263,Irish Catholicism,35,Religious Group (v5),Irish Catholicism,2000,2015,554,207,Conn Herriott,14,Conn Herriott,2015-10-20 07:00:00.000 +0200,2019-01-29 19:36:14.627 +0100,Database of Religious History (DRH),0.8968195098649765,0.10295941581811334,7.978950586078874e-15,0.00011851430035271415,8.028725718866734e-13,2.1429799322147246e-24,0.00010256001574665976
284,Yolngu religion,35,Religious Group (v5),,-3500,2015,567,262,Howard and Frances Morphy,1,M. Willis Monroe,2015-12-01 07:00:00.000 +0100,2017-11-17 14:55:22.678 +0100,Database of Religious History (DRH),1.6313304955997775e-64,7.624336690949186e-99,7.117606449689278e-51,3.477878517383828e-31,3.8923900837043155e-119,1.0,1.1571962885881918e-27
300,Israelite Religion,35,Religious Group (v5),,-1200,-515,44,207,Conn Herriott,14,Conn Herriott,2016-02-01 07:00:00.000 +0100,2017-11-17 14:55:22.687 +0100,Database of Religious History (DRH),2.5998343772160582e-14,4.6071660946029895e-14,0.740317680145014,0.2593458654091562,3.619787203027435e-24,1.026683941000063e-17,0.0003364544457576545
308,Neo-Assyrian Scholars,35,Religious Group (v5),,-900,-501,582,297,Anne-Caroline Rendu Loisel,4,Karen Sonik,2016-02-02 07:00:00.000 +0100,2017-11-17 14:55:22.688 +0100,Database of Religious History (DRH),1.5452444163096489e-12,6.412207765763129e-13,1.3113017074445586e-13,0.953663393719253,1.0620066126169456e-14,2.6233228144523433e-15,0.04633660627841627
355,Paul the Apostle,35,Religious Group (v5),"Paul was a well-educated (i.e. elite) Jewish Pharisee who understood the Galilean teacher Jesus of Nazareth to be the ""Christ"" or Messiah predicted in the Hebrew Bible. He traveled throughout the Mediterranean, primarily to urban hubs, offering his unique interpretation of the Jewish scriptures, what he called ""pneumatic demonstrations,"" and details of his divinatory experiences to those with means to sponsor him as a religious specialist and self-styled ""apostle."" After leaving these urban areas, he would continue contact via formal letter writing. Some of these letters still survive and constitute our evidence for Paul's efforts. The degree to which the groups to whom he writes were bounded and cohesive is debated by scholars. These letters have also been preserved somewhat idiosyncratically and represent hundreds of years of editing and translation by various parties.",50,60,6,279,Robyn Walsh,41,Gretel Rodríguez,2016-08-14 07:00:00.000 +0200,2018-05-20 03:45:49.176 +0200,Database of Religious History (DRH),2.0177798437418975e-20,0.7699973160438224,0.011749669458396757,0.21603193388098751,1.0070867925671437e-12,1.1094309717480006e-21,0.002221080615786279
358,16th-17th c. Gauḍīya Vaiṣṇava Tradition,35,Religious Group (v5),"The Gauḍīya Vaiṣṇava tradition is a Hindu devotional tradition that originated in the Bengal region of India during the 16th century. The 16th-17th centuries were a particularly theologically formative and constructive time for this group. Most traditions considered ""Hindu"" view the collection of texts referred to as the śruti, or “that which is heard,” which includes the Vedic Saṃhitās and Upaniṣads as the most authoritative sacred texts. Among these, many, including the early Gauḍīya Vaiṣṇava theologians, attribute more authority to various texts belonging to the genre of smṛti, or “that which is remembered.” Among these texts, there is no more authoritative than the Bhāgavata Purāna.


Using the Bhāgavata Purāna as the basis for their theology, early Gauḍīya Vaiṣṇava theologians drew on a range of existing texts and traditions and used various hermeneutical strategies to develop and advocate for a path of devotion (bhakti-mārga) to Kṛṣṇa, the exclusive and supreme object of devotion (bhakti). They argue this path is superior to all other soteriological paths and the best means for realizing one’s true eternal nature (svarūpa), attaining the highest level of transcendental pleasure (ānanda), and achieving liberation from the cycle of birth and death (sāṃsāra). 

The starting point of the path of devotion is śraddhā, or ‘faith;’ the overarching goal of following the path is to attain premā, or ‘divine love’ for Kṛṣṇa; and the principal means of attaining premā consists of faithfully engaging in sādhana, a range of diverse regulated religious practices that systematically engage the mind and body in devotional acts. In the course and consequence of attaining the goal of premā, early Gauḍīya theologians reference and describe occurrences of devotees having what they refer to as a ‘direct perceptual experience’ (sākṣātkāra) of Kṛṣṇa relative to the devotee’s qualifications and devotional temperament.",1500,1699,620,343,Travis Chilcott,24,Travis Chilcott,2016-09-08 07:00:00.000 +0200,2024-06-11 13:16:37.320 +0200,Database of Religious History (DRH),2.5090349149308124e-13,0.19810551563413764,5.333740371510078e-14,0.8018931356960671,1.162902841706609e-25,1.14398685248275e-22,1.3486694910439156e-06
361,Classical Greek Religion,35,Religious Group (v5),Religious beliefs in Classical Greece as described in the sources listed with this entry.,-500,-300,588,334,Source: Osborne et al.,1,M. Willis Monroe,2016-09-15 07:00:00.000 +0200,2017-11-17 14:55:22.719 +0100,Database of Religious History (DRH),1.1697373523579042e-96,3.121744250274329e-127,7.720773207764459e-90,3.0113809318995294e-47,8.351061026024957e-163,1.0,2.6532845081295074e-33
381,Sikhism: Guru Nanak to Guru Arjan,35,Religious Group (v5),"The Early Sikh Community as created by Guru Nanak and lead by Gurus Angad, Amar Das, Ram Das, and Arjan.",1469,1606,481,346,Toby Braden Johnson,24,Travis Chilcott,2016-10-18 07:00:00.000 +0200,2017-11-17 14:55:22.734 +0100,Database of Religious History (DRH),0.9985794252748678,2.3325764302393877e-15,1.3077211885526929e-24,6.0580202363681606e-27,1.2851534948679365e-24,6.533277585899345e-24,0.0014205747251299727
383,Varkaris,35,Religious Group (v5),"Varkari is a group of Vaishnava Hindus in the state of Maharashtra in India. God Viththala, an incarnation of Krishna at Pandharpur in Solapur district is their principal deity. The word Varkari means pilgrim, so the people going for pilgrimage to Pandharpur came to be known as Varkaris. Reference to the pilgrimage to Pandharpur are found in the Marathi Bhakti literature that flourished 13th century onward.
Medieval Bhakti movement of India had brought certain changes in the Hindu religious practices and also made a substantial  contribution to the vernacular literature. Dnyaneshwara and Namdeva in  the 13-14th  century are considered as a pioneer of this movement in Maharashtra. They were followed by many saints like Chokhamela, Eaknath and Tukaram from 13th to 17th century. The devotional songs composed by them are still sung and played in the houses and at religious congregations of the Hindus of Maharashtra. The movement also provided platform to subalterns.",1200,1700,649,354,Ravi Khangai,24,Travis Chilcott,2016-10-25 07:00:00.000 +0200,2017-11-17 14:55:22.737 +0100,Database of Religious History (DRH),3.243552659174409e-12,7.014563638019352e-51,5.992580474496783e-59,5.98439839270391e-27,1.2687903323527288e-70,1.2375235119289443e-05,0.9999876247616373
387,Ahmadi; Ahmadiyya Muslim Jama'at; Ahmadiya,35,Religious Group (v5),"Members of the Ahmadiyya Muslim Jama'at founded by Mirza Ghulam Ahmad of Qadian, India in 1889",1889,2016,652,385,Afzal Upal,24,Travis Chilcott,2016-11-10 07:00:00.000 +0100,2017-11-17 14:55:22.739 +0100,Database of Religious History (DRH),3.802599199443521e-12,0.06885636227215992,0.8892310664462244,0.030779487060830692,1.2956673483475471e-11,9.338784215893874e-20,0.01113308420402563
390,Dasara,35,Religious Group (v5),"Dasara is celebrated by many people in southern Karnataka, especially in the city of Mysore. The celebrants include people from all castes and religious communities, including brahmin priests, royalty, agricultural castes, people of the city, etc.",1610,2016,654,373,Caleb Simmons,24,Travis Chilcott,2016-11-13 07:00:00.000 +0100,2017-11-17 14:55:22.742 +0100,Database of Religious History (DRH),7.622696702538743e-72,5.822590003674589e-99,8.345677854844884e-76,2.0454006365303306e-30,7.203165519253159e-124,1.0,6.04930764816734e-18
392,Sikhism: Guru Hargobind to Guru Gobind Singh,35,Religious Group (v5),"Sikh tradition under the leadership of Gurus 6-10: Guru Hargobind (1606-44), Guru Har Rai (1644-61), Guru Harkrishan (1661-1664), Guru Teg Bahadur (1664-75), and Guru Gobind Singh (1675-1708).",1606,1708,652,346,Toby Braden Johnson,24,Travis Chilcott,2016-11-18 07:00:00.000 +0100,2022-02-10 18:22:25.504 +0100,Database of Religious History (DRH),0.9788778210099023,4.4313105833345173e-16,3.614778235692347e-24,6.649564469313287e-26,2.2946746081483917e-25,2.1914564769921495e-21,0.021122178990097173
395,International Society for Krishna Consciousness (ISKCON),35,Religious Group (v5),"A religious movement inspired by the teachings of the Indian Medieval cultural hero Caitanya and started by A.C. Bhaktivedanta Swami Prabhupada in 1966 in New York. Its doctrine belongs to the tradition of Gaudiya Vaishnavism, with a number of theological issues and disputes traceable to the colonial encounter with Christianity. The movement is spread worldwide, but presently it is most active in India. The community structure fluctuated significantly during its short history, from strong monastic and proselytizing beginnings in the sixties and seventies, through somewhat turbulent transition in the eighties, to a core of religious specialists organizing temple and congregational worship and catering both to the general and elite populace in India, the heritage community in the US and the EU, and a number of religious converts worldwide.",1966,2016,660,350,Aleksandar Uskokov,24,Travis Chilcott,2016-11-05 06:00:00.000 +0100,2017-11-17 14:55:22.744 +0100,Database of Religious History (DRH),1.408025239942281e-14,0.016273669757837776,4.2415727642449105e-15,0.9829678768688517,1.2776305486084066e-25,1.7776130754475677e-20,0.0007584533732923241
400,Singaporean Mega-Churches,35,Religious Group (v5),"This group is comprised of many independent Christian movements. It has many roots in the Anglican, Catholic, Methodist, Presbyterian, and Lutheran churches. Starting in the late 1980s Singapore saw the rise of many independent charismatic churches.",1980,2015,381,341,Justin Lane,1,M. Willis Monroe,2016-12-08 07:00:00.000 +0100,2017-11-17 14:55:22.748 +0100,Database of Religious History (DRH),4.4139345379359935e-19,6.307022909750929e-12,8.968847181262762e-25,0.0017450517092652234,5.023298994673177e-35,3.3693046613591517e-06,0.9982515789797665
415,Shaiva World Renouncers,35,Religious Group (v5),"Hindu ascetics renounce social structures, sexual activities, and the Vedic sacrificial fire which symbolizes society. When sadhus (female: sadhvin, but usually, female ascetics are also referred to with the male term sadhu) renounce the social world, they are ritually dead to their old life and are reborn into a new one: They get a new name and are part of a new family. The final goal of most renouncers is a release from the cycle of rebirths. The religious practices of Hindu ascetics are diverse and include rituals, devotional acts, and social service. Lay devotees admire them for their possible spiritual powers, but also fear them for the potential dangers arising from these powers. Outwardly, most Shaiva renouncers wear orange clothes or may be naked and have matted hair.",1970,2015,667,423,Cora Gaebel,24,Travis Chilcott,2017-01-17 07:00:00.000 +0100,2017-11-17 14:55:22.765 +0100,Database of Religious History (DRH),0.040065272223311146,0.3910538621851487,0.0313139529539268,0.037697095555746234,0.4984185350335445,1.0751198821162451e-21,0.001451282048322703
416,Edinoverie,35,Religious Group (v5),"Edinoverie ('the united faith') refers to a movement created in 1800 within the Russian Orthodox Church to facilitate conversion from Old Belief, a series of schismatic groups that arose in the middle of the 17th century in reaction to ritual reforms with the Church. Edinoverie allowed the converts from Old Belief to use their previously prohibited rituals and provided them with churches and monasteries where the 'old rites' could be used. This establishment of edinoverie was initiated and supported by the imperial Russian state. Edinovertsy, as the converts to edinoverie were known, were either peasants or merchants: by the time of the Russian Revolution, they numbered no more than 250,000 to 300,000, grouped around approximately 300 parishes scattered across the empire. Controversial within the Church itself and despised by the Old Believers as an instrument of police coercion, edinoverie did not heal the schism in Russian Orthodoxy.",1800,1918,669,416,James White,1,M. Willis Monroe,2017-01-18 07:00:00.000 +0100,2021-11-11 17:58:22.981 +0100,Database of Religious History (DRH),0.985466420708722,1.2453353732066769e-12,5.1431427419805576e-26,6.393538243662648e-05,5.3988990191892554e-24,2.232349813459539e-10,0.014469643684360926
419,The Worship of Jagannath in Puri (Odisha),35,Religious Group (v5),"The Hindu deity Jagannath is the ninth incarnation (avatar) of Vishnu and occasionally regarded as a manifestation of Krishna (eighth avatar of Vishnu). He is broadly worshiped by Hindus from each socio-cultural background in and around Puri in Eastern India. But devotees also come from other places and regions from all over the world. In his temple, around 4000 temple servitors attend to the needs of Jagannath, his siblings Balabhadra and Subhadra, and his weapon Sudarshan.",1970,2016,673,423,Cora Gaebel,24,Travis Chilcott,2017-02-05 07:00:00.000 +0100,2017-11-17 14:55:22.771 +0100,Database of Religious History (DRH),0.040065272223311146,0.3910538621851487,0.0313139529539268,0.037697095555746234,0.4984185350335445,1.0751198821162451e-21,0.001451282048322703
420,Swaminarayan Sampraday,35,Religious Group (v5),"The Swaminarayan Sampraday is a Hindu devotional tradition founded by Swaminarayan (1781-1830 CE) in Gujarat, the northwestern region of India. Today, the Swaminarayan Sampraday comprises of several branches which together have global followers base that has been estimated to be in the range of five million.",1800,2017,660,401,Bhakti Mamtora,24,Travis Chilcott,2017-02-05 07:00:00.000 +0100,2017-11-17 14:55:22.773 +0100,Database of Religious History (DRH),8.079765586425892e-14,0.020721069712955852,0.004506418143971902,0.9743310760636181,2.9934664551040786e-25,1.2933933333863427e-19,0.00044143607937324893
424,Achaemenid Religion,35,Religious Group (v5),The religion of the rulers of the Achaemenid Persian Empire.,-550,-330,548,386,Amirardalan Emami,4,Karen Sonik,2017-03-08 07:00:00.000 +0100,2017-11-17 14:55:22.777 +0100,Database of Religious History (DRH),9.955410082737486e-24,4.750948405829768e-41,8.962099821361596e-61,4.758634420232996e-27,2.66504898012657e-54,0.000221533169275493,0.9997784668307245
439,Śaiva Magic,35,Religious Group (v5),"Magic in South Asia consists of pragmatic rituals aimed to transform the everyday world on behalf of a single practitioner or client; it originates and is most fully represented in the Śaiva tantras, even though Śaiva ritual techniques can be found in Buddhist and Jain tantras.  Śaiva magic is constituted by the six magic ritual results (ṣaṭkarman), fantastic acts and enchanted items (indrajāla, kautukakarman), and conjuring (yakṣinīsādhana).  Though such rites are prefigured by techniques found in the Vedas, Epic, and Legal literature--especially those practices labeled sorcery (abhicāra), root-work (mūlakarman), and medicine craft (auṣadhi)--the full bloom of Śaiva magic is found in the tantras.  Magic is not to be confused with the perfections (siddhis) displayed by thaumaturges (siddhas) or the yoga powers displayed by perfected strivers (yogīs); magic is the realm of the, often singular, ritual practitioner (sādhaka).",800,1500,689,464,Aaron Michael Ullrey,5,Courtney Fitzsimmons,2017-06-26 15:23:09.884 +0200,2017-11-17 14:55:22.808 +0100,Database of Religious History (DRH),5.379245296468717e-77,2.671093680184967e-91,3.3350934949195977e-65,2.4819182064070047e-43,4.505943699851626e-115,1.0,7.927736323349732e-30
439,Śaiva Magic,35,Religious Group (v5),"Magic in South Asia consists of pragmatic rituals aimed to transform the everyday world on behalf of a single practitioner or client; it originates and is most fully represented in the Śaiva tantras, even though Śaiva ritual techniques can be found in Buddhist and Jain tantras.  Śaiva magic is constituted by the six magic ritual results (ṣaṭkarman), fantastic acts and enchanted items (indrajāla, kautukakarman), and conjuring (yakṣinīsādhana).  Though such rites are prefigured by techniques found in the Vedas, Epic, and Legal literature--especially those practices labeled sorcery (abhicāra), root-work (mūlakarman), and medicine craft (auṣadhi)--the full bloom of Śaiva magic is found in the tantras.  Magic is not to be confused with the perfections (siddhis) displayed by thaumaturges (siddhas) or the yoga powers displayed by perfected strivers (yogīs); magic is the realm of the, often singular, ritual practitioner (sādhaka).",800,1500,689,464,Aaron Michael Ullrey,5,Courtney Fitzsimmons,2017-06-26 15:23:09.884 +0200,2017-11-17 14:55:22.808 +0100,Database of Religious History (DRH),4.0646158550726587e-63,2.9553736058303957e-66,5.714877384839862e-52,9.828523906570887e-40,1.6084812304957276e-89,1.0,3.1559635678496534e-17
439,Śaiva Magic,35,Religious Group (v5),"Magic in South Asia consists of pragmatic rituals aimed to transform the everyday world on behalf of a single practitioner or client; it originates and is most fully represented in the Śaiva tantras, even though Śaiva ritual techniques can be found in Buddhist and Jain tantras.  Śaiva magic is constituted by the six magic ritual results (ṣaṭkarman), fantastic acts and enchanted items (indrajāla, kautukakarman), and conjuring (yakṣinīsādhana).  Though such rites are prefigured by techniques found in the Vedas, Epic, and Legal literature--especially those practices labeled sorcery (abhicāra), root-work (mūlakarman), and medicine craft (auṣadhi)--the full bloom of Śaiva magic is found in the tantras.  Magic is not to be confused with the perfections (siddhis) displayed by thaumaturges (siddhas) or the yoga powers displayed by perfected strivers (yogīs); magic is the realm of the, often singular, ritual practitioner (sādhaka).",800,1500,689,464,Aaron Michael Ullrey,5,Courtney Fitzsimmons,2017-06-26 15:23:09.884 +0200,2017-11-17 14:55:22.808 +0100,Database of Religious History (DRH),4.977757309242732e-63,5.185149441490312e-67,3.755231881369665e-63,2.20664315456942e-40,1.7341351456641182e-91,1.0,2.0917660088676137e-17
439,Śaiva Magic,35,Religious Group (v5),"Magic in South Asia consists of pragmatic rituals aimed to transform the everyday world on behalf of a single practitioner or client; it originates and is most fully represented in the Śaiva tantras, even though Śaiva ritual techniques can be found in Buddhist and Jain tantras.  Śaiva magic is constituted by the six magic ritual results (ṣaṭkarman), fantastic acts and enchanted items (indrajāla, kautukakarman), and conjuring (yakṣinīsādhana).  Though such rites are prefigured by techniques found in the Vedas, Epic, and Legal literature--especially those practices labeled sorcery (abhicāra), root-work (mūlakarman), and medicine craft (auṣadhi)--the full bloom of Śaiva magic is found in the tantras.  Magic is not to be confused with the perfections (siddhis) displayed by thaumaturges (siddhas) or the yoga powers displayed by perfected strivers (yogīs); magic is the realm of the, often singular, ritual practitioner (sādhaka).",800,1500,689,464,Aaron Michael Ullrey,5,Courtney Fitzsimmons,2017-06-26 15:23:09.884 +0200,2017-11-17 14:55:22.808 +0100,Database of Religious History (DRH),6.454922067585328e-75,6.739879293731446e-79,1.550324537527542e-63,1.0991792196751176e-41,1.0018219574944508e-102,1.0,4.69953120589862e-29
439,Śaiva Magic,35,Religious Group (v5),"Magic in South Asia consists of pragmatic rituals aimed to transform the everyday world on behalf of a single practitioner or client; it originates and is most fully represented in the Śaiva tantras, even though Śaiva ritual techniques can be found in Buddhist and Jain tantras.  Śaiva magic is constituted by the six magic ritual results (ṣaṭkarman), fantastic acts and enchanted items (indrajāla, kautukakarman), and conjuring (yakṣinīsādhana).  Though such rites are prefigured by techniques found in the Vedas, Epic, and Legal literature--especially those practices labeled sorcery (abhicāra), root-work (mūlakarman), and medicine craft (auṣadhi)--the full bloom of Śaiva magic is found in the tantras.  Magic is not to be confused with the perfections (siddhis) displayed by thaumaturges (siddhas) or the yoga powers displayed by perfected strivers (yogīs); magic is the realm of the, often singular, ritual practitioner (sādhaka).",800,1500,689,464,Aaron Michael Ullrey,5,Courtney Fitzsimmons,2017-06-26 15:23:09.884 +0200,2017-11-17 14:55:22.808 +0100,Database of Religious History (DRH),5.270803084442937e-75,3.84152117425804e-78,2.3593522100816164e-52,4.895811638511627e-41,9.292308151168885e-101,1.0,7.090443772827921e-29
439,Śaiva Magic,35,Religious Group (v5),"Magic in South Asia consists of pragmatic rituals aimed to transform the everyday world on behalf of a single practitioner or client; it originates and is most fully represented in the Śaiva tantras, even though Śaiva ritual techniques can be found in Buddhist and Jain tantras.  Śaiva magic is constituted by the six magic ritual results (ṣaṭkarman), fantastic acts and enchanted items (indrajāla, kautukakarman), and conjuring (yakṣinīsādhana).  Though such rites are prefigured by techniques found in the Vedas, Epic, and Legal literature--especially those practices labeled sorcery (abhicāra), root-work (mūlakarman), and medicine craft (auṣadhi)--the full bloom of Śaiva magic is found in the tantras.  Magic is not to be confused with the perfections (siddhis) displayed by thaumaturges (siddhas) or the yoga powers displayed by perfected strivers (yogīs); magic is the realm of the, often singular, ritual practitioner (sādhaka).",800,1500,689,464,Aaron Michael Ullrey,5,Courtney Fitzsimmons,2017-06-26 15:23:09.884 +0200,2017-11-17 14:55:22.808 +0100,Database of Religious History (DRH),4.392453139439491e-77,1.5224401630457784e-90,5.075492271196378e-54,1.1054615865420855e-42,4.1794469623681806e-113,1.0,1.1961016149007213e-29
