entry_id,entry_name,poll_id,poll_name,description,year_from,year_to,region_id,expert_id,expert_name,editor_id,editor_name,date_created,date_modified,data_source,dim0,dim1,dim2,dim3,dim4,dim5,dim6
189,Israelite Religion,35,Religious Group (v5),Israelite Religion,-1200,-515,44,40,Shawn Flynn,18,Robyn Walsh,2015-02-16 05:16:19.000 +0100,2017-11-17 14:55:22.574 +0100,Database of Religious History (DRH),0.16147496457470545,0.15798050269727848,0.15453298006181773,0.1534241493046502,0.1566453477035269,0.15504222984752244,0.06089982581049875
190,Sri Lankan Buddhism (1948-Present),35,Religious Group (v5),,1948,2015,488,151,Dan Kent,24,Travis Chilcott,2015-02-28 19:08:48.176 +0100,2017-11-17 14:55:22.576 +0100,Database of Religious History (DRH),6.187210148756023e-16,4.33166165894462e-18,0.0027201524591946337,3.0545637866473624e-37,3.265066591064262e-27,8.656260379968546e-36,0.9972798475408048
193,Fijian Religion (contemporary),35,Religious Group (v5),Fijian Religion (contemporary),2000,2013,32,42,John Shaver,15,John Shaver,2015-03-04 07:15:19.000 +0100,2017-11-17 14:55:22.580 +0100,Database of Religious History (DRH),0.39735759432711526,0.37883351555282146,9.735373066688983e-14,1.521515991264606e-09,0.17268095754023793,0.05040725015391736,0.0007206809042945723
195,Shakta Religion,35,Religious Group (v5),,500,1100,43,57,James Pierce,24,Travis Chilcott,2015-03-04 20:27:02.754 +0100,2022-02-10 18:12:34.066 +0100,Database of Religious History (DRH),0.23613088227930606,0.2282252653177426,0.06524416699860397,0.16829607164642904,0.07075170396707234,0.15112649400376968,0.08022541578707633
196,Pauline Christianity (ca. 45-60 CE),35,Religious Group (v5), ,45,60,479,4,Fred Tappenden,18,Robyn Walsh,2015-03-18 18:55:48.000 +0100,2017-11-17 14:55:22.590 +0100,Database of Religious History (DRH),0.0004356319322756999,0.0004079882776612172,3.5088080030999373e-13,3.1384197506984243e-11,0.014177575521760598,0.984897578986225,8.122525034246224e-05
197,Gönlung Monastery (dgon lung byams pa gling),35,Religious Group (v5),,1604,1958,490,5,Brenton Sullivan,6,Matthew Hamm,2015-03-24 00:34:30.020 +0100,2017-11-17 14:55:22.591 +0100,Database of Religious History (DRH),4.0965226152130717e-13,1.040184442067033e-12,6.077733030211393e-11,4.522824238218244e-34,3.507957476588017e-13,1.2307756173326811e-23,0.9999999999374221
199,Mithraism,35,Religious Group (v5), ,100,400,132,60,Roger Beck,46,Megan Daniels,2015-04-02 00:18:50.701 +0200,2018-03-08 02:15:21.882 +0100,Database of Religious History (DRH),0.13433621449163852,0.22225807771658818,0.08168440474815189,0.2107033481507684,0.08651829001039223,0.18489950124820906,0.07960016363425171
211,Amarna Religion,35,Religious Group (v5),"Tell el-Amarna is the modern name for the ancient city, Akhetaten. It was created by Amenhotep IV, who would later change his name to Akhenaten. This ruler emphasized the role of the god Aten, promoting the belief that this god was primary among all other gods in ancient Egypt, and presented himself as the god's one true prophet and intermediary. This meant that the other Egyptians were cut off from direct access to their gods. At this time in Egyptian history, the god Amun had become particularly prominent, and Akhenaten's workers moved through Egypt erasing the name of Amun (as well as his divine family members, Mut and Khonsu). Aten is the solar disk, and so the religion of this period, often referred to as Amarna Religion, emphasizes solar elements. Access to light and sun were central to the practice of Amarna Religion, including leaving temple spaces open. This period is a dramatic and short break from the normal state of affairs in ancient Egypt. After Akhenaten's death, traditional religion was returned to Egypt, with considerable efforts to erase any references to Akhenaten, or, ""that fallen foe from Amarna"". The city of Akhetaten was abandoned, which has left it well preserved for modern excavators. In modern periods, Amarna Religion has often been seen as the earliest monotheistic religion, though this is an oversimplification of at least religious practice at this time. While Akhenaten promoted the Aten as the most important god, and then the only god, there is significant evidence for the worship of other gods at this time, particularly in domestic contexts, including at Amarna. There is therefore evidence that not all Egyptians followed the ideas put forward by Akhenaten. Sigmund Freud, however, who was an avid reader of the Egyptologist James Henry Breasted, identified Amarna as the source of biblical monotheism, which is a big reason that this period is so well known by the public.",-1350,-1320,34,707,Thomas Schneider,5,Courtney Fitzsimmons,2015-04-08 18:45:44.060 +0200,2022-03-11 19:18:39.657 +0100,Database of Religious History (DRH),0.9999999999664627,3.6607999163100923e-13,5.889671012238533e-23,7.470938128002176e-25,1.1232543519354788e-13,7.205522387861538e-38,3.305903415043849e-11
211,Amarna Religion,35,Religious Group (v5),"Tell el-Amarna is the modern name for the ancient city, Akhetaten. It was created by Amenhotep IV, who would later change his name to Akhenaten. This ruler emphasized the role of the god Aten, promoting the belief that this god was primary among all other gods in ancient Egypt, and presented himself as the god's one true prophet and intermediary. This meant that the other Egyptians were cut off from direct access to their gods. At this time in Egyptian history, the god Amun had become particularly prominent, and Akhenaten's workers moved through Egypt erasing the name of Amun (as well as his divine family members, Mut and Khonsu). Aten is the solar disk, and so the religion of this period, often referred to as Amarna Religion, emphasizes solar elements. Access to light and sun were central to the practice of Amarna Religion, including leaving temple spaces open. This period is a dramatic and short break from the normal state of affairs in ancient Egypt. After Akhenaten's death, traditional religion was returned to Egypt, with considerable efforts to erase any references to Akhenaten, or, ""that fallen foe from Amarna"". The city of Akhetaten was abandoned, which has left it well preserved for modern excavators. In modern periods, Amarna Religion has often been seen as the earliest monotheistic religion, though this is an oversimplification of at least religious practice at this time. While Akhenaten promoted the Aten as the most important god, and then the only god, there is significant evidence for the worship of other gods at this time, particularly in domestic contexts, including at Amarna. There is therefore evidence that not all Egyptians followed the ideas put forward by Akhenaten. Sigmund Freud, however, who was an avid reader of the Egyptologist James Henry Breasted, identified Amarna as the source of biblical monotheism, which is a big reason that this period is so well known by the public.",-1350,-1320,34,707,Thomas Schneider,5,Courtney Fitzsimmons,2015-04-08 18:45:44.060 +0200,2022-03-11 19:18:39.657 +0100,Database of Religious History (DRH),0.9999999997031849,5.2381581331957064e-12,1.565284835858292e-20,1.559379324251931e-21,9.174894902521423e-12,5.284559997794983e-35,2.8240216383646284e-10
212,Warring States (China) Religion,35,Religious Group (v5),,-481,-206,467,31,Armin Selbitschka,23,Katrinka Reinhart,2015-04-08 19:49:35.725 +0200,2017-11-17 14:55:22.627 +0100,Database of Religious History (DRH),5.0819345237473705e-09,0.0017697993998692573,3.465391773864166e-23,5.934443222973556e-14,5.662001228756181e-14,4.050752083582667e-26,0.9982301955180803
224,Old Norse Fornsed,35,Religious Group (v5),,600,1100,31,38,Neil Price,9,Ben Raffield,2015-05-04 19:49:20.232 +0200,2017-11-17 14:55:22.640 +0100,Database of Religious History (DRH),3.5795959178782884e-11,0.9965554245349614,5.590687817031158e-58,1.1876170514080851e-33,0.0034445754292367157,5.474650722532683e-17,5.681056902940584e-15
227,Hindu Goddess Worship in Northwest India—Modern Period,35,Religious Group (v5),,1980,2000,481,128,Kathleen Erndl,24,Travis Chilcott,2015-05-06 19:41:55.895 +0200,2017-11-17 14:55:22.643 +0100,Database of Religious History (DRH),0.2877887589551002,0.16118244127052764,0.08053784929312707,2.0815031787021538e-19,0.23706411237965447,0.17107529192508356,0.062351546176507046
228,Late Chosŏn Korea,35,Religious Group (v5),,1600,1900,42,168,Guy Shababo,6,Matthew Hamm,2015-05-12 20:07:01.878 +0200,2017-11-17 14:55:22.644 +0100,Database of Religious History (DRH),1.2968386798318705e-15,3.1400037554282496e-15,8.352371916474628e-13,3.639828428747027e-26,1.1369939201944975e-25,3.24102947404989e-38,0.9999999999991603
230,Religion in Mesopotamia,35,Religious Group (v5),,-3300,-539,494,112,Karen Sonik,4,Karen Sonik,2015-05-23 20:57:29.533 +0200,2017-11-17 14:55:22.645 +0100,Database of Religious History (DRH),0.9575377833519152,0.039988478704446974,6.335140608932625e-37,2.191417993741346e-14,0.0024734368036085992,3.011399953701257e-07,1.214071015360407e-14
240,Late Medieval Chinese State Religion,35,Religious Group (v5),,775,960,1443,53,Michael Hoeckelmann,6,Matthew Hamm,2015-06-23 07:00:00.000 +0200,2022-02-10 18:08:27.325 +0100,Database of Religious History (DRH),0.20549544985756324,0.21170820387373804,0.09844698937958014,0.2755540658346093,0.1527048901674961,0.0006804223493420182,0.05540997853767111
245,Warring States Confucian Thought,35,Religious Group (v5),,-450,-221,81,8,Edward Slingerland,1,M. Willis Monroe,2015-07-17 07:00:00.000 +0200,2017-11-17 14:55:22.659 +0100,Database of Religious History (DRH),0.35843270898798185,0.48771829853818666,0.017324820643971492,0.018563895324148247,0.06775578832516664,0.00010959496932695991,0.05009489321121801
255,Talismanic Religion,35,Religious Group (v5),,-200,500,130,36,Jue Guo,45,Matthew Hamm,2015-08-27 07:00:00.000 +0200,2017-11-17 14:55:22.669 +0100,Database of Religious History (DRH),2.4247226758765058e-11,3.116710368187717e-11,6.3972985014157105e-12,1.64815102917927e-11,7.192529757556116e-12,1.317375102052651e-11,0.9999999999013407
263,Irish Catholicism,35,Religious Group (v5),Irish Catholicism,2000,2015,554,207,Conn Herriott,14,Conn Herriott,2015-10-20 07:00:00.000 +0200,2019-01-29 19:36:14.627 +0100,Database of Religious History (DRH),0.0004356319322756999,0.0004079882776612172,3.5088080030999373e-13,3.1384197506984243e-11,0.014177575521760598,0.984897578986225,8.122525034246224e-05
287,Mithraism,35,Religious Group (v5), ,100,400,132,264,Julia Hurley,1,M. Willis Monroe,2016-01-20 07:00:00.000 +0100,2018-03-08 02:16:31.946 +0100,Database of Religious History (DRH),0.4981099506239471,0.4110863644131855,0.008062484865934734,0.01001039441691394,0.026691056330897498,6.12729235059276e-05,0.04597847642561521
294,Xuanxue 玄學,35,Religious Group (v5),"""Arcane learning” [xuanxue] was the dominant discourse of the 3rd to the 6th centuries CE in China, which not only linked essential features of Daoist metaphysics with Confucian morality and political philosophy to create a new world view, but also served as the basis for how concepts of Buddhism were received and developed in China. Later, such concepts and terminology made their way, either directly or via Buddhism, into the formulation of Neo-Confucianism during the Song era (10th-13th centuries CE). Adherents of the xuanxue tradition such as Wang Bi and Guo Xiang are usually referred to in contemporary and later Chinese sources as belonging to the ""Daojia"" (""Men of Dao."" An older term for this movement, ""Neo-Daoism,"" is now considered misleading, since it suggest that xuanxue is primarily a renewal of the pre-Han thought of the Laozi aand Zhuangzi and fails to account for the amalgamation of that tradition of thought with many tenets of Confucianism. Xuanxue thinkers also belong more to the ""philosophical Daoism"" camp than to the ""religious Daoism"" tradition, though distinctions between the two are often ambigious and much interaction was occurring during the age of xuanxue dominance in intellectual and spiritual life. Moreover, major thinkers such as Wang Bi and Guo Xiang seem never to have engaged in such Daoist religious activities as alchemy, hygiene, magic, religious ritual, or any quest for ""transcendence"" or ""immortality"" (xian). Instead, xuanxue thinkers might also be called ""Dao scholastics"" and their tradition of thought as ""School of the Dao."" Xuanxue thinkers varied significantly in their beliefs, and the most important distinction is exemplified by how Wang Bi and Guo Xiang thought of the Dao. Whereas both regarded the Dao as a kind of blueprint or program for the generation, properties and behavior of everything, Wang Bi thought that the Dao was both transcendent to and imminent in things, Guo Xiang rejected this completely and insisted that the Dao was only immanent and had no existence apart from things. Guo was thus a materialist-monist at complete odds with Wang, who believed that the Dao was transcendent both chronologically to the existence of things at the beginning of time and also transcendent in the sense that it had a non-material existence, existing everywhere both transcendent to and imminent in all things.",200,600,574,230,Richard Lynn,51,Michael Naparstek,2016-01-24 07:00:00.000 +0100,2022-04-05 23:29:29.949 +0200,Database of Religious History (DRH),6.247435433006814e-12,2.0253085396329085e-18,5.203653675147477e-12,2.898749607269942e-46,1.3896957126216504e-26,7.066095382092405e-35,0.9999999999885488
299,Shang State Religion,35,Religious Group (v5),Shang State Religion based on the knowledge of Robert Eno and entered into the database by Edward Slingerland.,-1250,-1046,7,8,Robert Eno,1,M. Willis Monroe,2016-01-27 07:00:00.000 +0100,2017-11-17 14:55:22.686 +0100,Database of Religious History (DRH),0.36754416153433433,0.2765331058438888,0.07369229986907226,0.01168158088241987,0.19773952013502621,0.03495155943564617,0.037857772299612354
300,Israelite Religion,35,Religious Group (v5),,-1200,-515,44,207,Conn Herriott,14,Conn Herriott,2016-02-01 07:00:00.000 +0100,2017-11-17 14:55:22.687 +0100,Database of Religious History (DRH),0.18818339093228373,0.19115230489247767,0.13272019028253873,0.1526832701688487,0.11123106017606625,0.1563296350164905,0.06770014853129445
308,Neo-Assyrian Scholars,35,Religious Group (v5),,-900,-501,582,297,Anne-Caroline Rendu Loisel,4,Karen Sonik,2016-02-02 07:00:00.000 +0100,2017-11-17 14:55:22.688 +0100,Database of Religious History (DRH),0.9750525662587624,0.005940468234654216,1.7893266935918547e-24,1.3100475154879566e-23,0.003994683398537689,0.012997315435386524,0.002014966672659166
342,Jesus Associations and the Synoptic Gospels,35,Religious Group (v5),Merge later,50,150,6,335,Andrew Tobolowsky,18,Robyn Walsh,2016-06-04 07:00:00.000 +0200,2017-11-17 14:55:22.700 +0100,Database of Religious History (DRH),0.2712239306778738,0.27604260714671425,0.03751467203750198,0.27281313867580365,0.062251604756328724,0.0005986146968930459,0.07955543200888476
354,Priests and Scholars of Hellenistic Uruk,35,Religious Group (v5),The cuneiform scholars of the Hellenistic period attached to the temples in the city of Uruk in southern Mesopotamia.  These scholars were both religious specialist and highly trained scholars of cuneiform knowledge.,-330,-125,640,320,M. Willis Monroe,1,M. Willis Monroe,2016-08-11 07:00:00.000 +0200,2020-12-18 19:50:19.800 +0100,Database of Religious History (DRH),0.6297285031954151,0.3369111215753351,5.396575154746759e-26,0.004060181958762482,0.02929704289187445,3.150378602540358e-06,1.022450404019057e-14
355,Paul the Apostle,35,Religious Group (v5),"Paul was a well-educated (i.e. elite) Jewish Pharisee who understood the Galilean teacher Jesus of Nazareth to be the ""Christ"" or Messiah predicted in the Hebrew Bible. He traveled throughout the Mediterranean, primarily to urban hubs, offering his unique interpretation of the Jewish scriptures, what he called ""pneumatic demonstrations,"" and details of his divinatory experiences to those with means to sponsor him as a religious specialist and self-styled ""apostle."" After leaving these urban areas, he would continue contact via formal letter writing. Some of these letters still survive and constitute our evidence for Paul's efforts. The degree to which the groups to whom he writes were bounded and cohesive is debated by scholars. These letters have also been preserved somewhat idiosyncratically and represent hundreds of years of editing and translation by various parties.",50,60,6,279,Robyn Walsh,41,Gretel Rodríguez,2016-08-14 07:00:00.000 +0200,2018-05-20 03:45:49.176 +0200,Database of Religious History (DRH),0.046237719383427814,0.7831806369822806,4.838453679033645e-24,1.8369087372594423e-09,0.17048927851502513,1.0400032619895431e-14,9.236328234725054e-05
358,16th-17th c. Gauḍīya Vaiṣṇava Tradition,35,Religious Group (v5),"The Gauḍīya Vaiṣṇava tradition is a Hindu devotional tradition that originated in the Bengal region of India during the 16th century. The 16th-17th centuries were a particularly theologically formative and constructive time for this group. Most traditions considered ""Hindu"" view the collection of texts referred to as the śruti, or “that which is heard,” which includes the Vedic Saṃhitās and Upaniṣads as the most authoritative sacred texts. Among these, many, including the early Gauḍīya Vaiṣṇava theologians, attribute more authority to various texts belonging to the genre of smṛti, or “that which is remembered.” Among these texts, there is no more authoritative than the Bhāgavata Purāna.


Using the Bhāgavata Purāna as the basis for their theology, early Gauḍīya Vaiṣṇava theologians drew on a range of existing texts and traditions and used various hermeneutical strategies to develop and advocate for a path of devotion (bhakti-mārga) to Kṛṣṇa, the exclusive and supreme object of devotion (bhakti). They argue this path is superior to all other soteriological paths and the best means for realizing one’s true eternal nature (svarūpa), attaining the highest level of transcendental pleasure (ānanda), and achieving liberation from the cycle of birth and death (sāṃsāra). 

The starting point of the path of devotion is śraddhā, or ‘faith;’ the overarching goal of following the path is to attain premā, or ‘divine love’ for Kṛṣṇa; and the principal means of attaining premā consists of faithfully engaging in sādhana, a range of diverse regulated religious practices that systematically engage the mind and body in devotional acts. In the course and consequence of attaining the goal of premā, early Gauḍīya theologians reference and describe occurrences of devotees having what they refer to as a ‘direct perceptual experience’ (sākṣātkāra) of Kṛṣṇa relative to the devotee’s qualifications and devotional temperament.",1500,1699,620,343,Travis Chilcott,24,Travis Chilcott,2016-09-08 07:00:00.000 +0200,2024-06-11 13:16:37.320 +0200,Database of Religious History (DRH),1.8398833467927076e-23,0.9975361279637002,3.507830127480321e-37,0.0005874633976665956,0.0018763350275295815,7.361110292148697e-08,6.504797813768117e-16
361,Classical Greek Religion,35,Religious Group (v5),Religious beliefs in Classical Greece as described in the sources listed with this entry.,-500,-300,588,334,Source: Osborne et al.,1,M. Willis Monroe,2016-09-15 07:00:00.000 +0200,2017-11-17 14:55:22.719 +0100,Database of Religious History (DRH),0.9923937796788791,0.005129463920168196,1.2933601918414477e-36,4.001146843860783e-14,0.002476289236488445,4.671644097009581e-07,1.434927250652411e-14
374,Non-dual Śaiva Tantra,35,Religious Group (v5),"Non-dual Śaiva Tantra is an exegetical tradition that thrived in Kashmir from the 8th to 13th centuries and has left a lasting impression on Śaiva Tantra into today. The teachings reached their pinnacle with the work of Abhinavagupta, who combined mysticism and metaphysics into a cohesive system focused on mantra, meditation, and ritual practice in order to allow for the re-cognition of the self and the divine.",800,1600,496,361,Patricia Sauthoff,24,Travis Chilcott,2016-10-03 07:00:00.000 +0200,2017-11-17 14:55:22.727 +0100,Database of Religious History (DRH),0.6918448644087892,0.00861592317028434,0.05458783663689698,1.6090977185857069e-12,0.07042740860298852,0.12598994156774226,0.04853402561168967
381,Sikhism: Guru Nanak to Guru Arjan,35,Religious Group (v5),"The Early Sikh Community as created by Guru Nanak and lead by Gurus Angad, Amar Das, Ram Das, and Arjan.",1469,1606,481,346,Toby Braden Johnson,24,Travis Chilcott,2016-10-18 07:00:00.000 +0200,2017-11-17 14:55:22.734 +0100,Database of Religious History (DRH),1.1848016064342802e-09,4.277448759601904e-05,0.8780761153234248,1.8039138224194364e-23,0.02528502618031555,3.6430854155866545e-12,0.09659608282021903
383,Varkaris,35,Religious Group (v5),"Varkari is a group of Vaishnava Hindus in the state of Maharashtra in India. God Viththala, an incarnation of Krishna at Pandharpur in Solapur district is their principal deity. The word Varkari means pilgrim, so the people going for pilgrimage to Pandharpur came to be known as Varkaris. Reference to the pilgrimage to Pandharpur are found in the Marathi Bhakti literature that flourished 13th century onward.
Medieval Bhakti movement of India had brought certain changes in the Hindu religious practices and also made a substantial  contribution to the vernacular literature. Dnyaneshwara and Namdeva in  the 13-14th  century are considered as a pioneer of this movement in Maharashtra. They were followed by many saints like Chokhamela, Eaknath and Tukaram from 13th to 17th century. The devotional songs composed by them are still sung and played in the houses and at religious congregations of the Hindus of Maharashtra. The movement also provided platform to subalterns.",1200,1700,649,354,Ravi Khangai,24,Travis Chilcott,2016-10-25 07:00:00.000 +0200,2017-11-17 14:55:22.737 +0100,Database of Religious History (DRH),1.4467852568776239e-19,0.009277458555993053,0.744400353171708,5.549174394398243e-13,0.012702988688675873,8.713643855624301e-15,0.2336191995830592
387,Ahmadi; Ahmadiyya Muslim Jama'at; Ahmadiya,35,Religious Group (v5),"Members of the Ahmadiyya Muslim Jama'at founded by Mirza Ghulam Ahmad of Qadian, India in 1889",1889,2016,652,385,Afzal Upal,24,Travis Chilcott,2016-11-10 07:00:00.000 +0100,2017-11-17 14:55:22.739 +0100,Database of Religious History (DRH),1.0064829178700506e-08,0.012425051149305665,0.26857796780194215,0.10661411914486008,0.2599219231894391,0.13359907283717185,0.21886185581245202
390,Dasara,35,Religious Group (v5),"Dasara is celebrated by many people in southern Karnataka, especially in the city of Mysore. The celebrants include people from all castes and religious communities, including brahmin priests, royalty, agricultural castes, people of the city, etc.",1610,2016,654,373,Caleb Simmons,24,Travis Chilcott,2016-11-13 07:00:00.000 +0100,2017-11-17 14:55:22.742 +0100,Database of Religious History (DRH),0.9956881629600443,0.0039591380364619715,2.9453670484267674e-47,2.0274579773512996e-25,0.0003526990034775952,1.3249015857872566e-15,1.4868461362707626e-14
392,Sikhism: Guru Hargobind to Guru Gobind Singh,35,Religious Group (v5),"Sikh tradition under the leadership of Gurus 6-10: Guru Hargobind (1606-44), Guru Har Rai (1644-61), Guru Harkrishan (1661-1664), Guru Teg Bahadur (1664-75), and Guru Gobind Singh (1675-1708).",1606,1708,652,346,Toby Braden Johnson,24,Travis Chilcott,2016-11-18 07:00:00.000 +0100,2022-02-10 18:22:25.504 +0100,Database of Religious History (DRH),1.1848016064342802e-09,4.277448759601904e-05,0.8780761153234248,1.8039138224194364e-23,0.02528502618031555,3.6430854155866545e-12,0.09659608282021903
395,International Society for Krishna Consciousness (ISKCON),35,Religious Group (v5),"A religious movement inspired by the teachings of the Indian Medieval cultural hero Caitanya and started by A.C. Bhaktivedanta Swami Prabhupada in 1966 in New York. Its doctrine belongs to the tradition of Gaudiya Vaishnavism, with a number of theological issues and disputes traceable to the colonial encounter with Christianity. The movement is spread worldwide, but presently it is most active in India. The community structure fluctuated significantly during its short history, from strong monastic and proselytizing beginnings in the sixties and seventies, through somewhat turbulent transition in the eighties, to a core of religious specialists organizing temple and congregational worship and catering both to the general and elite populace in India, the heritage community in the US and the EU, and a number of religious converts worldwide.",1966,2016,660,350,Aleksandar Uskokov,24,Travis Chilcott,2016-11-05 06:00:00.000 +0100,2017-11-17 14:55:22.744 +0100,Database of Religious History (DRH),4.323874793771263e-24,0.9996842993811295,5.6506380472393336e-36,1.2119342830620972e-14,0.00027358191373109926,7.0037243009306935e-15,4.211870512031848e-05
400,Singaporean Mega-Churches,35,Religious Group (v5),"This group is comprised of many independent Christian movements. It has many roots in the Anglican, Catholic, Methodist, Presbyterian, and Lutheran churches. Starting in the late 1980s Singapore saw the rise of many independent charismatic churches.",1980,2015,381,341,Justin Lane,1,M. Willis Monroe,2016-12-08 07:00:00.000 +0100,2017-11-17 14:55:22.748 +0100,Database of Religious History (DRH),0.0016578537784123484,0.0018769419502033759,3.0188670880310195e-13,0.966215202107928,0.02634337313868595,0.003776096636661022,0.00013053238780746498
406,Daoism,35,Religious Group (v5),,142,2014,45,131,Terry Kleeman,51,Michael Naparstek,2014-10-04 16:10:55.697 +0200,2017-11-17 14:55:22.756 +0100,Database of Religious History (DRH),0.1464532373880835,0.14645323738800087,0.1464532373880948,0.1464532373880951,0.146453237388086,0.14645323738812133,0.12128057567151845
416,Edinoverie,35,Religious Group (v5),"Edinoverie ('the united faith') refers to a movement created in 1800 within the Russian Orthodox Church to facilitate conversion from Old Belief, a series of schismatic groups that arose in the middle of the 17th century in reaction to ritual reforms with the Church. Edinoverie allowed the converts from Old Belief to use their previously prohibited rituals and provided them with churches and monasteries where the 'old rites' could be used. This establishment of edinoverie was initiated and supported by the imperial Russian state. Edinovertsy, as the converts to edinoverie were known, were either peasants or merchants: by the time of the Russian Revolution, they numbered no more than 250,000 to 300,000, grouped around approximately 300 parishes scattered across the empire. Controversial within the Church itself and despised by the Old Believers as an instrument of police coercion, edinoverie did not heal the schism in Russian Orthodoxy.",1800,1918,669,416,James White,1,M. Willis Monroe,2017-01-18 07:00:00.000 +0100,2021-11-11 17:58:22.981 +0100,Database of Religious History (DRH),0.0004356319322756999,0.0004079882776612172,3.5088080030999373e-13,3.1384197506984243e-11,0.014177575521760598,0.984897578986225,8.122525034246224e-05
420,Swaminarayan Sampraday,35,Religious Group (v5),"The Swaminarayan Sampraday is a Hindu devotional tradition founded by Swaminarayan (1781-1830 CE) in Gujarat, the northwestern region of India. Today, the Swaminarayan Sampraday comprises of several branches which together have global followers base that has been estimated to be in the range of five million.",1800,2017,660,401,Bhakti Mamtora,24,Travis Chilcott,2017-02-05 07:00:00.000 +0100,2017-11-17 14:55:22.773 +0100,Database of Religious History (DRH),0.9594048772704837,0.01345831964094726,2.4880946196729897e-36,4.208114507386048e-22,0.0271368030885546,7.742788578295903e-15,6.818240373324007e-15
424,Achaemenid Religion,35,Religious Group (v5),The religion of the rulers of the Achaemenid Persian Empire.,-550,-330,548,386,Amirardalan Emami,4,Karen Sonik,2017-03-08 07:00:00.000 +0100,2017-11-17 14:55:22.777 +0100,Database of Religious History (DRH),4.713793951369998e-13,0.0185425679790735,6.5960950126639054e-12,1.3331399040390182e-31,1.1453980601355564e-12,3.373898142099812e-23,0.9814574320127135
