entry_id,year_from,year_to,poll,entry_name,dim0,dim1,dim2,dim3,dim4,dim5,dim6,dim7,dim8,dim9,dim10,dim11,dim12,dim13
189,-1200.0,-400.0,Religious Group (v5),Israelite Religion,0.0796013053280233,0.07237831791531713,0.0796013053281911,0.07960130532809125,0.07960130532815478,0.07350008748415816,0.06573132070457044,0.0787825449656711,0.07752967225398238,0.07960130532797263,0.02222341245755542,0.06200702079695898,0.07023979145322563,0.07960130532812759
190,1948.0,2015.0,Religious Group (v5),Sri Lankan Buddhism (1948-Present),7.050878728950859e-36,8.172762979263446e-35,3.593256100491677e-49,5.547778991371634e-36,8.629189833593654e-47,4.7513787184517077e-36,0.11921926375666576,3.4377984930932456e-36,4.725729537893558e-28,1.2994805482487271e-23,0.8807807362240188,1.4649222331383993e-12,1.7849662837838538e-11,7.439308692715579e-16
193,2000.0,2013.0,Religious Group (v5),Fijian Religion (contemporary),0.007888298535244528,0.15752746383043537,0.014375472640354424,0.4193320096580348,0.04926149230933521,0.09876393694072193,1.933328809750995e-13,1.9738372843746253e-12,0.24850220690054167,1.4237302805592208e-12,1.2956842394711993e-05,0.004336162333914692,5.427504958415916e-12,4.131951678341385e-15
195,500.0,1100.0,Religious Group (v5),Shakta Religion,0.12376745666316545,0.0894774010332431,0.009148020961297043,0.10381012347254154,0.08949660230536843,0.09211194277841316,0.087075731153766,0.06436795574603923,0.12056989050797702,0.05087653132342651,0.011548084351393328,0.037972281754839216,0.11526436172987886,0.004513616218651086
196,45.0,60.0,Religious Group (v5),Pauline Christianity (ca. 45-60 CE),0.11768762419491297,0.10609604513032402,0.0025044169706823854,1.3156199223605997e-14,2.2352980699442976e-12,1.0194401388882082e-12,4.5571664197985814e-15,0.6771410875917382,4.4004236702006846e-05,0.09179388816038084,3.1094636789836316e-06,0.004729824248305614,2.938527144144756e-20,2.551282573644208e-15
197,1604.0,1958.0,Religious Group (v5),Gönlung Monastery (dgon lung byams pa gling),5.119057586512206e-14,6.508030632543088e-23,6.1278717176497586e-27,1.427331800463897e-24,1.9975142474198648e-35,1.563434355984223e-33,0.9710505466713277,6.440301040823548e-24,6.95657626438174e-14,4.5303111646615725e-22,0.028148641074934748,1.3361496609101052e-22,5.496457874557468e-20,0.0008008122536167702
199,100.0,400.0,Religious Group (v5),Mithraism,0.16204225110985127,0.12047991370014921,0.011977024899429312,0.06896426992883871,0.11717321579792465,0.09975111970985213,0.09257357572235052,0.07511543902837234,0.11785122837836273,0.06660997881775733,0.011837380557786577,0.04971512046044855,4.0484449692143796e-08,0.00590944140442693
211,-1350.0,-1320.0,Religious Group (v5),Amarna Religion,5.291319817534909e-25,6.536302756227873e-36,6.660386807387718e-27,1.2692584105825207e-12,4.151830689636092e-35,2.2472452361324004e-30,0.9999999847995772,5.233574340902488e-52,1.9016688373865212e-14,1.0971199510383933e-34,7.38415916776131e-14,1.2075246337437638e-24,1.5199060575334674e-08,1.4451805219278375e-24
211,-1350.0,-1320.0,Religious Group (v5),Amarna Religion,4.276469337382727e-23,7.906492888756494e-35,5.2636416666899863e-23,9.4991773612497e-23,5.1579442366417364e-33,5.554266446831605e-29,0.9999999999970054,6.869792401797245e-40,4.129192612909626e-14,5.727716516237431e-33,2.3808238650967967e-13,2.715343114927125e-12,1.106327159218612e-18,3.537019938232874e-22
212,-481.0,-206.0,Religious Group (v5),Warring States (China) Religion,8.1383479381027615e-25,3.08998244944229e-33,1.1740343813474146e-22,1.4398712298863119e-12,3.7316781140889497e-13,1.012838986984299e-09,0.38296321748538803,1.03240191032059e-29,2.939774389326045e-13,7.316540506467338e-24,0.617036781485557,1.0149316772094007e-22,1.4108982259194186e-11,1.7729956944281108e-23
224,600.0,1100.0,Religious Group (v5),Old Norse Fornsed,2.335793654971355e-25,1.2945497634228871e-20,6.785405106592117e-17,4.461036797066473e-11,5.234354354267366e-37,4.309939987654649e-20,4.2002753181521066e-14,4.5085574156948245e-46,0.9999999999553476,2.261816896889519e-56,1.0367726470837397e-17,6.916454629898972e-48,2.7868885715568847e-21,1.3203983128309467e-50
227,1980.0,2000.0,Religious Group (v5),Hindu Goddess Worship in Northwest India—Modern Period,0.004990923437926487,0.5779777678428591,0.0070513495145295745,0.18090526811823704,4.743934071806966e-13,3.4706932371824114e-12,0.038613115087740166,7.043814978778878e-12,0.07023505268368928,9.93668145183281e-12,0.011309087729973823,0.10860390670395927,4.3989441176585525e-12,0.00031352885576085707
228,1600.0,1900.0,Religious Group (v5),Late Chosŏn Korea,2.6229590403351963e-25,5.123653924505164e-37,8.41588737012025e-37,4.424676259562382e-36,1.49851020890954e-25,3.745984859575008e-24,0.6975432313719343,2.8093425494528837e-42,2.380101768198075e-25,1.6570836388729362e-24,0.29938683694908974,2.1726820539587518e-23,1.0778082968873581e-20,0.0030699316789759234
230,-3300.0,-539.0,Religious Group (v5),Religion in Mesopotamia,3.751777604815183e-22,2.328587569760691e-12,2.0317318421217433e-16,0.25090707526850414,4.434960735087811e-24,0.07162904694317182,3.4244585968341316e-14,1.4844247282150607e-30,0.014907736644544433,7.897454160713197e-26,3.8638753086780065e-17,3.503571405862353e-27,0.6625561411414165,3.409895446311879e-38
240,775.0,960.0,Religious Group (v5),Late Medieval Chinese State Religion,0.10665701599019661,0.0006022946600926412,0.09918819368685841,0.1044716356732068,0.12943261440495157,0.11951196582534647,0.08604728867742896,2.3282084763922283e-08,0.09910619309200687,0.013483725550078738,0.01035541491633815,0.035169126236418526,0.07925519236828334,0.11671931563670804
245,-450.0,-221.0,Religious Group (v5),Warring States Confucian Thought,0.07647065899665416,0.0011632680170938871,6.302320185440507e-05,0.21456071094460671,0.04604560504793822,0.12898341577735284,0.22151394583776568,5.59575382738112e-19,0.3014200787265175,0.005688805387245207,0.0029712256125143306,3.265683549726368e-13,9.55528459992986e-08,0.00111916689728443
255,-200.0,500.0,Religious Group (v5),Talismanic Religion,2.1970015949988973e-11,0.15933301903295413,1.490269006940189e-12,2.201876105862568e-11,1.4866336559253194e-11,1.9524059622601587e-11,3.059532957320326e-11,1.0080119038273703e-11,2.114428151855916e-11,7.866905502028066e-12,0.30628766468868934,6.639119941846238e-12,0.5343793161213192,8.419696590967239e-13
263,2000.0,2015.0,Religious Group (v5),Irish Catholicism,0.11768762419491297,0.10609604513032402,0.0025044169706823854,1.3156199223605997e-14,2.2352980699442976e-12,1.0194401388882082e-12,4.5571664197985814e-15,0.6771410875917382,4.4004236702006846e-05,0.09179388816038084,3.1094636789836316e-06,0.004729824248305614,2.938527144144756e-20,2.551282573644208e-15
287,100.0,400.0,Religious Group (v5),Mithraism,0.030609376294454482,0.00046421306395986604,2.7506625600911665e-05,0.19517618925379895,0.029104253221665554,0.09856486115310914,0.15217364879396517,3.9681521859519583e-19,0.24676258478839666,0.0017868153546126099,0.0028188491322284894,8.979738119095693e-14,0.24180430545055873,0.0007073968675597092
294,200.0,600.0,Religious Group (v5),Xuanxue 玄學,2.2616262838474237e-37,2.4158297023448852e-43,5.11546325063103e-46,9.97492765877316e-27,1.6877583384438802e-46,2.7901390926000365e-36,0.010223866538783535,1.0894172954279279e-24,2.0050063890246837e-29,1.9764832678308245e-23,0.9897761334595058,1.6115119113013862e-12,1.5725849012501894e-15,9.751660862333604e-14
299,-1250.0,-1046.0,Religious Group (v5),Shang State Religion,0.04409972639143519,0.14812003349317512,0.0005015879655250614,0.18325009437699086,0.02642957276127446,0.09574663605216459,0.10872771356115633,3.2180050330486785e-12,0.1484467634087429,0.05844690602666063,0.010991690034328221,8.966735385362299e-13,0.15967324558264995,0.015566030341781997
300,-1200.0,-515.0,Religious Group (v5),Israelite Religion,0.06232773862454639,0.056499888245213924,0.06796081453383464,0.07187220872296603,0.09842150436589393,0.09087777080268003,0.07172662237799395,0.09740896983770199,0.09269366600670385,0.04890804707756545,0.022681849782495277,0.03335277483225972,0.08684664042417851,0.09842150436596618
308,-900.0,-501.0,Religious Group (v5),Neo-Assyrian Scholars,3.2162626800624767e-11,1.808430225841034e-09,1.672314512247021e-16,0.0421536349715624,8.73019828499978e-24,1.5869869729424774e-12,9.458781040599376e-14,4.792860315319707e-12,0.001067303417848654,5.562039628355924e-13,6.0140049718882396e-05,5.932759809526609e-25,0.9567189197132464,2.5253258540643085e-27
342,50.0,150.0,Religious Group (v5),Jesus Associations and the Synoptic Gospels,0.15618598350155918,0.0007212066534701794,0.010735772344699803,0.1283170193894657,0.1370554886956785,0.14106063254882006,0.10735649210667493,1.791545850020806e-08,0.1451570265044793,0.008116589082088925,0.007214843741281247,0.02028400730234431,0.13156168489314674,0.006233235320832407
354,-330.0,-125.0,Religious Group (v5),Priests and Scholars of Hellenistic Uruk,4.3862458344650463e-13,0.00044346380127121535,3.680103045428232e-05,0.27778222513615536,4.197259179196191e-13,0.12361825915673233,9.84071590408424e-14,4.158491804193924e-30,0.27488439797753667,5.6755060994996694e-15,2.847008478746587e-17,3.411546941241071e-16,0.32323485289688736,9.046550569087331e-27
355,50.0,60.0,Religious Group (v5),Paul the Apostle,0.01632640966711435,2.0591804929891375e-13,0.07697237095651523,5.372859585069663e-11,0.12988991857530802,3.7383018461994636e-08,2.907360958919304e-13,1.0742346511571667e-28,0.7768102211880985,4.913545405094234e-23,1.0421751936197027e-06,5.265699632017323e-13,1.06353272660022e-28,6.294730809914238e-25
358,1500.0,1700.0,Religious Group (v5),16th-17th c. Gauḍīya Vaiṣṇava Tradition,8.52177052340437e-13,0.13872788134652408,7.688228696799761e-05,0.2795728461303449,6.719676405400085e-13,0.1636987002011881,1.5890445606225066e-13,3.2650345991561756e-23,0.4179235037697491,8.722098482766209e-14,8.747180655735351e-17,1.5658016430998e-15,1.8626345366873405e-07,1.6060777968453116e-26
361,-500.0,-300.0,Religious Group (v5),Classical Greek Religion,6.211781515196597e-22,2.413488964866249e-12,2.785108204762831e-16,0.0668833420099293,8.293192961154254e-24,0.03845778499071815,2.5845597588781908e-14,1.6030012259552513e-30,0.0012961135867052144,1.7635926933497506e-25,4.4704567283555206e-17,6.816631779406046e-27,0.8933627594102076,8.390453412410393e-38
374,800.0,1600.0,Religious Group (v5),Non-dual Śaiva Tantra,0.028172027125280833,0.431236133039315,1.9623308234805587e-05,0.1305060507665109,3.60283772639751e-13,2.7626590517995897e-12,0.052875217036467005,1.0651556476873523e-11,0.001740262625778152,0.07138179585542616,0.007662810766810587,4.4111240668797886e-13,0.276283009230449,0.00012307023151209685
381,1469.0,1606.0,Religious Group (v5),Sikhism: Guru Nanak to Guru Arjan,5.333041679881115e-06,3.3814760256775473e-12,5.0953024007760965e-15,0.000676717752879698,4.921188199751131e-24,1.3394205475466683e-23,0.05651842231104678,4.467648108953124e-22,2.9114142496431713e-06,0.9107307339746762,0.024080112190824003,4.946274390145807e-12,6.14074722965412e-21,0.007985769306310963
383,1200.0,1700.0,Religious Group (v5),Varkaris,2.9946004492979855e-05,7.457887678429391e-25,9.605473209984432e-15,0.002598223985899872,1.4646896197205356e-22,9.659111962458704e-23,0.9089953468676163,2.7904837093480585e-29,0.0008185705826890443,1.2414500156697485e-07,1.1508379655274924e-12,4.399400307180719e-12,1.0680275606211815e-20,0.08755778840874032
387,1889.0,2016.0,Religious Group (v5),Ahmadi; Ahmadiyya Muslim Jama'at; Ahmadiya,4.454779820205103e-05,0.04430602265841283,0.1598552965672538,0.02787051240086881,0.04782746404045923,0.04418096624770171,0.051202818569127735,0.08286364963681313,0.004502826958021366,0.10167437423806122,0.14968818337994216,0.11966641697695495,8.592563454299905e-13,0.16631692052732155
390,1610.0,2016.0,Religious Group (v5),Dasara,1.6202154054356414e-23,1.050929709341273e-20,2.82903868337729e-17,0.07285890445756837,1.0281574614551407e-35,1.7683291770882905e-20,2.6406250531409003e-14,1.9002235802292443e-34,0.0015016548986056914,2.2394320462068452e-35,1.010940522220314e-16,2.037927256494003e-37,0.9256394406437994,1.10920299964838e-49
392,1606.0,1708.0,Religious Group (v5),Sikhism: Guru Hargobind to Guru Gobind Singh,5.333041679881115e-06,3.3814760256775473e-12,5.0953024007760965e-15,0.000676717752879698,4.921188199751131e-24,1.3394205475466683e-23,0.05651842231104678,4.467648108953124e-22,2.9114142496431713e-06,0.9107307339746762,0.024080112190824003,4.946274390145807e-12,6.14074722965412e-21,0.007985769306310963
395,1966.0,2016.0,Religious Group (v5),International Society for Krishna Consciousness (ISKCON),0.00018591718378865524,1.5514840434180923e-23,4.042156234121226e-07,6.608724215957329e-14,3.1238116575706767e-25,6.08060680940136e-31,2.2327652058663683e-13,8.108046007022534e-25,0.9998136786002986,2.8642439940192544e-30,3.124570458823308e-17,5.053506066352667e-36,1.2487219963866353e-19,2.153867654548712e-28
400,1980.0,2015.0,Religious Group (v5),Singaporean Mega-Churches,0.5112951353273619,0.0005063207519174458,0.007619782612201971,5.108441896948204e-14,0.3676545882738373,0.1005190553962964,1.746265809761356e-14,1.1417441742573472e-07,0.00015008251366625214,0.009903262975541345,1.1587495582273498e-06,0.002350499225111336,6.1810634276791e-20,2.1730227571499133e-14
406,142.0,2014.0,Religious Group (v5),Daoism,0.07349786322685121,0.07146530099272952,0.07349786322686835,0.07349786322681061,0.0734978632268646,0.07349786322681078,0.07349786322664713,0.07349786322687576,0.07349786322685373,0.07349786322687808,0.0516274696082141,0.07349786322685435,0.06843073390390103,0.07349786322684061
416,1800.0,1918.0,Religious Group (v5),Edinoverie,0.11768762419491297,0.10609604513032402,0.0025044169706823854,1.3156199223605997e-14,2.2352980699442976e-12,1.0194401388882082e-12,4.5571664197985814e-15,0.6771410875917382,4.4004236702006846e-05,0.09179388816038084,3.1094636789836316e-06,0.004729824248305614,2.938527144144756e-20,2.551282573644208e-15
420,1800.0,2017.0,Religious Group (v5),Swaminarayan Sampraday,1.940142631662577e-15,9.840114450290164e-12,1.1189368528066602e-05,0.9916916108954068,5.009549649427515e-25,6.342044797913837e-20,6.912986447110973e-14,2.5015544245217544e-44,0.008297199726154164,1.7251185733712886e-34,3.0130634584640586e-17,4.764494060937917e-26,6.624789873164768e-18,1.061438108696959e-38
424,-550.0,-330.0,Religious Group (v5),Achaemenid Religion,1.1560485916682888e-14,5.057524135682278e-22,1.238578162927045e-25,5.663670240446861e-23,1.2482379346196656e-24,9.175125323259042e-23,0.9727340129803482,8.67395032548832e-44,6.836846353325098e-13,2.5733451488455456e-22,0.02723409668580331,1.2406614837210695e-22,1.8206542886297675e-29,3.189033315322513e-05
435,1206.0,1368.0,Religious Group (v5),Mongol Religion,0.07349786322685121,0.07146530099272952,0.07349786322686835,0.07349786322681061,0.0734978632268646,0.07349786322681078,0.07349786322664713,0.07349786322687576,0.07349786322685373,0.07349786322687808,0.0516274696082141,0.07349786322685435,0.06843073390390103,0.07349786322684061
439,800.0,1500.0,Religious Group (v5),Śaiva Magic,9.996329416000688e-22,3.037866729228578e-22,3.1523675331165926e-26,0.19598186087746938,8.644276510626366e-34,1.0268153628711408e-11,0.167439262350603,4.2528364443861555e-40,0.0011393410488264027,4.451275151983789e-24,3.2942696937134624e-14,3.796335986290989e-25,0.6354395357128001,2.6083848667833098e-25
441,1690.0,2017.0,Religious Group (v5),Worshipers of Śītalā,1.6202154054356414e-23,1.050929709341273e-20,2.82903868337729e-17,0.07285890445756837,1.0281574614551407e-35,1.7683291770882905e-20,2.6406250531409003e-14,1.9002235802292443e-34,0.0015016548986056914,2.2394320462068452e-35,1.010940522220314e-16,2.037927256494003e-37,0.9256394406437994,1.10920299964838e-49
442,311.0,427.0,Religious Group (v5),Donatism,0.11768762419491297,0.10609604513032402,0.0025044169706823854,1.3156199223605997e-14,2.2352980699442976e-12,1.0194401388882082e-12,4.5571664197985814e-15,0.6771410875917382,4.4004236702006846e-05,0.09179388816038084,3.1094636789836316e-06,0.004729824248305614,2.938527144144756e-20,2.551282573644208e-15
443,1634.0,2017.0,Religious Group (v5),Tyva (Buddhism),0.07349786322685121,0.07146530099272952,0.07349786322686835,0.07349786322681061,0.0734978632268646,0.07349786322681078,0.07349786322664713,0.07349786322687576,0.07349786322685373,0.07349786322687808,0.0516274696082141,0.07349786322685435,0.06843073390390103,0.07349786322684061
444,1920.0,2017.0,Religious Group (v5),Sursurunga,0.07349786322685121,0.07146530099272952,0.07349786322686835,0.07349786322681061,0.0734978632268646,0.07349786322681078,0.07349786322664713,0.07349786322687576,0.07349786322685373,0.07349786322687808,0.0516274696082141,0.07349786322685435,0.06843073390390103,0.07349786322684061
453,1985.0,2017.0,Religious Group (v5),Guangzhou (Buddhism),0.07349786322685121,0.07146530099272952,0.07349786322686835,0.07349786322681061,0.0734978632268646,0.07349786322681078,0.07349786322664713,0.07349786322687576,0.07349786322685373,0.07349786322687808,0.0516274696082141,0.07349786322685435,0.06843073390390103,0.07349786322684061
456,-165.0,75.0,Religious Group (v5),The Essenes,3.636063235761802e-05,0.04384801809353812,0.03756534418304824,3.0319116504865032e-15,1.0253853397590974e-12,4.197221138994814e-13,2.300236453951071e-15,0.7482631575608678,1.410658005678595e-06,0.15746666682985855,2.430244897155355e-05,0.012794739591821395,1.7507121443063978e-31,8.069585421133776e-14
457,2013.0,2017.0,Religious Group (v5),Kananga - Pentacostal,0.07349786322685121,0.07146530099272952,0.07349786322686835,0.07349786322681061,0.0734978632268646,0.07349786322681078,0.07349786322664713,0.07349786322687576,0.07349786322685373,0.07349786322687808,0.0516274696082141,0.07349786322685435,0.06843073390390103,0.07349786322684061
458,1869.0,2017.0,Religious Group (v5),Tanna - Christian,0.07349786322685121,0.07146530099272952,0.07349786322686835,0.07349786322681061,0.0734978632268646,0.07349786322681078,0.07349786322664713,0.07349786322687576,0.07349786322685373,0.07349786322687808,0.0516274696082141,0.07349786322685435,0.06843073390390103,0.07349786322684061
459,-1100.0,2017.0,Religious Group (v5),Tanna - Kastom,0.07349786322685121,0.07146530099272952,0.07349786322686835,0.07349786322681061,0.0734978632268646,0.07349786322681078,0.07349786322664713,0.07349786322687576,0.07349786322685373,0.07349786322687808,0.0516274696082141,0.07349786322685435,0.06843073390390103,0.07349786322684061
462,1550.0,1989.0,Religious Group (v5),Tukano,0.1218217338234067,0.09057558689822,0.009004206797193399,0.10217814578084979,0.08808964454859512,0.09066386978972683,0.0857068314168488,0.06335604029570309,0.11867443595090764,0.05007671179352081,0.016181624934728776,0.03737532728974573,0.12185318209812783,0.004442658582425624
465,2014.0,2016.0,Religious Group (v5),Mysore,0.07349786322685121,0.07146530099272952,0.07349786322686835,0.07349786322681061,0.0734978632268646,0.07349786322681078,0.07349786322664713,0.07349786322687576,0.07349786322685373,0.07349786322687808,0.0516274696082141,0.07349786322685435,0.06843073390390103,0.07349786322684061
468,1870.0,2017.0,Religious Group (v5),Turkana,0.07349786322685121,0.07146530099272952,0.07349786322686835,0.07349786322681061,0.0734978632268646,0.07349786322681078,0.07349786322664713,0.07349786322687576,0.07349786322685373,0.07349786322687808,0.0516274696082141,0.07349786322685435,0.06843073390390103,0.07349786322684061
471,2015.0,2016.0,Religious Group (v5),Urban Northern Ireland,0.07349786322685121,0.07146530099272952,0.07349786322686835,0.07349786322681061,0.0734978632268646,0.07349786322681078,0.07349786322664713,0.07349786322687576,0.07349786322685373,0.07349786322687808,0.0516274696082141,0.07349786322685435,0.06843073390390103,0.07349786322684061
472,1110.0,2017.0,Religious Group (v5),Karma Kagyu or Kamtsang Kagyu,5.6568147201646584e-14,3.0537381690337946e-15,4.822083041545799e-06,1.801216950670101e-13,1.72767910778202e-24,3.495352695158088e-12,6.357091080367513e-14,6.039424273434317e-32,0.9999951779131598,7.287074243209765e-32,8.359858550979312e-29,3.373346846484094e-27,1.2529805709270272e-18,4.067384942547283e-28
476,1000.0,2015.0,Religious Group (v5),Cham Bani,4.68754878272965e-06,4.6233266539479425e-14,6.435712988617247e-11,2.8793426784614063e-23,2.469456381391193e-12,3.8377291431488014e-11,0.10613163055612063,1.108971227004701e-28,0.0011478702788160328,6.171182957056989e-22,0.0009752790888347971,1.4523594803579536e-11,1.3081730736076326e-51,0.8917405324076721
477,1833.0,1845.0,Religious Group (v5),Tractarian Movement,9.154161276506353e-12,0.9588864039853041,0.038241768346632204,2.9628578440038697e-13,1.1665484611789796e-22,1.1470398075057374e-11,8.101460759811272e-15,2.3745578986830812e-11,0.0003551343801978042,4.720384769121589e-12,2.730543157893317e-16,0.0025166932384706,1.5395752074160535e-18,6.602575507160282e-26
479,-2900.0,-2300.0,Religious Group (v5),Mesopotamian city-state cults of the Early Dynastic periods,1.5469258525201917e-21,9.062441234677811e-23,1.461396893452527e-26,8.921989358145515e-13,2.8151521566053005e-13,0.015532620597467118,2.658746598823328e-13,6.396981517636922e-30,2.1299214999864512e-14,1.000412349447823e-14,0.00017081929015619538,3.150397171780664e-25,0.9842965601109057,2.098656940949196e-27
482,1700.0,2000.0,Religious Group (v5),Miskito,0.07349786322685121,0.07146530099272952,0.07349786322686835,0.07349786322681061,0.0734978632268646,0.07349786322681078,0.07349786322664713,0.07349786322687576,0.07349786322685373,0.07349786322687808,0.0516274696082141,0.07349786322685435,0.06843073390390103,0.07349786322684061
483,2015.0,2016.0,Religious Group (v5),Northern Irish Roman Catholics,0.012734656821603789,0.9021213751066236,0.005793055039398575,0.05546962729062478,2.319814602906259e-23,4.3244033435193196e-23,2.5446078476197183e-14,9.922540443783058e-17,9.686441993991415e-05,1.7301642670993044e-11,3.950237869311595e-06,0.023780471066612772,9.620068039232817e-30,2.0612995021587276e-26
484,2015.0,2016.0,Religious Group (v5),Northern Irish Protestants,0.023729506897331852,0.9115401576297102,0.012655783292717363,6.442016573421975e-13,4.5594176716384084e-23,6.025736290035988e-23,3.68723394980372e-15,2.171593830501646e-16,2.82836064975393e-05,2.9811896104448995e-11,1.6086625908836893e-06,0.0520446598806921,1.0866147979476994e-40,4.265453195650924e-26
485,500.0,1500.0,Religious Group (v5),Sámi pre-Christian religion,0.00010674797934142317,0.0025041902809892842,0.002318524908844141,0.2858875295081242,0.04859508532042372,0.2171390108606359,0.25086858296466863,3.584762562287242e-18,0.00036116779802732106,0.04752564297496549,0.0854224389515718,3.128241666437559e-12,6.080707219173546e-12,0.0592710784431991
486,1820.0,2017.0,Religious Group (v5),Church of Jesus Christ of Latter-day Saints (early),0.2959267898883133,0.2689975524548231,0.0048740553782616845,2.1102072740933505e-14,6.36126062613352e-23,3.479772210947486e-23,2.6334233146881478e-15,5.8561347657034e-06,6.5270042390828264e-06,0.4035146981015012,2.854804114447425e-06,0.02667166623395785,1.6413827224519762e-30,6.068841660968814e-26
490,1260.0,1302.0,Religious Group (v5),Guglielmites,0.9463229605761864,0.0009449070518968311,0.010915424547969262,6.031111560177299e-14,7.70126319429291e-12,2.5255252472177418e-12,7.427631819591504e-15,7.268000180314075e-13,1.638565199556968e-05,0.03204336625187646,7.830592727005191e-07,0.009756172849781428,2.5413096195868312e-30,3.8047466905040377e-25
492,-800.0,380.0,Religious Group (v5),Roman Divination,6.5187763993717765e-25,1.962798472225361e-23,2.581198662802922e-17,0.9974368458547453,1.3998400004157294e-25,3.487041530049021e-10,1.6362522292054555e-14,1.3721762843845863e-52,0.002563153781647762,2.0614875040528128e-47,2.451694645689232e-18,2.282326881445544e-38,1.4886381130525884e-11,7.668742462509094e-50
493,1858.0,2017.0,Religious Group (v5),Krishna Worship in North India - Modern Period,0.1371161765561429,0.09912782769102937,0.010134664564278495,0.11500638053153743,0.08860132849887631,0.09624539249915313,0.06673967847740446,0.07131024764182214,0.13357374256539215,0.051182322986797965,0.0022731035514517903,0.025513450533166296,0.0984549484985607,0.00472073540438683
520,1600.0,2015.0,Religious Group (v5),Cham Ahiér,2.971960515034511e-26,3.4255588190205564e-46,1.558302606951458e-18,7.184263988318948e-14,7.13334941169991e-26,5.863054315726062e-32,2.6796890685509206e-25,6.834731290979906e-55,0.9999999999999282,7.73144567995636e-65,5.100402951625727e-30,1.592536768046022e-59,4.864678062838406e-24,2.1805582438098876e-39
