entry_id,entry_name,question_id,question_name,social_complexity_large
739,Lakalai,5174,The society to which the religious group belongs is best characterized as (please choose one):,0.0
744,Rwala Bedouin,5174,The society to which the religious group belongs is best characterized as (please choose one):,0.0
745,Buka,5174,The society to which the religious group belongs is best characterized as (please choose one):,0.0
749,Korean shamanism,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
751,Buddhism in the Mekong Delta,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
755,Uyghur Islam,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
759,Comanche,5174,The society to which the religious group belongs is best characterized as (please choose one):,0.0
763,Moriori,5174,The society to which the religious group belongs is best characterized as (please choose one):,0.0
775,Jainism,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
788,The Late Bronze Age City-State of Ugarit,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
794,Omaha,5174,The society to which the religious group belongs is best characterized as (please choose one):,0.0
802,Chinese Nunnery in Myanmar,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
812,Temple of the Jedi Order,5174,The society to which the religious group belongs is best characterized as (please choose one):,0.0
839,19th century German Protestantism,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
841,Sa skya,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
842,American Evangelicalism,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
843,Bnay Qyāmā and Bnāt Qyāmā,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
846,Xuanzang's Yogācāra Tradition,5174,The society to which the religious group belongs is best characterized as (please choose one):,0.0
848,Sadducees,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
849,"""Gaiwiio Religion,"" ""Longhouse Religion,"" or ""The Way of Handsome Lake"" of the Seneca Tribe",5174,The society to which the religious group belongs is best characterized as (please choose one):,0.0
851,Sikhism in the United States,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
852,Pre-Christian Religion / Paganism in Ireland,5174,The society to which the religious group belongs is best characterized as (please choose one):,0.0
854,pre-Christian Irish,5174,The society to which the religious group belongs is best characterized as (please choose one):,0.0
855,Middle-Class Migrant Muslims in the UAE,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
858,"The New Prophecy or ""Montanism""",5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
859,Valentinians,5174,The society to which the religious group belongs is best characterized as (please choose one):,0.0
860,Kimpa Vita,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
862,Ilm-e-Khshnoom,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
863,Orphism,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
867,Nyingma Treasure,5174,The society to which the religious group belongs is best characterized as (please choose one):,0.0
869,Sichuan Esoteric Buddhist Cult,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
870,Postsocialist Mongolian Buddhism,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
871,Spiritualism,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
873,The Branch Davidians,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
879,Free Methodist Church,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
880,Egyptian Salafism (inluding North Africa and West Asia),5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
882,Orphism,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
883,Catholics in the People's Republic of China (PRC),5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
884,Sub Saharan Africa Pentecostalism,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
885,Contemporary West African Vodun,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
886,Pushtimarg (The Path of Grace) in the UK and Gujarat,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
887,Postsocialist Mongolian Shamanism,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
888,Céli Dé monks,5174,The society to which the religious group belongs is best characterized as (please choose one):,0.0
891,Peruvian Mormons,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
892,Charismatic Renewal Movement in Christianity - Second Wave Pentecostalism,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
893,Sethian Gnostic,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
894,Universal Fellowship of Metropolitan Community Churches,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
896,Sannō Shintō,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
897,Gaengjeongyudo,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
899,Nahdlatul Ulama (NU),5174,The society to which the religious group belongs is best characterized as (please choose one):,0.0
900,Pharisees,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
906,The Church of England,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
910,Christian Base Community movement,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
918,Fangshi,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
919,Catholicism in contemporary Croatia,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
921,Bhils,5174,The society to which the religious group belongs is best characterized as (please choose one):,0.0
925,Rabbinic Judaism (Babylonia),5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
926,Ladakhi Buddhism,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
927,Zealots,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
928,The Ghost Dance Movement and the Lakota Sioux,5174,The society to which the religious group belongs is best characterized as (please choose one):,0.0
929,Drikung Kagyu,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
931,The Society of Jesus (Jesuits) in Britain,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
933,Marcionites,5174,The society to which the religious group belongs is best characterized as (please choose one):,0.0
934,Mongolian Buddhism during the Revolutionary Period,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
935,Nigerian Pentecostalism,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
937,Vestal Virgins,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
938,Ugarit,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
940,Julio-Claudian Imperial Cult,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
941,Chan Buddhists in early Qing period,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
943,Moravian Missionaries in Nunatsiavut,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
944,Mohyla's Ukrainian Church,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
946,Nyingma (rnying ma),5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
948,Christianity in Ephesus,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
952,Ethiopian Jews,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
953,Sachchai,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
957,Spartan Religion,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
958,Society of Jesus,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
960,Bön (Bon),5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
961,Romanian Orthodox Church,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
963,The Knights Templar,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
964,Baul Fakirs of Bengal,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
965,Pachomian Monasticism,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
966,"Naqshbandī Order, Naqshbandī Tarīqa, Naqshbandīyyah, Khwājagān,",5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
968,"Anabaptist Mennonites in North America, 1683-2021",5174,The society to which the religious group belongs is best characterized as (please choose one):,0.0
970,Cult of Isis (Mysteries of Isis),5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
971,Gāṇapatya,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
972,Nestorian Christianity,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
973,The Sarna religion of the Oraons of Jharkhand,5174,The society to which the religious group belongs is best characterized as (please choose one):,0.0
974,"Greek Chalcedonian Christians, Nicaea",5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
975,Neo-Charismatic Movement - Third Wave Charismatic Movement,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
976,Mising Community,5174,The society to which the religious group belongs is best characterized as (please choose one):,0.0
977,Chishti Sufis,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
978,Indonesian Catholicism,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
980,Pure Land Buddhist Schools in Early Medieval Japan,5174,The society to which the religious group belongs is best characterized as (please choose one):,0.0
981,Nation of Islam,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
982,The Samaritans (Persian to early Roman periods),5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
983,Tibetan and Himalayan Mundane and Landscape Cults,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
984,Calvinism (Early/Reformation),5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
985,The Victorines,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
986,Theurgy,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
987,"Parsis, Zoroastrians of India",5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
988,Churches of Christ- United States,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
993,Pontifex Maximus and Pontifices (Pontifical College),5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
994,"Monastic Communities of Lower Egypt: Nitria, Kellia, Scetis",5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
995,Tamil Neo-Saivism,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
997,Ancient Egypt - Early Dynastic Period,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
1004,Religion in Roman Ostia,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
1006,Ancient Egypt - Old Kingdom,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
1008,Ancient Egypt - First Intermediate Period,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
1011,Kingdom of Edom,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
1012,Inhabitants of Medieval Kurgus,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
1013,Estado da Índia Renegades in Deccan,5174,The society to which the religious group belongs is best characterized as (please choose one):,0.0
1024,Universal Salvation Ritual,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
1028,German Pietists (Hasidei Ashkenaz),5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
1031,Eastern Roman Manichaeism,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
1037,Third Intermediate Period in Ancient Egypt,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
1038,Sino-Muslims in Qing China,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
1041,Korean Catholicism,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
1043,Islam in Aceh,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
1044,Han Imperial Cult under Emperor Wu,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
1051,Religion at Tell el-Dab'a (ancient Avaris) in Ancient Egypt,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
1069,Religion at Deir el-Medina,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
1076,Inquisitors of Goa's Santo Ofício,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
1083,Drukpa Kagyü School (Bhutan),5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
1087,The Bogomils,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
1095,Punjabi (West),5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
1101,Natchez,5174,The society to which the religious group belongs is best characterized as (please choose one):,0.0
1108,Early Christianity and Monasticism in Egypt,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
1109,Chan Buddhism in the Song,5174,The society to which the religious group belongs is best characterized as (please choose one):,0.0
1125,Ancient Egypt - the Ramesside Period,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
1127,Anglican Church of Korea,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
1133,Religion in Greco-Roman Egypt,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
1134,Tiantai,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
1136,The Fellowship of Goodness 同善社 (Tongshanshe),5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
1140,Early Medieval Confucianism,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
1149,Christianity in Tang China,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
1162,Lingbao dafa,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
1172,Twofold Mystery (Chongxuan 重玄),5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
1175,Religion in Northern Hejaz,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
1178,Modern Mystery School (MMS),5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
1180,Batak Traditional Religions,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
1183,Religion at Nippur in the Ur III period,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
1187,Sanctuary at Tell Damiyah,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
1189,Yādiya/Sam'al,5174,The society to which the religious group belongs is best characterized as (please choose one):,0.0
1190,Ancient state of Urartu,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
1191,Religion in Greco-Roman Alexandria,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
1192,Kaharingan,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
1196,K’iche’ (Quiché),5174,The society to which the religious group belongs is best characterized as (please choose one):,0.0
1210,Mende,5174,The society to which the religious group belongs is best characterized as (please choose one):,0.0
1218,Yiguan Dao/I-Kuan Tao 一貫道,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
1223,Toda,5174,The society to which the religious group belongs is best characterized as (please choose one):,0.0
1227,Polytheistic Pre-Islamic South Arabia,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
1229,Three Self Patriotic Movement (TSPM),5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
1231,"Shenxiao 神霄 (""Divine Empyrean"") Daoism",5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
1234,Ashanti,5174,The society to which the religious group belongs is best characterized as (please choose one):,0.0
1240,Azande,5174,The society to which the religious group belongs is best characterized as (please choose one):,0.0
1241,Taiping 太平 Movement,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
1246,Shilluk,5174,The society to which the religious group belongs is best characterized as (please choose one):,0.0
1247,Exovedate,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
1248,Religion in the Old Assyrian Period,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
1250,Hanbalism,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
