entry_id,question_short,answer_value,entry_name,year_from,christian,islamic,chinese,buddhist,poll_group,world_region,literacy,year_norm
894,is unquestionably good,1,Universal Fellowship of Metropolitan Community Churches,1968,1,0,0,0,1,North America,1,0.9898534385569335
896,is unquestionably good,1,Sannō Shintō,800,0,0,0,1,1,East Asia,1,0.7703870725291244
897,is unquestionably good,1,Gaengjeongyudo,1928,0,0,0,0,1,East Asia,1,0.9823374671176249
899,is unquestionably good,1,Nahdlatul Ulama (NU),1926,0,1,0,0,1,Southeast Asia,1,0.9819616685456595
900,is unquestionably good,1,Pharisees,-150,0,0,0,0,1,Southwest Asia,1,0.5918827508455468
906,is unquestionably good,1,The Church of England,1963,1,0,0,0,1,Europe,1,0.9889139421270199
910,is unquestionably good,1,Christian Base Community movement,1968,1,0,0,0,1,North America,1,0.9898534385569335
914,is unquestionably good,1,Tariqa Shadhiliyya,1258,0,1,0,0,1,Africa,1,0.856444945509207
915,is unquestionably good,1,Protestantism welcoming People with Disabilities,2000,1,0,0,0,1,North America,1,0.9958662157083803
919,is unquestionably good,1,Catholicism in contemporary Croatia,1995,1,0,0,0,1,Europe,1,0.9949267192784668
921,is unquestionably good,0,Bhils,1700,1,0,0,0,1,South Asia,1,0.9394964299135663
925,is unquestionably good,1,Rabbinic Judaism (Babylonia),220,0,0,0,0,1,Southwest Asia,1,0.6614054866591507
927,is unquestionably good,1,Zealots,0,0,0,0,0,1,Southwest Asia,1,0.6200676437429538
931,is unquestionably good,1,The Society of Jesus (Jesuits) in Britain,1580,1,0,0,0,1,Europe,1,0.9169485155956407
933,is unquestionably good,1,Marcionites,144,1,0,0,0,1,Europe,1,0.6471251409244645
935,is unquestionably good,1,Nigerian Pentecostalism,1910,1,0,0,0,1,Africa,1,0.9789552799699361
937,is unquestionably good,1,Vestal Virgins,-800,0,0,0,0,1,Europe,1,0.46974821495678315
938,is unquestionably good,1,Ugarit,-1600,0,0,0,0,1,Southwest Asia,1,0.31942878617061254
941,is unquestionably good,1,Chan Buddhists in early Qing period,1600,0,0,1,1,1,East Asia,1,0.920706501315295
942,is unquestionably good,1,African Methodist Episcopal Church,1816,1,0,0,0,1,Africa,1,0.9612927470875611
943,is unquestionably good,1,Moravian Missionaries in Nunatsiavut,1752,1,0,0,0,1,North America,1,0.9492671927846674
944,is unquestionably good,1,Mohyla's Ukrainian Church,1620,0,0,0,0,1,Europe,1,0.9244644870349493
948,is unquestionably good,1,Christianity in Ephesus,120,1,0,0,0,1,Southwest Asia,1,0.6426155580608793
950,is unquestionably good,1,The Religious Society of Friends,1652,1,0,0,0,1,Africa,1,0.9304772641863961
953,is unquestionably good,1,Sachchai,1975,0,0,0,0,1,South Asia,1,0.9911687335588125
957,is unquestionably good,0,Spartan Religion,-800,0,0,0,0,1,Europe,1,0.46974821495678315
958,is unquestionably good,1,Society of Jesus,1540,1,0,0,0,1,Europe,1,0.9094325441563322
961,is unquestionably good,1,Romanian Orthodox Church,1885,0,0,0,0,1,Europe,1,0.9742577978203683
963,is unquestionably good,1,The Knights Templar,1119,1,0,0,0,1,Europe,1,0.8303269447576099
964,is unquestionably good,0,Baul Fakirs of Bengal,1800,0,0,0,1,1,South Asia,1,0.9582863585118376
965,is unquestionably good,1,Pachomian Monasticism,323,1,0,0,0,1,Africa,1,0.6807591131153702
966,is unquestionably good,1,"Naqshbandī Order, Naqshbandī Tarīqa, Naqshbandīyyah, Khwājagān,",1318,0,1,0,0,1,Central Eurasia,1,0.8677189026681699
968,is unquestionably good,1,"Anabaptist Mennonites in North America, 1683-2021",1683,1,0,0,0,1,North America,1,0.9363021420518602
970,is unquestionably good,1,Cult of Isis (Mysteries of Isis),-323,0,0,0,0,1,Europe,1,0.5593761743705374
971,is unquestionably good,0,Gāṇapatya,500,0,0,0,0,1,South Asia,1,0.7140172867343104
972,is unquestionably good,1,Nestorian Christianity,431,0,0,0,0,1,Southwest Asia,1,0.7010522360015032
973,is unquestionably good,1,The Sarna religion of the Oraons of Jharkhand,1845,0,0,0,0,1,South Asia,1,0.9667418263810598
974,is unquestionably good,1,"Greek Chalcedonian Christians, Nicaea",1204,1,0,0,0,1,Southwest Asia,1,0.8462983840661406
975,is unquestionably good,1,Neo-Charismatic Movement - Third Wave Charismatic Movement,1980,1,0,0,0,1,North America,1,0.992108229988726
976,is unquestionably good,1,Mising Community,1187,0,0,0,0,1,South Asia,1,0.8431040962044344
977,is unquestionably good,1,Chishti Sufis,1200,0,1,0,0,1,South Asia,1,0.8455467869222097
978,is unquestionably good,1,Indonesian Catholicism,1500,1,0,0,0,1,Southeast Asia,1,0.9019165727170236
980,is unquestionably good,1,Pure Land Buddhist Schools in Early Medieval Japan,1175,0,0,0,1,1,East Asia,1,0.8408493047726419
981,is unquestionably good,1,Nation of Islam,1930,0,1,0,0,1,North America,1,0.9827132656895904
982,is unquestionably good,1,The Samaritans (Persian to early Roman periods),-499,0,0,0,0,1,Southwest Asia,1,0.5263059000375798
984,is unquestionably good,1,Calvinism (Early/Reformation),1520,1,0,0,0,1,Europe,1,0.905674558436678
985,is unquestionably good,1,The Victorines,1108,1,0,0,0,1,Europe,1,0.8282600526118
986,is unquestionably good,1,Theurgy,150,0,0,0,0,1,Europe,1,0.6482525366403608
987,is unquestionably good,1,"Parsis, Zoroastrians of India",1600,0,0,0,0,1,South Asia,1,0.920706501315295
988,is unquestionably good,1,Churches of Christ- United States,1832,1,0,0,0,1,North America,1,0.9642991356632845
989,is unquestionably good,1,Opus Dei,1928,1,0,0,0,1,Europe,1,0.9823374671176249
993,is unquestionably good,1,Pontifex Maximus and Pontifices (Pontifical College),-712,0,0,0,0,1,Europe,1,0.48628335212326196
994,is unquestionably good,1,"Monastic Communities of Lower Egypt: Nitria, Kellia, Scetis",330,1,0,0,0,1,Africa,1,0.6820744081172492
995,is unquestionably good,1,Tamil Neo-Saivism,1841,0,0,0,0,1,South Asia,1,0.9659902292371289
1004,is unquestionably good,0,Religion in Roman Ostia,-200,0,0,0,0,1,Europe,1,0.5824877865464111
1011,is unquestionably good,0,Kingdom of Edom,-800,0,0,0,0,1,Southwest Asia,1,0.46974821495678315
1012,is unquestionably good,1,Inhabitants of Medieval Kurgus,550,1,0,0,0,1,Africa,1,0.7234122510334461
1013,is unquestionably good,1,Estado da Índia Renegades in Deccan,1510,1,1,0,0,1,South Asia,1,0.9037955655768508
1024,is unquestionably good,1,Universal Salvation Ritual,1200,0,0,1,1,1,East Asia,1,0.8455467869222097
1028,is unquestionably good,1,German Pietists (Hasidei Ashkenaz),1100,0,0,0,0,1,Europe,1,0.8267568583239384
1031,is unquestionably good,1,Eastern Roman Manichaeism,300,1,0,0,0,1,Europe,1,0.6764374295377678
1037,is unquestionably good,0,Third Intermediate Period in Ancient Egypt,-1100,0,0,0,0,1,Africa,1,0.4133784291619692
1038,is unquestionably good,1,Sino-Muslims in Qing China,1644,0,0,1,0,1,East Asia,1,0.9289740698985344
1041,is unquestionably good,1,Korean Catholicism,1600,1,0,0,0,1,East Asia,1,0.920706501315295
1043,is unquestionably good,1,Islam in Aceh,1500,0,1,0,0,1,Southeast Asia,1,0.9019165727170236
1044,is unquestionably good,0,Han Imperial Cult under Emperor Wu,-141,0,0,1,0,1,East Asia,1,0.5935738444193912
1051,is unquestionably good,0,Religion at Tell el-Dab'a (ancient Avaris) in Ancient Egypt,-1960,0,0,0,0,1,Africa,1,0.25178504321683576
1069,is unquestionably good,1,Religion at Deir el-Medina,-1504,0,0,0,0,1,Africa,1,0.337467117624953
1076,is unquestionably good,1,Inquisitors of Goa's Santo Ofício,1560,1,0,0,0,1,South Asia,1,0.9131905298759865
1087,is unquestionably good,1,The Bogomils,969,1,0,0,0,1,Europe,1,0.8021420518602029
1095,is unquestionably good,1,Punjabi (West),1947,0,1,0,0,1,South Asia,0,0.9859075535512966
1101,is unquestionably good,1,Natchez,1710,0,0,0,0,1,North America,0,0.9413754227733935
1108,is unquestionably good,1,Early Christianity and Monasticism in Egypt,0,1,0,0,0,1,Southwest Asia,1,0.6200676437429538
1109,is unquestionably good,0,Chan Buddhism in the Song,960,0,0,1,0,1,East Asia,1,0.8004509582863585
1125,is unquestionably good,1,Ancient Egypt - the Ramesside Period,-1292,0,0,0,0,1,Africa,1,0.37730176625328826
1127,is unquestionably good,1,Anglican Church of Korea,1890,1,0,0,0,1,East Asia,1,0.9751972942502819
1129,is unquestionably good,0,Ancient Thessalians,-700,0,0,0,0,1,Europe,1,0.4885381435550545
1133,is unquestionably good,1,Religion in Greco-Roman Egypt,-305,0,0,0,0,1,Africa,1,0.5627583615182262
1134,is unquestionably good,1,Tiantai,538,0,0,1,0,1,East Asia,1,0.7211574596016536
1140,is unquestionably good,1,Early Medieval Confucianism,220,0,0,1,0,1,East Asia,1,0.6614054866591507
1149,is unquestionably good,1,Christianity in Tang China,618,0,0,1,0,1,East Asia,1,0.7361894024802705
1162,is unquestionably good,0,Lingbao dafa,400,0,0,1,0,1,East Asia,1,0.6952273581360391
1172,is unquestionably good,1,Twofold Mystery (Chongxuan 重玄),500,0,0,1,0,1,East Asia,1,0.7140172867343104
1178,is unquestionably good,1,Modern Mystery School (MMS),1997,0,0,0,0,1,South America,1,0.9953025178504322
1180,is unquestionably good,1,Batak Traditional Religions,1600,0,0,0,0,1,Southeast Asia,1,0.920706501315295
1183,is unquestionably good,0,Religion at Nippur in the Ur III period,-2100,0,0,0,0,1,Southwest Asia,1,0.2254791431792559
1187,is unquestionably good,0,Sanctuary at Tell Damiyah,-850,0,0,0,0,1,Southwest Asia,1,0.4603532506576475
1189,is unquestionably good,1,Yādiya/Sam'al,-920,0,0,0,0,1,Southwest Asia,1,0.4472003006388576
1190,is unquestionably good,0,Ancient state of Urartu,-850,0,0,0,0,1,Southwest Asia,1,0.4603532506576475
1192,is unquestionably good,1,Kaharingan,1945,0,0,0,0,1,Southeast Asia,1,0.9855317549793311
1218,is unquestionably good,1,Yiguan Dao/I-Kuan Tao 一貫道,1870,0,0,0,0,1,East Asia,1,0.9714393085306275
1229,is unquestionably good,1,Three Self Patriotic Movement (TSPM),1950,1,0,1,0,1,Central Eurasia,1,0.9864712514092446
1241,is unquestionably good,1,Taiping 太平 Movement,1837,0,0,1,0,1,East Asia,1,0.965238632093198
1247,is unquestionably good,1,Exovedate,1885,1,0,0,0,1,North America,1,0.9742577978203683
1248,is unquestionably good,1,Religion in the Old Assyrian Period,-1972,0,0,0,0,1,Southwest Asia,1,0.2495302517850432
1250,is unquestionably good,1,Hanbalism,850,0,1,0,0,1,Southwest Asia,0,0.7797820368282601
1258,is unquestionably good,1,Religion in Judah,-1000,0,0,0,0,1,Southwest Asia,1,0.4321683577602405
1259,is unquestionably good,0,"The LuWang School, the School of Lu Xiangshan and Wang Yangming",1200,0,0,0,0,1,Central Eurasia,1,0.8455467869222097
1279,is unquestionably good,0,Mandarese Muslims,1593,0,1,0,0,1,Southeast Asia,1,0.919391206313416
1283,is unquestionably good,1,Butonese Muslims,1500,0,1,0,0,1,Southeast Asia,1,0.9019165727170236
1288,is unquestionably good,0,Bailadeiras of Goa,1510,0,0,0,0,1,South Asia,1,0.9037955655768508
1293,is unquestionably good,1,The Zapotec or Ben 'Zaa (The Cloud People),-2000,1,0,0,0,1,North America,1,0.24426907177752724
1295,is unquestionably good,1,Donatism,311,1,0,0,0,1,Africa,1,0.6785043216835775
1300,is unquestionably good,1,"Enlace de Agentes de Pastoral Indígena (EAPI, Network of Indigenous Ministry Agents)",1990,1,0,0,0,1,North America,1,0.9939872228485531
1304,is unquestionably good,1,Peyote Religion (Peyotism) and the Native American Church,1875,1,0,0,0,1,North America,1,0.9723788049605412
1307,is unquestionably good,1,Southern Baptists,1845,1,0,0,0,1,North America,1,0.9667418263810598
1309,is unquestionably good,1,Circumcellions,315,1,0,0,0,1,Africa,1,0.6792559188275085
1311,is unquestionably good,1,Jehovah's Witnesses,1870,1,0,0,0,1,North America,1,0.9714393085306275
1312,is unquestionably good,1,Bishnoi,1400,0,0,0,0,1,South Asia,1,0.8831266441187523
1321,is unquestionably good,1,Mourides (Muridiyya),1853,0,0,0,0,1,Africa,1,0.9682450206689215
1322,is unquestionably good,0,Pagans under the Emperor Julian,361,0,0,0,0,1,Europe,1,0.6878992859827132
1323,is unquestionably good,0,Luguru,1910,0,0,0,0,1,Africa,1,0.9789552799699361
1333,is unquestionably good,1,Cult of Thecla,150,0,0,0,0,1,Europe,1,0.6482525366403608
1334,is unquestionably good,1,No-debt Movement in US Evangelicalism,1980,1,0,0,0,1,North America,1,0.992108229988726
1335,is unquestionably good,1,Congregation of the Oratory,1575,1,0,0,0,1,Europe,1,0.9160090191657272
1340,is unquestionably good,1,International Sivananda Yoga Vedanta Centers,1957,0,0,0,0,1,Europe,1,0.9877865464111236
1341,is unquestionably good,1,Muslim Students Association of the United States and Canada,1960,0,1,0,0,1,North America,1,0.9883502442690718
1348,is unquestionably good,1,Disability-focused Christianity for Palestinians,2012,1,0,0,0,1,Southwest Asia,1,0.9981210071401728
1352,is unquestionably good,0,Śākadvīpīya Brāhmaṇas,2,0,0,0,0,1,South Asia,1,0.6204434423149192
1357,is unquestionably good,1,Encratites,100,1,0,0,0,1,Southwest Asia,1,0.6388575723412251
1371,is unquestionably good,1,Twelver Shi'ism in post-revolutionary Iran,1979,0,1,0,0,1,Southwest Asia,1,0.9919203307027433
1374,is unquestionably good,1,The Reformed Church (Early Orthodoxy),1560,1,0,0,0,1,Europe,1,0.9131905298759865
1376,is unquestionably good,1,African Initiated Churches,1900,1,0,0,0,1,Africa,1,0.977076287110109
1392,is unquestionably good,1,Messalians,360,1,0,0,0,1,Southwest Asia,0,0.6877113866967306
1399,is unquestionably good,0,Religion in the Mittani Empire,-1550,0,0,0,0,1,Southwest Asia,1,0.3288237504697482
1412,is unquestionably good,1,Tenrikyo,1838,0,0,0,0,1,Central Eurasia,1,0.9654265313791808
1415,is unquestionably good,1,Anomeans,350,1,0,0,0,1,Europe,1,0.6858323938369034
1419,is unquestionably good,1,Ancient Egyptian Religion in the Early 18th Dynasty,-1550,0,0,0,0,1,Africa,1,0.3288237504697482
1426,is unquestionably good,1,Early Missionary Christianity in China,1580,1,0,1,0,1,East Asia,1,0.9169485155956407
1450,is unquestionably good,1,Tehuelche,1855,0,0,0,0,1,South America,0,0.9686208192408868
1454,is unquestionably good,1,Hesychastic Controversy,1337,1,0,0,0,1,Europe,1,0.8712889891018414
1458,is unquestionably good,1,Mbuti,1935,0,0,0,0,1,Africa,0,0.9836527621195039
1468,is unquestionably good,1,Eastern Christianity From Nicaea to Chalcedon,325,1,0,0,0,1,Europe,1,0.6811349116873356
1511,is unquestionably good,0,Sokoto,1804,0,1,0,0,1,Africa,1,0.9590379556557685
1517,is unquestionably good,1,Tunisian Women's Associations,1936,0,1,0,0,1,Africa,1,0.9838406614054866
1521,is unquestionably good,1,Order of the Hermits of St Augustine (Augustinian friars),1256,1,0,0,0,1,Europe,0,0.8560691469372417
1522,is unquestionably good,1,Tijaniyya Tariqa الطريقة التجانية,1781,0,1,0,0,1,Africa,1,0.9547162720781661
1535,is unquestionably good,1,الجمعية الخيرية الإسلامية بمدينة سوق الأربعاء The Islamic Benevolent Society in Souk-el-Arba,1921,0,1,0,0,1,Africa,1,0.9810221721157459
1544,is unquestionably good,1,Ukrainian Greek Catholic Church,1596,1,0,0,0,1,Europe,1,0.9199549041713642
1555,is unquestionably good,1,Al-Ahbash الأحباش,1970,0,1,0,0,1,Southwest Asia,1,0.9902292371288989
